Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Boston,5.2%,7.0%,11.2%,4.1%,6.3%,6.2%
2,Indiana,6.2%,8.1%,6.1%,6.6%,5.8%,6.6%
3,New York,6.4%,4.0%,5.0%,6.1%,7.0%,6.3%
4,Minnesota,6.5%,6.2%,5.1%,6.8%,6.2%,7.5%
5,Okla City,6.7%,7.9%,10.6%,7.9%,5.8%,6.0%
6,Denver,6.9%,7.5%,10.3%,6.3%,7.4%,7.7%
7,Philadelphia,7.0%,7.2%,5.7%,6.5%,7.5%,6.7%
8,Detroit,7.0%,7.6%,8.2%,7.2%,6.6%,7.7%
9,Houston,7.0%,5.2%,3.5%,5.9%,8.0%,6.8%
10,Toronto,7.1%,7.9%,10.0%,7.2%,7.0%,7.9%
11,Charlotte,7.1%,6.2%,3.9%,7.7%,6.7%,7.7%
12,Brooklyn,7.1%,4.9%,5.5%,8.3%,6.0%,7.2%
13,Memphis,7.1%,6.2%,4.3%,7.3%,6.9%,7.4%
14,Cleveland,7.2%,8.0%,8.3%,7.7%,6.5%,6.6%
15,Orlando,7.3%,6.3%,5.9%,7.9%,6.5%,7.0%
16,Milwaukee,7.5%,8.6%,7.9%,7.9%,7.0%,6.6%
17,San Antonio,7.5%,7.0%,6.1%,7.8%,6.9%,7.1%
18,Chicago,7.5%,7.7%,8.4%,7.4%,7.6%,7.0%
19,Atlanta,7.6%,9.2%,9.0%,9.1%,6.7%,7.7%
20,Golden State,7.6%,9.8%,7.8%,7.2%,7.8%,6.6%
21,Sacramento,7.7%,8.1%,10.2%,8.1%,7.4%,7.0%
22,New Orleans,7.7%,9.4%,6.4%,7.6%,7.8%,7.8%
23,Phoenix,7.8%,6.1%,5.5%,7.9%,7.8%,7.7%
24,Utah,8.0%,8.9%,7.6%,8.3%,7.7%,8.4%
25,Dallas,8.3%,8.7%,7.0%,8.2%,8.7%,7.2%
26,Miami,8.5%,6.6%,6.6%,8.4%,8.7%,7.0%
27,Portland,8.6%,9.0%,7.3%,8.9%,8.4%,8.2%
28,LA Lakers,8.6%,8.7%,10.8%,7.7%,9.3%,7.4%
29,LA Clippers,9.1%,7.5%,10.3%,9.3%,8.9%,7.9%
30,Washington,9.8%,7.3%,9.9%,9.3%,10.2%,7.9%
