Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Charlotte,13.8%,11.3%,15.0%,13.8%,13.8%,14.8%
2,Memphis,14.4%,13.0%,11.5%,15.4%,13.3%,16.2%
3,Houston,15.2%,19.2%,19.2%,14.5%,15.8%,14.8%
4,Philadelphia,15.5%,16.3%,8.8%,17.0%,13.9%,14.5%
5,New Orleans,15.8%,15.7%,17.6%,14.9%,16.8%,14.4%
6,LA Lakers,16.0%,14.5%,13.5%,18.0%,14.7%,14.3%
7,LA Clippers,16.1%,15.3%,16.3%,17.8%,14.1%,14.8%
8,Sacramento,16.2%,15.0%,14.6%,17.9%,14.8%,15.3%
9,San Antonio,16.2%,8.6%,6.3%,14.2%,20.1%,12.6%
10,New York,16.2%,17.0%,22.5%,14.8%,18.6%,14.5%
11,Chicago,16.5%,19.1%,17.4%,15.9%,16.9%,14.1%
12,Brooklyn,16.5%,17.9%,17.7%,16.2%,16.8%,16.4%
13,Utah,16.5%,17.9%,20.7%,17.8%,15.2%,14.2%
14,Golden State,16.5%,20.2%,17.3%,14.5%,17.3%,15.2%
15,Dallas,17.0%,17.5%,16.8%,16.5%,18.1%,14.1%
16,Atlanta,17.1%,15.9%,16.3%,18.5%,16.3%,15.2%
17,Miami,17.1%,16.0%,15.6%,16.6%,17.7%,12.7%
18,Denver,17.2%,16.1%,19.5%,17.0%,17.4%,13.9%
19,Okla City,17.3%,11.2%,15.2%,18.9%,16.1%,17.3%
20,Orlando,17.3%,18.7%,14.9%,16.3%,18.5%,17.2%
21,Washington,17.4%,17.4%,19.2%,19.5%,15.8%,15.6%
22,Minnesota,17.8%,18.0%,8.3%,16.7%,19.0%,14.8%
23,Phoenix,17.8%,19.0%,14.5%,17.9%,17.8%,14.8%
24,Cleveland,18.2%,19.7%,20.2%,19.3%,16.9%,14.5%
25,Portland,18.6%,14.2%,7.4%,17.6%,19.5%,15.8%
26,Milwaukee,19.1%,18.3%,17.1%,17.8%,20.7%,14.1%
27,Toronto,19.5%,18.7%,14.3%,16.8%,20.9%,17.0%
28,Indiana,19.8%,17.9%,16.1%,19.2%,20.3%,16.0%
29,Detroit,21.0%,17.9%,11.6%,20.0%,22.1%,16.6%
30,Boston,21.1%,21.8%,19.2%,20.0%,22.2%,13.2%
