Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Detroit,22.9,23.0,31.0,21.6,24.4,24.5
2,Okla City,23.4,21.7,21.0,22.6,24.1,24.0
3,Orlando,23.5,21.7,20.0,24.1,22.7,22.6
4,Boston,24.1,24.3,25.0,24.9,23.5,23.5
5,Dallas,24.8,26.7,27.0,24.8,24.6,27.1
6,Houston,24.9,19.7,20.0,23.7,26.0,23.6
7,Denver,25.6,26.3,25.0,24.7,26.4,28.5
8,Toronto,25.7,21.7,24.0,25.0,26.1,25.9
9,Indiana,26.0,28.7,28.0,25.6,26.4,24.7
10,Minnesota,26.3,22.3,25.0,26.1,26.6,24.4
10,San Antonio,26.3,28.3,30.0,26.5,26.0,28.0
12,Golden State,26.4,26.7,30.0,23.8,27.5,25.4
13,Atlanta,26.5,28.3,34.0,26.2,26.7,28.3
13,Milwaukee,26.5,26.0,30.0,26.9,26.0,26.5
15,Philadelphia,26.7,27.0,30.0,26.1,27.3,28.3
16,Phoenix,26.7,26.3,24.0,24.5,29.3,27.3
17,Chicago,26.9,25.7,27.0,28.0,26.1,28.9
18,Memphis,27.0,23.7,24.0,24.8,29.9,27.0
19,LA Lakers,27.1,25.7,33.0,26.8,27.2,27.0
19,Portland,27.1,31.0,36.0,25.3,28.6,26.2
21,Cleveland,27.1,23.3,23.0,26.7,27.7,25.6
22,New York,27.1,27.3,23.0,27.1,27.2,24.6
23,LA Clippers,27.3,28.0,32.0,27.3,27.3,25.6
24,New Orleans,28.1,33.0,35.0,27.9,28.4,28.6
25,Charlotte,28.8,27.7,32.0,27.4,30.0,26.8
26,Miami,29.0,26.3,24.0,29.3,28.7,26.4
27,Brooklyn,29.1,22.3,25.0,31.4,26.9,27.1
28,Washington,29.5,30.7,28.0,30.0,29.1,28.5
29,Sacramento,29.8,34.0,42.0,28.6,30.7,27.0
30,Utah,29.9,35.0,31.0,32.4,27.4,29.6
