Player Name,Prop Category,Prop Line,GAME_DATE,Matchup,Team,Opponent,Best Pick,Tier,Score,Edge,Win_Prob,Median_Proj,TEAM_MISSING_USG
Nickeil Alexander-Walker,RA,7.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.32,0.32,0.48406616,7.8190834948494325,0.0
Dennis Schröder,AST,4.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.03,0.03,0.4796513,4.533472766286562,22.7
Santi Aldama,PTS,16.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,0.98,-0.98,0.46747285,15.522199401829521,57.2
Franz Wagner,REB,6.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.24,0.24,0.46257454,6.739641909651608,27.8
De'Aaron Fox,PRA,37.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,7.3,-7.3,0.449808,30.19909321581326,55.9
Domantas Sabonis,FG3M,0.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.21,0.21,0.4455692,0.7140427797343971,22.7
Russell Westbrook,RA,13.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.1,-0.1,0.44291288,13.401154406623062,22.7
Devin Vassell,PTS,16.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,2.02,-2.02,0.43893886,14.47637695226708,55.9
Wendell Carter Jr.,PRA,22.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.46,-0.46,0.43843722,22.03662164314804,27.8
Ryan Rollins,REB,3.5,2025-11-20,MIL vs PHI,MIL,PHI,Over,C Tier,0.75,0.75,0.43815577,4.246498779722588,37.0
Cedric Coward,FG3M,1.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,0.06,-0.06,0.43457508,1.4431595408908309,49.1
Wendell Carter Jr.,PTS,12.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.07,0.07,0.43035707,12.568298800731261,27.8
Nicolas Batum,FG3M,1.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.52,-0.52,0.4299032,0.9800127448603672,15.5
Gary Trent Jr.,AST,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,C Tier,0.24,-0.24,0.41975552,2.2566131421676805,37.0
Julian Champagnie,PRA,15.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,1.19,-1.19,0.41464138,14.311411194436722,55.9
Zach Edey,FG3M,0.5,2025-11-20,MEM vs SAC,MEM,SAC,Over,C Tier,0.47,0.47,0.41218522,0.9680847810602258,57.2
Tyrese Maxey,AST,6.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,0.02,0.02,0.4110816,6.520916346406616,26.5
Franz Wagner,RA,10.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.52,0.52,0.41061547,11.021606520048831,27.8
Dominick Barlow,REB,4.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,1.07,1.07,0.40977544,5.572382942874747,26.5
Luke Kornet,PTS,9.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.35,-0.35,0.4002903,9.14559492142949,55.9
Franz Wagner,PTS,23.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.17,-0.17,0.39685357,23.32674869083704,27.8
Malik Monk,REB,2.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.26,-0.26,0.38739824,2.2355211793703322,22.7
Zach Edey,PTS,12.5,2025-11-20,MEM vs SAC,MEM,SAC,Over,C Tier,0.1,0.1,0.38711575,12.600022780190077,57.2
Myles Turner,FG3M,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,C Tier,0.57,-0.57,0.3846922,1.9316905407592821,37.0
Paul George,PTS,10.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,3.97,3.97,0.37941748,14.471418878872893,26.5
Dennis Schröder,RA,8.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.52,0.52,0.3786405,9.015352697776155,22.7
Zaccharie Risacher,REB,2.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.24,0.24,0.37849393,2.744672819315738,0.0
Zach LaVine,PRA,24.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.2,0.2,0.36351383,24.70427378964363,22.7
Paul George,REB,4.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,1.12,1.12,0.3596818,5.620566128848517,26.5
Jalen Suggs,RA,9.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.35,0.35,0.3537707,9.85420342354232,27.8
VJ Edgecombe,RA,9.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,0.25,-0.25,0.35274118,9.246243407050589,0.0
Wendell Carter Jr.,RA,10.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.3,-0.3,0.34873515,10.195999992356118,27.8
Myles Turner,AST,1.5,2025-11-20,MIL vs PHI,MIL,PHI,Over,C Tier,0.66,0.66,0.34282306,2.1579772842803098,37.0
Nicolas Batum,PTS,4.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,C Tier,1.76,1.76,0.34205464,6.264558546241614,15.5
Santi Aldama,REB,6.5,2025-11-20,MEM vs SAC,MEM,SAC,Over,C Tier,0.12,0.12,0.3405258,6.617441490369216,57.2
Desmond Bane,FG3M,2.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.82,-0.82,0.33938652,1.6794413529199788,27.8
Zach LaVine,AST,2.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.34,0.34,0.33494154,2.840581482093189,22.7
Jalen Johnson,FG3M,1.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.12,0.12,0.33166435,1.6207079563275475,0.0
Tristan da Silva,FG3M,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.31,0.31,0.32630953,1.8111282720976085,27.8
Jeremy Sochan,PTS,8.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.49,-0.49,0.3262393,8.006672711240773,55.9
Russell Westbrook,REB,6.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.27,-0.27,0.32615852,6.225712803982725,22.7
Nickeil Alexander-Walker,PRA,24.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,1.39,1.39,0.31446555,25.89155307716263,0.0
DeMar DeRozan,RA,7.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.75,0.75,0.3141982,8.24682847764566,22.7
Joel Embiid,AST,2.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,1.16,1.16,0.31155276,3.661673081993869,0.0
Kris Dunn,FG3M,0.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,C Tier,0.06,0.06,0.30773947,0.5604518277191748,15.5
Cedric Coward,PTS,16.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,3.83,-3.83,0.30559087,12.674980230290519,49.1
De'Aaron Fox,RA,11.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,1.4,-1.4,0.29747277,10.100731690891617,55.9
Devin Vassell,RA,7.5,2025-11-20,SAS vs ATL,SAS,ATL,Over,C Tier,0.12,0.12,0.29664508,7.622708845519707,55.9
Santi Aldama,PRA,25.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,1.63,-1.63,0.29597092,23.868399653305556,57.2
Dominick Barlow,PRA,11.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,4.8,4.8,0.29197845,16.29946645847351,26.5
Ryan Rollins,RA,9.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,C Tier,0.44,-0.44,0.28807896,9.058903283830105,37.0
Devin Vassell,FG3M,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.53,-0.53,0.28702408,1.9708900945270784,55.9
Domantas Sabonis,REB,12.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,3.51,-3.51,0.2859077,8.990250550577175,22.7
Desmond Bane,REB,4.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.05,-0.05,0.27893555,4.45231536935003,27.8
Joel Embiid,REB,6.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,0.7,-0.7,0.27365685,5.79908310610022,0.0
Cedric Coward,REB,7.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,1.93,-1.93,0.25830567,5.570168753946262,49.1
Cedric Coward,PRA,26.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,4.03,-4.03,0.25317115,22.469169772205326,49.1
Jalen Johnson,PRA,38.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,1.24,1.24,0.24475256,39.74349048679472,0.0
Goga Bitadze,REB,4.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.48,0.48,0.24204333,4.975728112914642,27.8
Tristan da Silva,REB,4.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.11,0.11,0.24119952,4.614417701818663,27.8
Goga Bitadze,PRA,10.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,2.24,2.24,0.22714454,12.743140456942358,27.8
Dyson Daniels,RA,12.5,2025-11-20,ATL @ SAS,ATL,SAS,Under,C Tier,0.41,-0.41,0.21976876,12.089783238777464,0.0
Ryan Rollins,FG3M,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,C Tier,0.26,-0.26,0.20488584,2.2408336698786977,37.0
Domantas Sabonis,RA,16.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,1.58,-1.58,0.20420718,14.92452706191514,22.7
Paul George,AST,2.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,0.86,0.86,0.19953589,3.355004791810847,26.5
Nicolas Batum,PRA,9.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,C Tier,2.15,2.15,0.19560577,11.650222525083167,15.5
Domantas Sabonis,PRA,35.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,4.66,-4.66,0.1954484,30.8352851754198,22.7
Dominick Barlow,FG3M,0.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,0.19,0.19,0.17770545,0.685731985127471,26.5
Russell Westbrook,PRA,27.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,C Tier,0.29,0.29,0.1753434,27.78873304914981,22.7
Jalen Johnson,PTS,22.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.31,0.31,0.16011383,22.809385480750436,0.0
Tyrese Maxey,RA,11.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,0.01,-0.01,0.15620679,11.485796847548803,26.5
AJ Green,PRA,14.5,2025-11-20,MIL vs PHI,MIL,PHI,Over,C Tier,1.19,1.19,0.14025779,15.693666340552873,37.0
Zaccharie Risacher,AST,1.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.26,0.26,0.13865669,1.760823597593348,0.0
Quentin Grimes,REB,3.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,0.05,-0.05,0.13803649,3.4523229082948426,26.5
VJ Edgecombe,PRA,24.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,2.15,-2.15,0.1309061,22.346060994446468,0.0
Jaylen Wells,AST,1.5,2025-11-20,MEM vs SAC,MEM,SAC,Over,C Tier,0.31,0.31,0.11814648,1.8135996208542071,57.2
John Collins,FG3M,0.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,C Tier,0.19,0.19,0.10891101,0.6921633974957284,15.5
VJ Edgecombe,REB,5.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,0.7,-0.7,0.09071922,4.801972371706231,0.0
Tristan da Silva,AST,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.03,0.03,0.08906642,1.526898475559627,27.8
Nickeil Alexander-Walker,PTS,18.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.35,0.35,0.085049815,18.854272856881774,0.0
Zach Edey,AST,1.5,2025-11-20,MEM vs SAC,MEM,SAC,Over,C Tier,0.25,0.25,0.08503048,1.7466930232503448,57.2
Bogdan Bogdanović,AST,2.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,C Tier,0.33,0.33,0.08145714,2.8281615233099187,15.5
Franz Wagner,PRA,34.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.73,-0.73,0.07838994,33.77343467872491,27.8
Jeremy Sochan,FG3M,0.5,2025-11-20,SAS vs ATL,SAS,ATL,Over,C Tier,0.17,0.17,0.06562401,0.6652748426962887,55.9
Jeremy Sochan,RA,7.5,2025-11-20,SAS vs ATL,SAS,ATL,Over,C Tier,0.3,0.3,0.05556653,7.798713439546428,55.9
Goga Bitadze,AST,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,C Tier,0.05,0.05,0.04962593,1.5547670727926444,27.8
Dyson Daniels,FG3M,0.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.05,0.05,0.049385976,0.5496525734251849,0.0
Ivica Zubac,AST,1.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,C Tier,0.75,0.75,0.019557167,2.2549784285120777,15.5
Kelly Olynyk,FG3M,0.5,2025-11-20,SAS vs ATL,SAS,ATL,Over,C Tier,0.21,0.21,0.017919317,0.7147304638413954,55.9
