Player Name,Prop Category,Prop Line,GAME_DATE,Matchup,Team,Opponent,Best Pick,Tier,Score,Edge,Win_Prob,Median_Proj,TEAM_MISSING_USG,join_player,join_date,SEASON_ID,PLAYER_ID,Game_ID,GAME_DATE_box,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,TEAM_ABBREVIATION,Player_Clean,PRA,PR,PA,RA,STK,FANTASY_PTS,TS_PCT,USG_PROXY,TEAM_MISSING_USG_box,TEAM_MISSING_MIN,Actual Value,Result (O/U/P),Correctness
Nicolas Batum,REB,3.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,A Tier,0.38,-0.38,0.94188344,3.1196550232906626,15.5,nicolas batum,2025-11-20,22025.0,201587.0,22500264.0,2025-11-20,LAC @ ORL,L,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,-4.0,1.0,Nicolas Batum,LAC,nicolas batum,5.0,5.0,3.0,2.0,1.0,7.4,1.5,0.2222222222222222,15.5,21.3,2.0,Under,Correct
Kris Dunn,REB,2.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,A Tier,0.7,-0.7,0.9218381,1.8009026637303758,15.5,kris dunn,2025-11-20,22025.0,1627739.0,22500264.0,2025-11-20,LAC @ ORL,L,25.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,-16.0,1.0,Kris Dunn,LAC,kris dunn,10.0,7.0,7.0,6.0,1.0,14.1,0.4,0.24,15.5,21.3,3.0,Over,Incorrect
Harrison Barnes,FG3M,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.67,-0.67,0.91190237,1.8345682067837856,55.9,harrison barnes,2025-11-20,22025.0,203084.0,22500267.0,2025-11-20,SAS vs. ATL,W,34.0,5.0,13.0,0.385,2.0,8.0,0.25,4.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,1.0,Harrison Barnes,SAS,harrison barnes,23.0,21.0,18.0,7.0,0.0,24.0,0.5420054200542006,0.4635294117647058,55.9,55.9,2.0,Under,Correct
John Collins,REB,5.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,A Tier,1.12,-1.12,0.90517354,4.377656007394224,15.5,john collins,2025-11-20,22025.0,1628381.0,22500264.0,2025-11-20,LAC @ ORL,L,25.0,4.0,8.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,0.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,9.0,-18.0,1.0,John Collins,LAC,john collins,13.0,13.0,9.0,4.0,2.0,18.8,0.5067567567567567,0.3952,15.5,21.3,4.0,Under,Correct
Jalen Johnson,REB,8.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,A Tier,0.99,0.99,0.9038453,9.490921671173169,0.0,jalen johnson,2025-11-20,22025.0,1630552.0,22500267.0,2025-11-20,ATL @ SAS,L,38.0,10.0,15.0,0.667,2.0,3.0,0.667,4.0,6.0,0.667,0.0,12.0,12.0,7.0,1.0,0.0,4.0,3.0,26.0,-1.0,1.0,Jalen Johnson,ATL,jalen johnson,45.0,38.0,33.0,19.0,1.0,49.9,0.7369614512471655,0.5694736842105264,0.0,0.0,12.0,Over,Correct
Santi Aldama,AST,3.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,A Tier,0.92,-0.92,0.88510126,2.579228874035193,57.2,santi aldama,2025-11-20,22025.0,1630583.0,22500265.0,2025-11-20,MEM vs. SAC,W,28.0,11.0,18.0,0.611,5.0,11.0,0.455,2.0,3.0,0.667,0.0,5.0,5.0,3.0,0.0,2.0,1.0,0.0,29.0,28.0,1.0,Santi Aldama,MEM,santi aldama,37.0,34.0,32.0,8.0,2.0,44.5,0.7505175983436853,0.7257142857142858,57.2,50.7,3.0,Under,Correct
AJ Green,REB,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Over,A Tier,0.44,0.44,0.8839379,2.944345182022203,37.0,aj green,2025-11-20,22025.0,1631260.0,22500266.0,2025-11-20,MIL vs. PHI,L,36.0,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,2.0,2.0,9.0,-3.0,1.0,AJ Green,MIL,aj green,15.0,15.0,9.0,6.0,1.0,17.2,0.9,0.1944444444444444,37.0,23.9,6.0,Over,Correct
Luke Kornet,RA,10.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,1.37,-1.37,0.88022614,9.125695839675718,55.9,luke kornet,2025-11-20,22025.0,1628436.0,22500267.0,2025-11-20,SAS vs. ATL,W,23.0,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,Luke Kornet,SAS,luke kornet,10.0,8.0,7.0,5.0,0.0,10.6,0.5122950819672131,0.2556521739130434,55.9,55.9,5.0,Under,Correct
Jeremy Sochan,REB,4.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,1.35,-1.35,0.8780469,3.147596846216099,55.9,jeremy sochan,2025-11-20,22025.0,1631110.0,22500267.0,2025-11-20,SAS vs. ATL,W,22.0,3.0,10.0,0.3,0.0,5.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0,Jeremy Sochan,SAS,jeremy sochan,18.0,13.0,13.0,10.0,2.0,27.5,0.3676470588235294,0.4945454545454545,55.9,55.9,5.0,Over,Incorrect
Devin Vassell,AST,3.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.75,-0.75,0.87551373,2.750788029141789,55.9,devin vassell,2025-11-20,22025.0,1630170.0,22500267.0,2025-11-20,SAS vs. ATL,W,33.0,6.0,11.0,0.545,3.0,5.0,0.6,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,15.0,13.0,1.0,Devin Vassell,SAS,devin vassell,23.0,20.0,18.0,8.0,2.0,30.5,0.6818181818181818,0.3636363636363636,55.9,55.9,3.0,Under,Correct
Russell Westbrook,FG3M,1.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,A Tier,0.28,0.28,0.8591582,1.7753409266333389,22.7,russell westbrook,2025-11-20,22025.0,201566.0,22500265.0,2025-11-20,SAC @ MEM,L,21.0,4.0,10.0,0.4,2.0,6.0,0.333,1.0,2.0,0.5,1.0,6.0,7.0,4.0,0.0,0.0,4.0,3.0,11.0,-28.0,1.0,Russell Westbrook,SAC,russell westbrook,22.0,18.0,15.0,11.0,0.0,21.4,0.5055147058823529,0.7085714285714286,22.7,25.9,2.0,Over,Correct
Kristaps Porziņģis,RA,8.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,A Tier,1.06,1.06,0.8585118,9.56333569037321,0.0,kristaps porzingis,2025-11-20,22025.0,204001.0,22500267.0,2025-11-20,ATL @ SAS,L,29.0,7.0,10.0,0.7,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,3.0,16.0,-3.0,1.0,Kristaps Porziņģis,ATL,kristaps porzingis,22.0,21.0,17.0,6.0,2.0,28.5,0.8,0.3793103448275862,0.0,0.0,6.0,Under,Incorrect
Keldon Johnson,AST,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.56,-0.56,0.84947336,1.9352760312152504,55.9,keldon johnson,2025-11-20,22025.0,1629640.0,22500267.0,2025-11-20,SAS vs. ATL,W,32.0,9.0,12.0,0.75,3.0,5.0,0.6,4.0,5.0,0.8,2.0,5.0,7.0,2.0,1.0,0.0,2.0,2.0,25.0,8.0,1.0,Keldon Johnson,SAS,keldon johnson,34.0,32.0,27.0,9.0,1.0,37.4,0.8802816901408451,0.50625,55.9,55.9,2.0,Under,Correct
Paul George,FG3M,1.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,A Tier,0.34,-0.34,0.8262205,1.158018610384381,26.5,paul george,2025-11-20,22025.0,202331.0,22500266.0,2025-11-20,PHI @ MIL,W,25.0,7.0,12.0,0.583,4.0,7.0,0.571,3.0,4.0,0.75,0.0,5.0,5.0,3.0,2.0,0.0,3.0,0.0,21.0,3.0,1.0,Paul George,PHI,paul george,29.0,26.0,24.0,8.0,2.0,34.5,0.7630813953488372,0.6703999999999999,26.5,42.2,4.0,Over,Incorrect
Bogdan Bogdanović,FG3M,1.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,A Tier,0.41,-0.41,0.8185694,1.0929453597125312,15.5,bogdan bogdanovic,2025-11-20,22025.0,203992.0,22500264.0,2025-11-20,LAC @ ORL,L,21.0,2.0,9.0,0.222,2.0,6.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,-7.0,1.0,Bogdan Bogdanović,LAC,bogdan bogdanovic,10.0,7.0,9.0,4.0,0.0,10.7,0.3333333333333333,0.4761904761904761,15.5,21.3,2.0,Over,Incorrect
Zaccharie Risacher,FG3M,1.5,2025-11-20,ATL @ SAS,ATL,SAS,Under,A Tier,0.14,-0.14,0.8111363,1.355161145474762,0.0,zaccharie risacher,2025-11-20,22025.0,1642258.0,22500267.0,2025-11-20,ATL @ SAS,L,21.0,1.0,10.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,Zaccharie Risacher,ATL,zaccharie risacher,5.0,4.0,3.0,3.0,0.0,4.9,0.1,0.5238095238095238,0.0,0.0,0.0,Under,Correct
Luke Kornet,AST,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.5,-0.5,0.8111236,1.995801041421837,55.9,luke kornet,2025-11-20,22025.0,1628436.0,22500267.0,2025-11-20,SAS vs. ATL,W,23.0,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,Luke Kornet,SAS,luke kornet,10.0,8.0,7.0,5.0,0.0,10.6,0.5122950819672131,0.2556521739130434,55.9,55.9,2.0,Under,Correct
Jalen Suggs,FG3M,2.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,A Tier,1.34,-1.34,0.7940167,1.157920940605632,27.8,jalen suggs,2025-11-20,22025.0,1630591.0,22500264.0,2025-11-20,ORL vs. LAC,W,26.0,8.0,15.0,0.533,5.0,9.0,0.556,2.0,2.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,3.0,1.0,23.0,12.0,1.0,Jalen Suggs,ORL,jalen suggs,33.0,26.0,30.0,10.0,4.0,46.1,0.7241813602015112,0.7261538461538463,27.8,25.1,5.0,Over,Incorrect
Wendell Carter Jr.,FG3M,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,A Tier,0.77,-0.77,0.79145575,0.7299188129667781,27.8,wendell carter,2025-11-20,22025.0,1628976.0,22500264.0,2025-11-20,ORL vs. LAC,W,32.0,3.0,11.0,0.273,1.0,3.0,0.333,0.0,0.0,0.0,1.0,6.0,7.0,6.0,1.0,0.0,0.0,4.0,7.0,13.0,1.0,Wendell Carter Jr.,ORL,wendell carter jr.,20.0,14.0,13.0,13.0,1.0,27.4,0.3181818181818182,0.34375,27.8,25.1,1.0,Under,Correct
Anthony Black,AST,2.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,A Tier,0.25,-0.25,0.7895522,2.2522901324948705,27.8,anthony black,2025-11-20,22025.0,1641710.0,22500264.0,2025-11-20,ORL vs. LAC,W,29.0,4.0,9.0,0.444,1.0,3.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,4.0,4.0,0.0,2.0,3.0,12.0,16.0,1.0,Anthony Black,ORL,anthony black,20.0,16.0,16.0,8.0,4.0,32.8,0.5576208178438662,0.44,27.8,25.1,4.0,Over,Incorrect
Quentin Grimes,RA,7.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,A Tier,0.93,0.93,0.78555167,8.428747915626603,26.5,quentin grimes,2025-11-20,22025.0,1629656.0,22500266.0,2025-11-20,PHI @ MIL,W,39.0,4.0,12.0,0.333,3.0,9.0,0.333,3.0,4.0,0.75,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,14.0,8.0,1.0,Quentin Grimes,PHI,quentin grimes,22.0,18.0,18.0,8.0,0.0,23.8,0.5087209302325582,0.3784615384615384,26.5,42.2,8.0,Over,Correct
Tyrese Maxey,FG3M,3.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,A Tier,1.26,-1.26,0.7831881,2.2393795368591105,26.5,tyrese maxey,2025-11-20,22025.0,1630178.0,22500266.0,2025-11-20,PHI @ MIL,W,47.0,18.0,30.0,0.6,6.0,15.0,0.4,12.0,14.0,0.857,0.0,5.0,5.0,9.0,3.0,3.0,5.0,3.0,54.0,18.0,1.0,Tyrese Maxey,PHI,tyrese maxey,68.0,59.0,63.0,14.0,6.0,86.5,0.7466814159292036,0.8757446808510637,26.5,42.2,6.0,Over,Incorrect
Harrison Barnes,AST,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.7,-0.7,0.78257555,1.795184094839941,55.9,harrison barnes,2025-11-20,22025.0,203084.0,22500267.0,2025-11-20,SAS vs. ATL,W,34.0,5.0,13.0,0.385,2.0,8.0,0.25,4.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,1.0,Harrison Barnes,SAS,harrison barnes,23.0,21.0,18.0,7.0,0.0,24.0,0.5420054200542006,0.4635294117647058,55.9,55.9,2.0,Under,Correct
Malik Monk,FG3M,1.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,A Tier,0.2,0.2,0.7790017,1.7021162103657848,22.7,malik monk,2025-11-20,22025.0,1628370.0,22500265.0,2025-11-20,SAC @ MEM,L,14.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,-13.0,1.0,Malik Monk,SAC,malik monk,6.0,4.0,4.0,4.0,1.0,9.4,0.25,0.3571428571428571,22.7,25.9,0.0,Under,Incorrect
Vince Williams Jr.,REB,5.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,A Tier,0.95,-0.95,0.77799433,4.546223437296932,57.2,vince williams,2025-11-20,22025.0,1631246.0,22500265.0,2025-11-20,MEM vs. SAC,W,24.0,2.0,7.0,0.286,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,2.0,0.0,3.0,1.0,4.0,22.0,1.0,Vince Williams Jr.,MEM,vince williams jr.,24.0,9.0,19.0,20.0,2.0,35.5,0.2857142857142857,0.4166666666666667,57.2,50.7,5.0,Under,Correct
Franz Wagner,AST,4.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,A Tier,0.47,-0.47,0.76541424,4.030549519768422,27.8,franz wagner,2025-11-20,22025.0,1630532.0,22500264.0,2025-11-20,ORL vs. LAC,W,30.0,5.0,13.0,0.385,0.0,2.0,0.0,10.0,12.0,0.833,1.0,5.0,6.0,3.0,1.0,0.0,1.0,2.0,20.0,16.0,1.0,Franz Wagner,ORL,franz wagner,29.0,26.0,23.0,9.0,1.0,33.7,0.5470459518599562,0.6426666666666667,27.8,25.1,3.0,Under,Correct
Devin Vassell,REB,3.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.7,-0.7,0.7620563,2.7975243822043083,55.9,devin vassell,2025-11-20,22025.0,1630170.0,22500267.0,2025-11-20,SAS vs. ATL,W,33.0,6.0,11.0,0.545,3.0,5.0,0.6,0.0,0.0,0.0,1.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,15.0,13.0,1.0,Devin Vassell,SAS,devin vassell,23.0,20.0,18.0,8.0,2.0,30.5,0.6818181818181818,0.3636363636363636,55.9,55.9,5.0,Over,Incorrect
Domantas Sabonis,AST,4.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,A Tier,0.4,-0.4,0.7616161,4.103609755557895,22.7,domantas sabonis,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Harrison Barnes,PTS,13.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,1.22,-1.22,0.7588023,12.28224089393323,55.9,harrison barnes,2025-11-20,22025.0,203084.0,22500267.0,2025-11-20,SAS vs. ATL,W,34.0,5.0,13.0,0.385,2.0,8.0,0.25,4.0,4.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,1.0,Harrison Barnes,SAS,harrison barnes,23.0,21.0,18.0,7.0,0.0,24.0,0.5420054200542006,0.4635294117647058,55.9,55.9,16.0,Over,Incorrect
James Harden,REB,5.5,2025-11-20,LAC @ ORL,LAC,ORL,Over,A Tier,1.0,1.0,0.7538168,6.495589238249547,15.5,james harden,2025-11-20,22025.0,201935.0,22500264.0,2025-11-20,LAC @ ORL,L,31.0,8.0,16.0,0.5,5.0,11.0,0.455,10.0,12.0,0.833,1.0,4.0,5.0,8.0,2.0,0.0,5.0,1.0,31.0,-20.0,1.0,James Harden,LAC,james harden,44.0,36.0,39.0,13.0,2.0,50.0,0.7283834586466165,0.847741935483871,15.5,21.3,5.0,Under,Incorrect
DeMar DeRozan,REB,3.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,A Tier,0.48,-0.48,0.7411046,3.024805307806783,22.7,demar derozan,2025-11-20,22025.0,201942.0,22500265.0,2025-11-20,SAC @ MEM,L,15.0,2.0,3.0,0.667,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0,-22.0,1.0,DeMar DeRozan,SAC,demar derozan,9.0,7.0,9.0,2.0,1.0,13.0,0.8101851851851851,0.288,22.7,25.9,0.0,Under,Correct
Anthony Black,FG3M,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,A Tier,0.72,-0.72,0.70472205,0.779595954614464,27.8,anthony black,2025-11-20,22025.0,1641710.0,22500264.0,2025-11-20,ORL vs. LAC,W,29.0,4.0,9.0,0.444,1.0,3.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,4.0,4.0,0.0,2.0,3.0,12.0,16.0,1.0,Anthony Black,ORL,anthony black,20.0,16.0,16.0,8.0,4.0,32.8,0.5576208178438662,0.44,27.8,25.1,1.0,Under,Correct
Desmond Bane,RA,8.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,A Tier,1.43,1.43,0.68626857,9.926414083196176,27.8,desmond bane,2025-11-20,22025.0,1630217.0,22500264.0,2025-11-20,ORL vs. LAC,W,31.0,5.0,15.0,0.333,3.0,6.0,0.5,2.0,2.0,1.0,1.0,6.0,7.0,5.0,1.0,0.0,2.0,0.0,15.0,13.0,1.0,Desmond Bane,ORL,desmond bane,27.0,22.0,20.0,12.0,1.0,31.9,0.4722921914357682,0.5767741935483872,27.8,25.1,12.0,Over,Correct
Bogdan Bogdanović,PTS,11.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,A Tier,1.48,-1.48,0.6728172,10.018934686709205,15.5,bogdan bogdanovic,2025-11-20,22025.0,203992.0,22500264.0,2025-11-20,LAC @ ORL,L,21.0,2.0,9.0,0.222,2.0,6.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,-7.0,1.0,Bogdan Bogdanović,LAC,bogdan bogdanovic,10.0,7.0,9.0,4.0,0.0,10.7,0.3333333333333333,0.4761904761904761,15.5,21.3,6.0,Under,Correct
Julian Champagnie,FG3M,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.53,-0.53,0.66630775,1.9709238970344265,55.9,julian champagnie,2025-11-20,22025.0,1630577.0,22500267.0,2025-11-20,SAS vs. ATL,W,31.0,7.0,13.0,0.538,5.0,10.0,0.5,1.0,1.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,1.0,4.0,20.0,15.0,1.0,Julian Champagnie,SAS,julian champagnie,29.0,24.0,25.0,9.0,1.0,34.3,0.7440476190476191,0.4658064516129032,55.9,55.9,5.0,Over,Incorrect
Joel Embiid,FG3M,1.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,A Tier,0.58,-0.58,0.6625109,0.916653077245574,0.0,joel embiid,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Tyrese Maxey,REB,3.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,A Tier,1.41,1.41,0.66172457,4.914454446543898,26.5,tyrese maxey,2025-11-20,22025.0,1630178.0,22500266.0,2025-11-20,PHI @ MIL,W,47.0,18.0,30.0,0.6,6.0,15.0,0.4,12.0,14.0,0.857,0.0,5.0,5.0,9.0,3.0,3.0,5.0,3.0,54.0,18.0,1.0,Tyrese Maxey,PHI,tyrese maxey,68.0,59.0,63.0,14.0,6.0,86.5,0.7466814159292036,0.8757446808510637,26.5,42.2,5.0,Over,Correct
De'Aaron Fox,FG3M,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.51,-0.51,0.6487541,1.9890914820970056,55.9,deaaron fox,2025-11-20,22025.0,1628368.0,22500267.0,2025-11-20,SAS vs. ATL,W,31.0,9.0,16.0,0.563,2.0,4.0,0.5,6.0,10.0,0.6,2.0,3.0,5.0,9.0,3.0,0.0,2.0,4.0,26.0,-7.0,1.0,De'Aaron Fox,SAS,de'aaron fox,40.0,31.0,35.0,14.0,3.0,52.5,0.6372549019607844,0.7225806451612903,55.9,55.9,2.0,Under,Correct
Nickeil Alexander-Walker,FG3M,2.5,2025-11-20,ATL @ SAS,ATL,SAS,Under,A Tier,0.7,-0.7,0.63714486,1.801156848100009,0.0,nickeil alexanderwalker,2025-11-20,22025.0,1629638.0,22500267.0,2025-11-20,ATL @ SAS,L,34.0,13.0,17.0,0.765,8.0,10.0,0.8,4.0,4.0,1.0,1.0,3.0,4.0,5.0,0.0,3.0,2.0,3.0,38.0,-7.0,1.0,Nickeil Alexander-Walker,ATL,nickeil alexander-walker,47.0,42.0,43.0,9.0,3.0,57.3,1.012793176972281,0.6105882352941177,0.0,0.0,8.0,Over,Incorrect
Julian Champagnie,REB,4.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,0.81,-0.81,0.63382125,3.6939676446740743,55.9,julian champagnie,2025-11-20,22025.0,1630577.0,22500267.0,2025-11-20,SAS vs. ATL,W,31.0,7.0,13.0,0.538,5.0,10.0,0.5,1.0,1.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,1.0,4.0,20.0,15.0,1.0,Julian Champagnie,SAS,julian champagnie,29.0,24.0,25.0,9.0,1.0,34.3,0.7440476190476191,0.4658064516129032,55.9,55.9,4.0,Under,Correct
AJ Green,AST,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,A Tier,0.37,-0.37,0.6290295,2.1341232931335603,37.0,aj green,2025-11-20,22025.0,1631260.0,22500266.0,2025-11-20,MIL vs. PHI,L,36.0,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,2.0,2.0,9.0,-3.0,1.0,AJ Green,MIL,aj green,15.0,15.0,9.0,6.0,1.0,17.2,0.9,0.1944444444444444,37.0,23.9,0.0,Under,Correct
Quentin Grimes,AST,3.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,A Tier,0.62,0.62,0.62509376,4.123867551965852,26.5,quentin grimes,2025-11-20,22025.0,1629656.0,22500266.0,2025-11-20,PHI @ MIL,W,39.0,4.0,12.0,0.333,3.0,9.0,0.333,3.0,4.0,0.75,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,14.0,8.0,1.0,Quentin Grimes,PHI,quentin grimes,22.0,18.0,18.0,8.0,0.0,23.8,0.5087209302325582,0.3784615384615384,26.5,42.2,4.0,Over,Correct
Myles Turner,RA,9.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,A Tier,1.28,-1.28,0.60665226,8.21847017668519,37.0,myles turner,2025-11-20,22025.0,1626167.0,22500266.0,2025-11-20,MIL vs. PHI,L,28.0,5.0,13.0,0.385,3.0,9.0,0.333,1.0,2.0,0.5,1.0,9.0,10.0,1.0,0.0,0.0,0.0,2.0,14.0,1.0,1.0,Myles Turner,MIL,myles turner,25.0,24.0,15.0,11.0,0.0,27.5,0.5043227665706052,0.4957142857142857,37.0,23.9,11.0,Over,Incorrect
Santi Aldama,FG3M,2.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,A Tier,1.02,-1.02,0.6048448,1.4791675651382163,57.2,santi aldama,2025-11-20,22025.0,1630583.0,22500265.0,2025-11-20,MEM vs. SAC,W,28.0,11.0,18.0,0.611,5.0,11.0,0.455,2.0,3.0,0.667,0.0,5.0,5.0,3.0,0.0,2.0,1.0,0.0,29.0,28.0,1.0,Santi Aldama,MEM,santi aldama,37.0,34.0,32.0,8.0,2.0,44.5,0.7505175983436853,0.7257142857142858,57.2,50.7,5.0,Over,Incorrect
Kristaps Porziņģis,AST,2.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,A Tier,1.42,1.42,0.5897836,3.922478791220566,0.0,kristaps porzingis,2025-11-20,22025.0,204001.0,22500267.0,2025-11-20,ATL @ SAS,L,29.0,7.0,10.0,0.7,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,3.0,16.0,-3.0,1.0,Kristaps Porziņģis,ATL,kristaps porzingis,22.0,21.0,17.0,6.0,2.0,28.5,0.8,0.3793103448275862,0.0,0.0,1.0,Under,Incorrect
Gary Trent Jr.,REB,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,A Tier,0.64,-0.64,0.58863467,1.8639306020754112,37.0,gary trent,2025-11-20,22025.0,1629018.0,22500266.0,2025-11-20,MIL vs. PHI,L,38.0,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,11.0,5.0,1.0,Gary Trent Jr.,MIL,gary trent jr.,13.0,11.0,13.0,2.0,1.0,15.0,0.55,0.3157894736842105,37.0,23.9,0.0,Under,Correct
VJ Edgecombe,FG3M,1.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,A Tier,0.34,-0.34,0.58779675,1.1613881121144587,0.0,vj edgecombe,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Myles Turner,REB,7.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,A Tier,1.63,-1.63,0.5794797,5.873848096572237,37.0,myles turner,2025-11-20,22025.0,1626167.0,22500266.0,2025-11-20,MIL vs. PHI,L,28.0,5.0,13.0,0.385,3.0,9.0,0.333,1.0,2.0,0.5,1.0,9.0,10.0,1.0,0.0,0.0,0.0,2.0,14.0,1.0,1.0,Myles Turner,MIL,myles turner,25.0,24.0,15.0,11.0,0.0,27.5,0.5043227665706052,0.4957142857142857,37.0,23.9,10.0,Over,Incorrect
