Player Name,Prop Category,Prop Line,GAME_DATE,Matchup,Team,Opponent,Best Pick,Tier,Score,Edge,Win_Prob,Median_Proj,TEAM_MISSING_USG,join_player,join_date,SEASON_ID,PLAYER_ID,Game_ID,GAME_DATE_box,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,TEAM_ABBREVIATION,Player_Clean,PRA,PR,PA,RA,STK,FANTASY_PTS,TS_PCT,USG_PROXY,TEAM_MISSING_USG_box,TEAM_MISSING_MIN,Actual Value,Result (O/U/P),Correctness
Luke Kornet,PRA,19.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,A Tier,2.73,-2.73,0.5665858,16.772551047176677,55.9,luke kornet,2025-11-20,22025.0,1628436.0,22500267.0,2025-11-20,SAS vs. ATL,W,23.0,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,Luke Kornet,SAS,luke kornet,10.0,8.0,7.0,5.0,0.0,10.6,0.5122950819672131,0.2556521739130434,55.9,55.9,10.0,Under,Correct
Myles Turner,PTS,15.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,A Tier,2.45,-2.45,0.50501615,13.054900959668988,37.0,myles turner,2025-11-20,22025.0,1626167.0,22500266.0,2025-11-20,MIL vs. PHI,L,28.0,5.0,13.0,0.385,3.0,9.0,0.333,1.0,2.0,0.5,1.0,9.0,10.0,1.0,0.0,0.0,0.0,2.0,14.0,1.0,1.0,Myles Turner,MIL,myles turner,25.0,24.0,15.0,11.0,0.0,27.5,0.5043227665706052,0.4957142857142857,37.0,23.9,14.0,Under,Correct
Jalen Suggs,PRA,22.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,A Tier,1.64,-1.64,0.49794096,20.859984346036317,27.8,jalen suggs,2025-11-20,22025.0,1630591.0,22500264.0,2025-11-20,ORL vs. LAC,W,26.0,8.0,15.0,0.533,5.0,9.0,0.556,2.0,2.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,3.0,1.0,23.0,12.0,1.0,Jalen Suggs,ORL,jalen suggs,33.0,26.0,30.0,10.0,4.0,46.1,0.7241813602015112,0.7261538461538463,27.8,25.1,33.0,Over,Incorrect
Vince Williams Jr.,AST,5.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,A Tier,1.54,-1.54,0.48943955,3.9591534856106874,57.2,vince williams,2025-11-20,22025.0,1631246.0,22500265.0,2025-11-20,MEM vs. SAC,W,24.0,2.0,7.0,0.286,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,2.0,0.0,3.0,1.0,4.0,22.0,1.0,Vince Williams Jr.,MEM,vince williams jr.,24.0,9.0,19.0,20.0,2.0,35.5,0.2857142857142857,0.4166666666666667,57.2,50.7,15.0,Over,Incorrect
Kristaps Porziņģis,PRA,25.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,A Tier,2.14,2.14,0.48687935,27.639726944618705,0.0,kristaps porzingis,2025-11-20,22025.0,204001.0,22500267.0,2025-11-20,ATL @ SAS,L,29.0,7.0,10.0,0.7,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,3.0,16.0,-3.0,1.0,Kristaps Porziņģis,ATL,kristaps porzingis,22.0,21.0,17.0,6.0,2.0,28.5,0.8,0.3793103448275862,0.0,0.0,22.0,Under,Incorrect
James Harden,FG3M,3.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,B Tier,0.92,-0.92,0.57929766,2.5818533076076697,15.5,james harden,2025-11-20,22025.0,201935.0,22500264.0,2025-11-20,LAC @ ORL,L,31.0,8.0,16.0,0.5,5.0,11.0,0.455,10.0,12.0,0.833,1.0,4.0,5.0,8.0,2.0,0.0,5.0,1.0,31.0,-20.0,1.0,James Harden,LAC,james harden,44.0,36.0,39.0,13.0,2.0,50.0,0.7283834586466165,0.847741935483871,15.5,21.3,5.0,Over,Incorrect
Kelly Olynyk,AST,3.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,B Tier,0.82,-0.82,0.57195306,2.676366626126134,55.9,kelly olynyk,2025-11-20,22025.0,203482.0,22500267.0,2025-11-20,SAS vs. ATL,W,13.0,2.0,4.0,0.5,1.0,2.0,0.5,3.0,4.0,0.75,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,-10.0,1.0,Kelly Olynyk,SAS,kelly olynyk,10.0,10.0,8.0,2.0,1.0,12.4,0.6944444444444444,0.52,55.9,55.9,0.0,Under,Correct
DeMar DeRozan,FG3M,0.5,2025-11-20,SAC @ MEM,SAC,MEM,Over,B Tier,0.45,0.45,0.5645105,0.9516981349853144,22.7,demar derozan,2025-11-20,22025.0,201942.0,22500265.0,2025-11-20,SAC @ MEM,L,15.0,2.0,3.0,0.667,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0,-22.0,1.0,DeMar DeRozan,SAC,demar derozan,9.0,7.0,9.0,2.0,1.0,13.0,0.8101851851851851,0.288,22.7,25.9,0.0,Under,Incorrect
Anthony Black,REB,3.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,B Tier,0.77,-0.77,0.55709016,2.732561069780657,27.8,anthony black,2025-11-20,22025.0,1641710.0,22500264.0,2025-11-20,ORL vs. LAC,W,29.0,4.0,9.0,0.444,1.0,3.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,4.0,4.0,0.0,2.0,3.0,12.0,16.0,1.0,Anthony Black,ORL,anthony black,20.0,16.0,16.0,8.0,4.0,32.8,0.5576208178438662,0.44,27.8,25.1,4.0,Over,Incorrect
Jeremy Sochan,AST,2.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,B Tier,0.48,-0.48,0.54040885,2.023430364968234,55.9,jeremy sochan,2025-11-20,22025.0,1631110.0,22500267.0,2025-11-20,SAS vs. ATL,W,22.0,3.0,10.0,0.3,0.0,5.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0,Jeremy Sochan,SAS,jeremy sochan,18.0,13.0,13.0,10.0,2.0,27.5,0.3676470588235294,0.4945454545454545,55.9,55.9,5.0,Over,Incorrect
Jalen Suggs,REB,3.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,B Tier,0.51,0.51,0.53387284,4.010247167991112,27.8,jalen suggs,2025-11-20,22025.0,1630591.0,22500264.0,2025-11-20,ORL vs. LAC,W,26.0,8.0,15.0,0.533,5.0,9.0,0.556,2.0,2.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,3.0,1.0,23.0,12.0,1.0,Jalen Suggs,ORL,jalen suggs,33.0,26.0,30.0,10.0,4.0,46.1,0.7241813602015112,0.7261538461538463,27.8,25.1,3.0,Under,Incorrect
Franz Wagner,FG3M,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,B Tier,0.18,0.18,0.5295041,1.6792040959922212,27.8,franz wagner,2025-11-20,22025.0,1630532.0,22500264.0,2025-11-20,ORL vs. LAC,W,30.0,5.0,13.0,0.385,0.0,2.0,0.0,10.0,12.0,0.833,1.0,5.0,6.0,3.0,1.0,0.0,1.0,2.0,20.0,16.0,1.0,Franz Wagner,ORL,franz wagner,29.0,26.0,23.0,9.0,1.0,33.7,0.5470459518599562,0.6426666666666667,27.8,25.1,0.0,Under,Incorrect
Zach LaVine,FG3M,2.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,B Tier,0.51,-0.51,0.52269375,1.9863890975230716,22.7,zach lavine,2025-11-20,22025.0,203897.0,22500265.0,2025-11-20,SAC @ MEM,L,26.0,10.0,17.0,0.588,4.0,8.0,0.5,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,26.0,-22.0,1.0,Zach LaVine,SAC,zach lavine,30.0,28.0,28.0,4.0,1.0,31.4,0.727069351230425,0.803076923076923,22.7,25.9,4.0,Over,Incorrect
Wendell Carter Jr.,AST,1.5,2025-11-20,ORL vs LAC,ORL,LAC,Over,B Tier,0.5,0.5,0.5096106,1.9998054483212129,27.8,wendell carter,2025-11-20,22025.0,1628976.0,22500264.0,2025-11-20,ORL vs. LAC,W,32.0,3.0,11.0,0.273,1.0,3.0,0.333,0.0,0.0,0.0,1.0,6.0,7.0,6.0,1.0,0.0,0.0,4.0,7.0,13.0,1.0,Wendell Carter Jr.,ORL,wendell carter jr.,20.0,14.0,13.0,13.0,1.0,27.4,0.3181818181818182,0.34375,27.8,25.1,6.0,Over,Correct
VJ Edgecombe,AST,3.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,B Tier,0.38,0.38,0.50724643,3.8835186599219527,0.0,vj edgecombe,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Dyson Daniels,REB,6.5,2025-11-20,ATL @ SAS,ATL,SAS,Under,B Tier,1.48,-1.48,0.50568503,5.0150721686395325,0.0,dyson daniels,2025-11-20,22025.0,1630700.0,22500267.0,2025-11-20,ATL @ SAS,L,31.0,4.0,8.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,5.0,3.0,0.0,5.0,3.0,8.0,-2.0,1.0,Dyson Daniels,ATL,dyson daniels,19.0,14.0,13.0,11.0,3.0,26.7,0.4739336492890995,0.4335483870967742,0.0,0.0,6.0,Under,Correct
Quentin Grimes,FG3M,2.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,B Tier,0.24,-0.24,0.50088084,2.2628645309231583,26.5,quentin grimes,2025-11-20,22025.0,1629656.0,22500266.0,2025-11-20,PHI @ MIL,W,39.0,4.0,12.0,0.333,3.0,9.0,0.333,3.0,4.0,0.75,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,14.0,8.0,1.0,Quentin Grimes,PHI,quentin grimes,22.0,18.0,18.0,8.0,0.0,23.8,0.5087209302325582,0.3784615384615384,26.5,42.2,3.0,Over,Incorrect
Kristaps Porziņģis,FG3M,1.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,B Tier,0.17,0.17,0.4994125,1.6666414446751974,0.0,kristaps porzingis,2025-11-20,22025.0,204001.0,22500267.0,2025-11-20,ATL @ SAS,L,29.0,7.0,10.0,0.7,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,3.0,16.0,-3.0,1.0,Kristaps Porziņģis,ATL,kristaps porzingis,22.0,21.0,17.0,6.0,2.0,28.5,0.8,0.3793103448275862,0.0,0.0,2.0,Over,Correct
Nickeil Alexander-Walker,REB,3.5,2025-11-20,ATL @ SAS,ATL,SAS,Under,B Tier,0.34,-0.34,0.48078185,3.1645345958205517,0.0,nickeil alexanderwalker,2025-11-20,22025.0,1629638.0,22500267.0,2025-11-20,ATL @ SAS,L,34.0,13.0,17.0,0.765,8.0,10.0,0.8,4.0,4.0,1.0,1.0,3.0,4.0,5.0,0.0,3.0,2.0,3.0,38.0,-7.0,1.0,Nickeil Alexander-Walker,ATL,nickeil alexander-walker,47.0,42.0,43.0,9.0,3.0,57.3,1.012793176972281,0.6105882352941177,0.0,0.0,4.0,Over,Incorrect
Cedric Coward,AST,3.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,B Tier,0.58,-0.58,0.47956067,2.922846663021983,49.1,cedric coward,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
AJ Green,FG3M,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,B Tier,0.27,-0.27,0.4789856,2.2337852049039997,37.0,aj green,2025-11-20,22025.0,1631260.0,22500266.0,2025-11-20,MIL vs. PHI,L,36.0,3.0,5.0,0.6,3.0,5.0,0.6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,2.0,2.0,9.0,-3.0,1.0,AJ Green,MIL,aj green,15.0,15.0,9.0,6.0,1.0,17.2,0.9,0.1944444444444444,37.0,23.9,3.0,Over,Incorrect
Gary Trent Jr.,FG3M,2.5,2025-11-20,MIL vs PHI,MIL,PHI,Under,B Tier,0.82,-0.82,0.4657936,1.6797753777517137,37.0,gary trent,2025-11-20,22025.0,1629018.0,22500266.0,2025-11-20,MIL vs. PHI,L,38.0,4.0,10.0,0.4,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,11.0,5.0,1.0,Gary Trent Jr.,MIL,gary trent jr.,13.0,11.0,13.0,2.0,1.0,15.0,0.55,0.3157894736842105,37.0,23.9,3.0,Over,Incorrect
Cedric Coward,RA,11.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,B Tier,1.45,-1.45,0.4598297,10.054832320063714,49.1,cedric coward,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Vince Williams Jr.,FG3M,2.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,B Tier,1.03,-1.03,0.45398188,1.4687506860623811,57.2,vince williams,2025-11-20,22025.0,1631246.0,22500265.0,2025-11-20,MEM vs. SAC,W,24.0,2.0,7.0,0.286,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,2.0,0.0,3.0,1.0,4.0,22.0,1.0,Vince Williams Jr.,MEM,vince williams jr.,24.0,9.0,19.0,20.0,2.0,35.5,0.2857142857142857,0.4166666666666667,57.2,50.7,0.0,Under,Correct
Kris Dunn,PRA,13.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.78,-0.78,0.9642139,12.72419217435487,15.5,kris dunn,2025-11-20,22025.0,1627739.0,22500264.0,2025-11-20,LAC @ ORL,L,25.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,-16.0,1.0,Kris Dunn,LAC,kris dunn,10.0,7.0,7.0,6.0,1.0,14.1,0.4,0.24,15.5,21.3,10.0,Under,Correct
Jalen Johnson,RA,15.5,2025-11-20,ATL @ SAS,ATL,SAS,Over,C Tier,0.58,0.58,0.95178497,16.07933159096786,0.0,jalen johnson,2025-11-20,22025.0,1630552.0,22500267.0,2025-11-20,ATL @ SAS,L,38.0,10.0,15.0,0.667,2.0,3.0,0.667,4.0,6.0,0.667,0.0,12.0,12.0,7.0,1.0,0.0,4.0,3.0,26.0,-1.0,1.0,Jalen Johnson,ATL,jalen johnson,45.0,38.0,33.0,19.0,1.0,49.9,0.7369614512471655,0.5694736842105264,0.0,0.0,19.0,Over,Correct
Bogdan Bogdanović,REB,3.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.14,-0.14,0.93665886,3.3644587330543905,15.5,bogdan bogdanovic,2025-11-20,22025.0,203992.0,22500264.0,2025-11-20,LAC @ ORL,L,21.0,2.0,9.0,0.222,2.0,6.0,0.333,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,6.0,-7.0,1.0,Bogdan Bogdanović,LAC,bogdan bogdanovic,10.0,7.0,9.0,4.0,0.0,10.7,0.3333333333333333,0.4761904761904761,15.5,21.3,1.0,Under,Correct
Kristaps Porziņģis,PTS,16.5,2025-11-20,ATL @ SAS,ATL,SAS,Under,C Tier,0.89,-0.89,0.93635315,15.609274308854284,0.0,kristaps porzingis,2025-11-20,22025.0,204001.0,22500267.0,2025-11-20,ATL @ SAS,L,29.0,7.0,10.0,0.7,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,1.0,3.0,16.0,-3.0,1.0,Kristaps Porziņģis,ATL,kristaps porzingis,22.0,21.0,17.0,6.0,2.0,28.5,0.8,0.3793103448275862,0.0,0.0,16.0,Under,Correct
Kelly Olynyk,RA,8.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.02,-0.02,0.920838,8.484752433044605,55.9,kelly olynyk,2025-11-20,22025.0,203482.0,22500267.0,2025-11-20,SAS vs. ATL,W,13.0,2.0,4.0,0.5,1.0,2.0,0.5,3.0,4.0,0.75,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,-10.0,1.0,Kelly Olynyk,SAS,kelly olynyk,10.0,10.0,8.0,2.0,1.0,12.4,0.6944444444444444,0.52,55.9,55.9,2.0,Under,Correct
Kris Dunn,PTS,7.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.18,-0.18,0.89725083,7.319843957522583,15.5,kris dunn,2025-11-20,22025.0,1627739.0,22500264.0,2025-11-20,LAC @ ORL,L,25.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,-16.0,1.0,Kris Dunn,LAC,kris dunn,10.0,7.0,7.0,6.0,1.0,14.1,0.4,0.24,15.5,21.3,4.0,Under,Correct
Jaylen Wells,PRA,18.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,1.48,-1.48,0.8903691,17.02441911203661,57.2,jaylen wells,2025-11-20,22025.0,1642377.0,22500265.0,2025-11-20,MEM vs. SAC,W,19.0,4.0,9.0,0.444,2.0,5.0,0.4,3.0,4.0,0.75,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,13.0,13.0,1.0,Jaylen Wells,MEM,jaylen wells,16.0,14.0,15.0,3.0,1.0,20.2,0.604089219330855,0.5663157894736842,57.2,50.7,16.0,Under,Correct
Dennis Schröder,PRA,21.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.1,-0.1,0.8471772,21.40421529086863,22.7,dennis schroder,2025-11-20,22025.0,203471.0,22500265.0,2025-11-20,SAC @ MEM,L,25.0,0.0,8.0,0.0,0.0,4.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,6.0,0.0,1.0,3.0,2.0,3.0,-16.0,1.0,Dennis Schröder,SAC,dennis schroder,11.0,5.0,9.0,8.0,1.0,14.4,0.1536885245901639,0.5104,22.7,25.9,11.0,Under,Correct
Keldon Johnson,RA,9.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.59,-0.59,0.83861035,8.909692655471002,55.9,keldon johnson,2025-11-20,22025.0,1629640.0,22500267.0,2025-11-20,SAS vs. ATL,W,32.0,9.0,12.0,0.75,3.0,5.0,0.6,4.0,5.0,0.8,2.0,5.0,7.0,2.0,1.0,0.0,2.0,2.0,25.0,8.0,1.0,Keldon Johnson,SAS,keldon johnson,34.0,32.0,27.0,9.0,1.0,37.4,0.8802816901408451,0.50625,55.9,55.9,9.0,Under,Correct
Jalen Suggs,AST,4.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.24,-0.24,0.83509016,4.260411873621928,27.8,jalen suggs,2025-11-20,22025.0,1630591.0,22500264.0,2025-11-20,ORL vs. LAC,W,26.0,8.0,15.0,0.533,5.0,9.0,0.556,2.0,2.0,1.0,1.0,2.0,3.0,7.0,2.0,2.0,3.0,1.0,23.0,12.0,1.0,Jalen Suggs,ORL,jalen suggs,33.0,26.0,30.0,10.0,4.0,46.1,0.7241813602015112,0.7261538461538463,27.8,25.1,7.0,Over,Incorrect
Dennis Schröder,PTS,12.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.49,-0.49,0.82961524,12.013480339061395,22.7,dennis schroder,2025-11-20,22025.0,203471.0,22500265.0,2025-11-20,SAC @ MEM,L,25.0,0.0,8.0,0.0,0.0,4.0,0.0,3.0,4.0,0.75,1.0,1.0,2.0,6.0,0.0,1.0,3.0,2.0,3.0,-16.0,1.0,Dennis Schröder,SAC,dennis schroder,11.0,5.0,9.0,8.0,1.0,14.4,0.1536885245901639,0.5104,22.7,25.9,3.0,Under,Correct
Kris Dunn,AST,2.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.15,-0.15,0.80030465,2.3452449803137387,15.5,kris dunn,2025-11-20,22025.0,1627739.0,22500264.0,2025-11-20,LAC @ ORL,L,25.0,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,-16.0,1.0,Kris Dunn,LAC,kris dunn,10.0,7.0,7.0,6.0,1.0,14.1,0.4,0.24,15.5,21.3,3.0,Over,Incorrect
DeMar DeRozan,AST,3.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.23,-0.23,0.7786159,3.2739353441726946,22.7,demar derozan,2025-11-20,22025.0,201942.0,22500265.0,2025-11-20,SAC @ MEM,L,15.0,2.0,3.0,0.667,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,7.0,-22.0,1.0,DeMar DeRozan,SAC,demar derozan,9.0,7.0,9.0,2.0,1.0,13.0,0.8101851851851851,0.288,22.7,25.9,2.0,Under,Correct
Tyrese Maxey,PRA,39.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,0.22,0.22,0.7780787,39.718965325783145,26.5,tyrese maxey,2025-11-20,22025.0,1630178.0,22500266.0,2025-11-20,PHI @ MIL,W,47.0,18.0,30.0,0.6,6.0,15.0,0.4,12.0,14.0,0.857,0.0,5.0,5.0,9.0,3.0,3.0,5.0,3.0,54.0,18.0,1.0,Tyrese Maxey,PHI,tyrese maxey,68.0,59.0,63.0,14.0,6.0,86.5,0.7466814159292036,0.8757446808510637,26.5,42.2,68.0,Over,Correct
James Harden,RA,13.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.3,-0.3,0.77653396,13.201506842648174,15.5,james harden,2025-11-20,22025.0,201935.0,22500264.0,2025-11-20,LAC @ ORL,L,31.0,8.0,16.0,0.5,5.0,11.0,0.455,10.0,12.0,0.833,1.0,4.0,5.0,8.0,2.0,0.0,5.0,1.0,31.0,-20.0,1.0,James Harden,LAC,james harden,44.0,36.0,39.0,13.0,2.0,50.0,0.7283834586466165,0.847741935483871,15.5,21.3,13.0,Under,Correct
Joel Embiid,PTS,17.5,2025-11-20,PHI @ MIL,PHI,MIL,Under,C Tier,0.18,-0.18,0.7706212,17.323892970733336,0.0,joel embiid,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Ivica Zubac,RA,13.5,2025-11-20,LAC @ ORL,LAC,ORL,Under,C Tier,0.93,-0.93,0.7535734,12.574867010223455,15.5,ivica zubac,2025-11-20,22025.0,1627826.0,22500264.0,2025-11-20,LAC @ ORL,L,32.0,7.0,16.0,0.438,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,19.0,0.0,0.0,0.0,1.0,2.0,14.0,-8.0,1.0,Ivica Zubac,LAC,ivica zubac,33.0,33.0,14.0,19.0,0.0,35.8,0.4375,0.53125,15.5,21.3,19.0,Over,Incorrect
Desmond Bane,AST,4.5,2025-11-20,ORL vs LAC,ORL,LAC,Under,C Tier,0.2,-0.2,0.74263906,4.303808112079586,27.8,desmond bane,2025-11-20,22025.0,1630217.0,22500264.0,2025-11-20,ORL vs. LAC,W,31.0,5.0,15.0,0.333,3.0,6.0,0.5,2.0,2.0,1.0,1.0,6.0,7.0,5.0,1.0,0.0,2.0,0.0,15.0,13.0,1.0,Desmond Bane,ORL,desmond bane,27.0,22.0,20.0,12.0,1.0,31.9,0.4722921914357682,0.5767741935483872,27.8,25.1,5.0,Over,Incorrect
Jaylen Wells,FG3M,1.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,0.1,-0.1,0.7403713,1.404856662827107,57.2,jaylen wells,2025-11-20,22025.0,1642377.0,22500265.0,2025-11-20,MEM vs. SAC,W,19.0,4.0,9.0,0.444,2.0,5.0,0.4,3.0,4.0,0.75,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,13.0,13.0,1.0,Jaylen Wells,MEM,jaylen wells,16.0,14.0,15.0,3.0,1.0,20.2,0.604089219330855,0.5663157894736842,57.2,50.7,2.0,Over,Incorrect
Malik Monk,AST,2.5,2025-11-20,SAC @ MEM,SAC,MEM,Under,C Tier,0.14,-0.14,0.7334677,2.357313126570898,22.7,malik monk,2025-11-20,22025.0,1628370.0,22500265.0,2025-11-20,SAC @ MEM,L,14.0,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,-13.0,1.0,Malik Monk,SAC,malik monk,6.0,4.0,4.0,4.0,1.0,9.4,0.25,0.3571428571428571,22.7,25.9,2.0,Under,Correct
VJ Edgecombe,PTS,14.5,2025-11-20,PHI @ MIL,PHI,MIL,Over,C Tier,0.09,0.09,0.72801423,14.58898007350237,0.0,vj edgecombe,2025-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing Data,
Julian Champagnie,PTS,10.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.64,-0.64,0.72729677,9.864039511702734,55.9,julian champagnie,2025-11-20,22025.0,1630577.0,22500267.0,2025-11-20,SAS vs. ATL,W,31.0,7.0,13.0,0.538,5.0,10.0,0.5,1.0,1.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,1.0,4.0,20.0,15.0,1.0,Julian Champagnie,SAS,julian champagnie,29.0,24.0,25.0,9.0,1.0,34.3,0.7440476190476191,0.4658064516129032,55.9,55.9,20.0,Over,Incorrect
Jaylen Wells,REB,3.5,2025-11-20,MEM vs SAC,MEM,SAC,Under,C Tier,0.27,-0.27,0.7238692,3.226736495729082,57.2,jaylen wells,2025-11-20,22025.0,1642377.0,22500265.0,2025-11-20,MEM vs. SAC,W,19.0,4.0,9.0,0.444,2.0,5.0,0.4,3.0,4.0,0.75,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,13.0,13.0,1.0,Jaylen Wells,MEM,jaylen wells,16.0,14.0,15.0,3.0,1.0,20.2,0.604089219330855,0.5663157894736842,57.2,50.7,1.0,Under,Correct
Santi Aldama,RA,9.5,2025-11-20,MEM vs SAC,MEM,SAC,Over,C Tier,0.11,0.11,0.7131875,9.610363914485475,57.2,santi aldama,2025-11-20,22025.0,1630583.0,22500265.0,2025-11-20,MEM vs. SAC,W,28.0,11.0,18.0,0.611,5.0,11.0,0.455,2.0,3.0,0.667,0.0,5.0,5.0,3.0,0.0,2.0,1.0,0.0,29.0,28.0,1.0,Santi Aldama,MEM,santi aldama,37.0,34.0,32.0,8.0,2.0,44.5,0.7505175983436853,0.7257142857142858,57.2,50.7,8.0,Under,Incorrect
Keldon Johnson,REB,6.5,2025-11-20,SAS vs ATL,SAS,ATL,Under,C Tier,0.45,-0.45,0.7055124,6.046622954137861,55.9,keldon johnson,2025-11-20,22025.0,1629640.0,22500267.0,2025-11-20,SAS vs. ATL,W,32.0,9.0,12.0,0.75,3.0,5.0,0.6,4.0,5.0,0.8,2.0,5.0,7.0,2.0,1.0,0.0,2.0,2.0,25.0,8.0,1.0,Keldon Johnson,SAS,keldon johnson,34.0,32.0,27.0,9.0,1.0,37.4,0.8802816901408451,0.50625,55.9,55.9,7.0,Over,Incorrect
