Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,15.5%,17.5%,14.1%,16.3%,14.8%
2,Phoenix,14.8%,16.2%,17.3%,14.7%,15.0%
3,Detroit,14.7%,13.0%,11.5%,14.6%,14.7%
4,LA Lakers,14.3%,14.0%,15.0%,14.6%,14.1%
5,Cleveland,14.0%,13.4%,14.2%,13.8%,14.3%
6,Atlanta,14.0%,14.2%,11.7%,14.1%,13.9%
7,Toronto,14.0%,15.1%,16.8%,14.0%,13.9%
8,Golden State,13.9%,12.3%,8.3%,13.2%,14.4%
9,New Orleans,13.7%,11.6%,13.3%,14.0%,13.2%
10,Portland,13.5%,10.5%,7.2%,14.1%,13.1%
11,New York,13.5%,12.3%,15.0%,14.6%,12.2%
12,Minnesota,13.3%,13.9%,8.3%,14.1%,12.7%
13,Orlando,13.1%,12.9%,18.0%,13.4%,12.7%
14,San Antonio,12.9%,11.9%,15.4%,13.3%,12.4%
15,Milwaukee,12.7%,13.5%,12.6%,12.9%,12.6%
16,Boston,12.7%,10.2%,10.7%,12.6%,12.9%
17,Miami,12.7%,12.7%,12.4%,13.0%,12.4%
18,Houston,12.5%,15.9%,14.8%,12.4%,12.7%
19,Sacramento,12.5%,12.9%,14.5%,13.6%,11.5%
20,Memphis,12.3%,11.5%,12.5%,12.0%,12.7%
21,Brooklyn,12.0%,9.3%,7.7%,11.8%,12.2%
22,LA Clippers,12.0%,10.9%,9.8%,12.8%,11.3%
23,Dallas,11.8%,11.3%,11.7%,11.5%,12.4%
24,Indiana,11.8%,12.5%,11.2%,12.0%,11.6%
25,Utah,11.7%,11.0%,8.1%,11.7%,11.7%
26,Philadelphia,11.7%,10.8%,9.7%,10.9%,12.7%
27,Charlotte,11.6%,10.2%,13.4%,10.9%,12.2%
28,Denver,10.9%,10.1%,10.0%,10.9%,10.9%
29,Washington,10.4%,12.2%,15.9%,11.3%,9.7%
30,Chicago,10.3%,10.2%,10.6%,10.0%,10.5%
