Rank,Team,2026,Last 3,Last 1,Home,Away
1,Houston,31.1,30.3,30.0,30.1,31.9
2,Detroit,29.8,25.7,31.0,31.6,28.3
3,Philadelphia,29.5,24.3,20.0,29.4,29.6
4,San Antonio,29.3,28.7,24.0,30.3,27.9
5,Boston,29.3,29.0,31.0,30.0,28.4
6,Milwaukee,29.2,28.7,26.0,29.8,28.4
7,Portland,29.2,21.0,16.0,30.6,28.1
7,Miami,29.2,26.3,25.0,30.1,28.1
9,Orlando,29.1,32.7,23.0,29.3,28.9
10,Utah,29.1,27.3,33.0,28.8,29.4
11,Atlanta,29.1,27.7,35.0,25.0,31.4
12,New Orleans,29.0,28.3,22.0,28.3,30.0
12,Denver,29.0,31.7,32.0,28.4,29.6
14,Toronto,28.9,25.0,21.0,27.9,29.9
15,Cleveland,28.8,23.7,23.0,29.1,28.5
16,LA Lakers,28.3,32.3,37.0,30.3,26.9
17,Phoenix,28.3,23.7,29.0,28.1,28.5
18,Golden State,28.3,26.0,24.0,27.4,28.8
19,Chicago,28.2,32.7,37.0,27.5,28.8
20,Minnesota,28.0,28.0,34.0,27.0,28.8
21,Charlotte,27.6,27.3,26.0,27.4,27.7
22,Indiana,27.5,27.3,25.0,29.4,26.0
23,New York,27.5,27.7,31.0,27.4,27.5
24,Okla City,27.4,31.7,35.0,27.9,26.9
25,Dallas,27.1,28.7,30.0,27.7,25.7
26,Memphis,26.3,28.7,30.0,26.6,25.9
26,Sacramento,26.3,29.3,27.0,27.3,25.3
28,Brooklyn,26.1,24.3,25.0,26.9,25.3
29,LA Clippers,25.8,28.7,25.0,25.3,26.2
30,Washington,24.6,25.3,21.0,21.4,26.9
