Rank,Team,2026,Last 3,Last 1,Home,Away
1,Detroit,23.3,25.0,24.0,21.6,24.6
2,Okla City,23.6,24.3,25.0,22.3,24.7
3,Orlando,23.9,26.3,22.0,24.5,23.3
4,Houston,24.3,21.3,25.0,24.3,24.2
5,Dallas,24.7,24.3,22.0,24.9,24.2
6,Boston,24.8,28.0,20.0,25.8,23.5
7,Phoenix,25.4,21.0,20.0,23.4,28.1
7,Toronto,25.4,23.3,20.0,24.6,26.1
9,Indiana,25.6,23.3,18.0,25.4,25.7
10,Minnesota,25.9,23.7,19.0,26.1,25.7
11,New York,26.0,20.7,15.0,27.1,24.8
12,San Antonio,26.1,26.0,21.0,26.5,25.4
13,Denver,26.1,28.7,33.0,25.6,26.6
14,Atlanta,26.4,25.7,30.0,26.1,26.5
15,Portland,26.7,24.0,17.0,24.3,28.5
16,Golden State,26.8,29.0,24.0,25.8,27.5
17,Cleveland,26.8,25.3,28.0,26.2,27.8
18,LA Lakers,26.9,28.0,24.0,26.4,27.2
19,Milwaukee,26.9,29.0,32.0,27.0,26.8
20,Memphis,27.2,28.3,34.0,25.5,29.1
21,LA Clippers,27.2,27.0,29.0,27.3,27.2
22,Philadelphia,27.6,33.3,38.0,27.9,27.3
23,Chicago,27.8,32.0,28.0,29.5,26.3
24,Miami,28.5,27.0,31.0,28.7,28.3
25,New Orleans,28.8,31.7,38.0,28.9,28.6
26,Brooklyn,28.8,27.3,28.0,31.0,26.9
27,Charlotte,28.9,29.3,26.0,27.6,30.2
28,Sacramento,28.9,24.7,25.0,27.3,30.4
29,Washington,29.9,31.7,33.0,30.4,29.5
30,Utah,30.1,31.0,34.0,31.8,28.3
