Rank,Team,2026,Last 3,Last 1,Home,Away
1,Charlotte,18.4%,16.8%,15.4%,19.2%,17.7%
2,Miami,19.0%,13.7%,9.8%,18.6%,19.4%
3,Memphis,19.0%,17.1%,16.4%,19.8%,18.1%
4,Denver,19.1%,18.8%,15.2%,18.6%,19.6%
5,Sacramento,19.5%,18.6%,17.0%,19.1%,19.9%
6,LA Lakers,19.6%,19.3%,22.0%,21.8%,18.0%
7,New Orleans,19.9%,17.5%,16.4%,19.7%,20.1%
8,Dallas,19.9%,19.1%,18.0%,19.8%,20.2%
9,San Antonio,20.0%,17.5%,21.0%,18.3%,22.4%
10,Golden State,20.1%,21.3%,27.3%,18.9%,20.9%
11,Chicago,20.1%,18.9%,18.6%,19.6%,20.5%
12,Atlanta,20.2%,19.8%,18.0%,20.6%,19.9%
13,Okla City,20.2%,20.8%,24.6%,20.5%,19.9%
14,Philadelphia,20.2%,17.2%,18.5%,20.5%,19.7%
15,LA Clippers,20.3%,19.5%,22.0%,21.1%,19.7%
16,Houston,20.3%,21.3%,21.0%,20.9%,19.9%
17,Cleveland,20.4%,18.7%,12.6%,21.3%,19.4%
18,Portland,20.7%,18.7%,21.0%,18.7%,22.2%
19,New York,20.7%,23.6%,21.2%,19.8%,21.8%
20,Orlando,20.8%,20.4%,18.5%,20.7%,20.9%
21,Utah,21.0%,18.7%,13.1%,21.8%,20.0%
22,Toronto,21.1%,17.9%,18.3%,20.5%,21.7%
23,Brooklyn,21.1%,17.4%,14.7%,20.3%,21.9%
24,Milwaukee,21.4%,19.8%,14.7%,20.9%,22.1%
25,Detroit,21.9%,20.2%,17.9%,22.4%,21.5%
26,Washington,21.9%,20.1%,18.0%,22.3%,21.7%
27,Minnesota,22.1%,23.7%,24.6%,21.2%,22.8%
28,Phoenix,22.3%,19.2%,14.0%,22.7%,21.7%
29,Indiana,22.7%,22.8%,21.2%,22.2%,23.2%
30,Boston,23.9%,24.6%,26.8%,23.2%,24.7%
