Rank,Team,2026,Last 3,Last 1,Home,Away
1,Charlotte,19.1,17.0,16.0,19.3,18.8
2,Denver,19.7,18.7,15.0,19.4,20.0
3,Memphis,19.8,17.3,18.0,20.8,18.8
4,LA Lakers,20.2,20.3,22.0,22.7,18.4
5,Sacramento,20.5,19.3,17.0,20.2,20.7
6,LA Clippers,20.5,19.3,22.0,21.0,20.1
7,New Orleans,20.5,18.7,18.0,20.5,20.6
8,San Antonio,20.6,18.0,22.0,18.7,23.4
9,Houston,20.7,20.7,20.0,21.1,20.3
10,Miami,20.8,14.3,10.0,20.5,21.1
11,Golden State,20.9,21.7,26.0,19.3,22.0
12,Atlanta,21.0,20.0,19.0,21.3,20.8
13,Okla City,21.1,21.3,25.0,21.3,20.9
14,Philadelphia,21.2,18.7,20.0,21.2,21.1
15,Brooklyn,21.3,17.0,14.0,20.5,22.0
16,New York,21.4,23.7,22.0,20.3,22.5
17,Dallas,21.4,19.7,19.0,21.5,21.3
18,Cleveland,21.6,19.0,13.0,22.0,21.0
19,Orlando,21.6,21.0,20.0,21.5,21.8
20,Chicago,21.6,21.0,21.0,20.8,22.4
21,Toronto,21.9,18.3,19.0,21.0,22.8
22,Portland,22.1,19.0,22.0,20.1,23.5
23,Milwaukee,22.3,20.0,15.0,21.7,23.0
24,Utah,22.5,20.0,14.0,24.0,20.8
25,Detroit,22.9,20.7,18.0,24.0,22.1
26,Phoenix,23.0,19.0,14.0,23.4,22.5
27,Minnesota,23.1,25.3,25.0,22.3,23.8
28,Washington,23.4,21.3,19.0,24.1,22.9
29,Boston,23.8,24.3,27.0,23.2,24.5
30,Indiana,24.2,23.7,22.0,24.1,24.3
