Rank,Team,2026,Last 3,Last 1,Home,Away
1,LA Lakers,20.7%,21.2%,19.7%,22.4%,19.4%
2,Orlando,20.4%,19.6%,16.2%,20.7%,20.1%
3,Brooklyn,20.4%,21.1%,19.4%,20.1%,20.6%
4,Detroit,20.0%,21.2%,22.2%,19.2%,20.8%
5,Okla City,19.7%,20.9%,23.2%,19.9%,19.5%
6,Indiana,19.6%,20.6%,17.8%,20.1%,19.3%
7,Dallas,19.5%,15.6%,13.3%,20.5%,17.2%
8,Portland,19.4%,20.6%,18.9%,20.1%,18.9%
9,Minnesota,19.4%,20.8%,22.0%,20.1%,18.9%
10,Cleveland,19.3%,16.0%,13.1%,18.8%,19.9%
11,San Antonio,19.3%,19.6%,17.7%,18.7%,20.0%
12,Houston,19.1%,19.1%,21.6%,19.6%,18.7%
13,Denver,19.1%,17.4%,14.2%,17.9%,20.1%
14,Charlotte,18.8%,18.7%,19.5%,19.2%,18.4%
15,Utah,18.6%,13.5%,11.6%,18.8%,18.4%
16,New York,18.5%,17.1%,14.3%,18.5%,18.5%
17,Philadelphia,18.4%,15.5%,17.2%,18.9%,17.8%
18,New Orleans,18.3%,16.3%,15.0%,18.6%,17.9%
19,LA Clippers,18.2%,19.5%,20.6%,18.0%,18.3%
20,Memphis,18.1%,15.5%,14.9%,17.9%,18.2%
21,Miami,17.7%,15.5%,13.5%,17.6%,17.9%
22,Toronto,17.7%,16.4%,19.0%,17.3%,18.1%
23,Chicago,17.7%,18.2%,18.0%,18.2%,17.2%
24,Sacramento,17.4%,18.4%,12.7%,17.2%,17.6%
25,Atlanta,17.4%,15.1%,15.9%,17.9%,17.1%
26,Phoenix,17.1%,16.0%,14.5%,17.9%,16.2%
27,Boston,17.1%,15.8%,16.0%,16.6%,17.8%
28,Milwaukee,16.9%,13.1%,8.8%,16.7%,17.0%
29,Golden State,16.8%,17.2%,18.5%,16.4%,17.1%
30,Washington,15.4%,15.6%,17.0%,15.0%,15.6%
