Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
218,Nikola Jović,22,MIA,PF,14,1,299,0,0,0,56,44,8.0,3.7,11,9,21,3,17,0,101,5,4
219,Quinten Post,25,GSW,PF,19,8,297,0,0,0,6,94,16.4,22.9,6,5,14,2,5,2,51,1,3
220,Keon Ellis,26,SAC,SG,17,2,295,43,53,4,0,0,-13.5,-3.0,2,3,23,1,3,5,26,0,0
221,Craig Porter Jr.,25,CLE,PG,17,0,295,100,0,0,0,0,3.9,-0.5,13,1,11,0,3,2,108,2,2
222,Jordan Goodwin,27,PHO,PG,15,2,294,36,64,0,0,0,10.3,8.8,8,6,8,3,3,1,75,1,4
223,Jalen Smith,25,CHI,C,17,0,290,0,0,0,1,99,3.1,9.3,3,9,26,2,13,4,56,5,7
224,Drew Eubanks,28,SAC,C,18,7,288,0,0,0,1,100,-5.0,9.6,4,8,14,4,12,2,14,3,5
225,Oso Ighodaro,23,PHO,PF,18,4,287,0,0,0,13,87,8.8,6.5,10,5,20,7,8,1,71,4,9
226,Trendon Watford,25,PHI,PF,14,4,286,0,0,1,89,9,1.4,4.1,10,5,23,4,15,3,122,6,9
227,Cam Whitmore,21,WAS,SF,17,0,285,0,2,54,44,1,-13.6,0.0,5,9,12,2,14,0,31,7,14
228,Vince Williams Jr.,25,MEM,SG,13,5,275,66,32,3,0,0,2.3,10.2,16,4,9,4,8,4,150,1,2
229,Jay Huff,27,IND,C,17,2,273,0,0,0,0,100,-8.5,4.3,5,2,25,5,8,1,43,1,2
230,De'Aaron Fox,28,SAS,PG,8,8,268,100,0,0,0,0,3.3,-3.7,16,8,9,1,22,3,125,7,5
231,Keaton Wallace,26,ATL,PG,17,2,264,100,0,0,0,0,-4.5,-8.9,7,7,14,1,4,1,116,0,3
232,Justin Edwards,22,PHI,SF,15,5,263,0,2,86,12,0,-11.9,-15.7,2,7,10,1,3,1,59,1,2
233,Al Horford,39,GSW,C,12,0,261,0,0,0,0,100,-10.1,-15.1,9,1,12,5,3,0,59,0,3
234,Day'Ron Sharpe,24,BRK,C,16,0,258,0,0,0,0,100,-14.2,-4.5,12,9,17,9,17,1,71,5,3
235,Jarred Vanderbilt,26,LAL,PF,14,2,257,0,0,27,66,7,0.3,-5.0,8,7,12,4,5,1,50,1,8
236,Tyus Jones,29,ORL,PG,19,1,255,100,0,0,0,0,-11.6,-23.9,6,0,7,0,1,2,81,0,4
237,Tari Eason,24,HOU,PF,11,1,255,0,3,66,30,0,10.1,-1.4,8,4,9,1,2,0,43,1,5
238,Kawhi Leonard,34,LAC,SF,8,8,255,0,2,56,42,0,-10.4,-5.4,6,10,7,2,17,0,63,5,2
239,Yves Missi,21,NOP,C,13,5,253,0,0,0,1,99,-8.8,4.1,5,3,13,3,11,1,42,2,3
240,Dalton Knecht,24,LAL,SF,15,1,251,0,54,44,3,0,-9.6,-19.1,3,2,12,2,5,0,20,1,4
241,Jaxson Hayes,25,LAL,C,14,2,248,0,0,0,0,100,5.3,2.3,3,1,14,4,8,3,43,3,4
242,Collin Murray-Boyles,20,TOR,PF,13,3,248,0,0,9,72,20,-3.5,-13.9,7,2,16,1,10,0,37,1,2
243,Aaron Wiggins,27,OKC,SG,9,5,248,2,17,63,19,0,16.3,-0.4,4,2,13,1,5,0,44,1,4
244,Zion Williamson,25,NOP,PF,8,8,246,0,0,0,85,15,-3.4,11.7,11,9,14,3,41,0,85,5,14
245,Brook Lopez,37,LAC,C,17,0,245,0,0,0,0,100,-8.8,-3.1,5,2,15,6,4,0,27,1,1
246,Jordan Hawkins,23,NOP,SG,16,0,243,3,94,4,0,0,-9.4,3.1,1,4,8,0,1,1,39,0,2
247,Brice Sensabaugh,22,UTA,SF,16,0,242,0,51,46,2,0,-13.5,-8.4,6,4,18,1,10,1,43,3,5
248,Tobias Harris,33,DET,PF,8,8,242,0,0,0,99,1,3.6,-4.5,3,3,14,1,11,0,52,5,5
249,Nique Clifford,23,SAC,SG,14,2,241,7,49,36,9,0,-4.0,10.4,5,3,20,0,8,2,67,0,4
250,Daniss Jenkins,24,DET,PG,12,4,240,100,0,0,0,0,7.1,0.4,11,6,10,1,5,2,116,0,7
251,Jaylen Clark,24,MIN,SG,15,0,237,5,66,29,0,0,11.0,6.7,2,1,12,1,8,2,20,0,1
252,Alex Caruso,31,OKC,SG,13,0,237,0,28,49,22,0,33.9,23.7,9,1,6,0,3,7,82,0,4
253,Bilal Coulibaly,21,WAS,SG,9,9,237,1,78,21,0,0,-7.0,9.2,8,3,14,1,16,1,76,2,6
254,Caris LeVert,31,DET,SG,12,0,234,11,49,32,9,0,3.8,-4.3,11,5,10,0,12,0,88,4,4
255,Jordan Walsh,21,BOS,PF,13,5,232,0,0,29,71,0,14.3,13.2,3,2,17,0,3,2,31,0,7
256,Bogdan Bogdanović,33,LAC,SG,9,2,231,9,57,34,0,0,3.3,13.2,7,5,13,0,6,0,78,1,3
257,Larry Nance Jr.,33,CLE,PF,15,2,230,0,0,26,70,5,-8.4,-16.9,4,1,19,3,2,4,47,1,4
258,Jeremiah Robinson-Earl,25,IND,PF,12,3,229,0,0,4,93,3,-14.2,-3.9,4,2,9,0,6,1,17,2,9
259,Cam Thomas,24,BRK,SG,8,8,226,70,30,0,0,0,-17.9,-9.3,10,3,7,1,21,3,51,6,6
260,Precious Achiuwa,26,SAC,C,11,6,225,0,0,0,77,23,-9.0,3.4,2,1,9,3,8,2,23,4,2
261,Luka Garza,27,BOS,C,15,0,222,0,0,0,0,100,-7.1,-16.5,1,1,28,3,12,4,30,4,7
262,Marvin Bagley III,26,WAS,PF,14,1,221,0,0,0,2,99,-16.1,-3.5,7,5,22,2,13,3,46,5,6
263,Tony Bradley,28,IND,C,17,3,219,0,0,2,8,91,-16.6,-7.1,2,1,21,4,9,1,29,1,8
264,Jabari Walker,23,PHI,PF,17,5,217,0,0,9,90,1,-4.9,-5.0,0,5,16,0,3,2,26,1,8
265,Sidy Cissoko,21,POR,SF,13,4,217,37,43,20,0,0,-2.0,0.0,6,3,11,2,8,6,48,4,4
266,Jalen Wilson,25,BRK,PF,14,0,214,0,0,36,65,0,-16.6,-7.4,4,5,9,1,6,2,22,2,3
267,Jonas Valančiūnas,33,DEN,C,17,0,213,0,0,0,6,94,-0.7,-14.5,6,4,17,6,15,0,41,1,7
268,Luke Kornet,30,SAS,C,9,4,213,0,0,0,21,79,6.8,1.6,3,3,10,1,10,2,49,0,2
269,Jordan Poole,26,NOP,PG,7,4,212,25,75,0,0,0,-21.1,-12.4,7,7,5,0,9,6,55,1,10
270,Isaiah Collier,21,UTA,PG,9,1,209,39,61,0,0,0,-17.6,-13.5,13,6,10,5,15,1,129,4,8
271,Drake Powell,20,BRK,SG,11,0,208,75,20,5,0,0,-14.6,-4.6,4,6,11,1,5,0,61,1,3
272,Walter Clayton,22,UTA,PG,13,0,207,74,26,0,0,0,-7.8,-0.2,13,4,14,1,5,1,101,2,4
273,Gary Payton II,33,GSW,SG,18,1,205,14,85,1,0,0,6.6,7.5,5,0,13,2,1,0,71,0,2
274,Ja'Kobe Walter,21,TOR,SG,15,1,204,6,92,2,0,0,-3.3,-12.8,7,2,14,1,3,2,26,1,3
275,Kobe Sanders,23,LAC,SG,10,3,200,0,36,64,0,0,-0.1,8.6,5,4,14,1,7,1,32,2,1
276,John Konchar,29,MEM,SG,16,0,199,0,7,71,22,0,-2.2,3.3,7,0,9,0,3,0,49,2,2
277,Bennedict Mathurin,23,IND,SF,6,6,198,0,56,44,0,0,-8.2,4.1,5,7,10,3,30,0,33,6,4
278,Dominick Barlow,22,PHI,PF,8,5,197,0,0,0,65,35,-5.8,-6.0,5,2,10,2,6,0,40,2,2
279,Micah Peavy,24,NOP,SG,14,1,196,2,40,45,12,0,-7.5,5.5,3,1,15,0,3,0,32,1,4
280,Tyrese Proctor,21,CLE,PG,16,0,191,56,44,0,0,0,-12.9,-21.6,2,1,3,3,7,2,51,0,5
281,Nick Richards,28,PHO,C,18,2,190,0,0,0,0,100,-7.0,-14.6,9,3,10,5,12,0,12,0,10
282,Chris Paul,40,LAC,PG,13,0,187,100,0,0,0,0,-17.8,-14.1,12,1,8,0,0,0,117,0,1
283,Caleb Love,24,POR,SG,10,0,185,90,8,1,0,0,-3.6,-1.9,5,2,8,0,4,0,57,0,5
284,Jaden Hardy,23,DAL,SG,16,0,178,10,58,32,0,0,3.7,12.4,7,6,10,0,8,1,16,2,4
285,Adem Bona,22,PHI,C,12,3,177,0,0,0,0,100,-7.1,-7.5,1,2,8,2,4,1,6,0,3
286,Jeremy Sochan,22,SAS,PF,10,0,175,0,0,1,72,27,-4.8,-13.5,4,3,12,2,4,2,50,1,3
287,Jonathan Isaac,28,ORL,PF,17,0,170,0,0,7,79,14,-9.3,-18.3,1,3,8,1,5,1,6,0,0
288,Taurean Prince,31,MIL,SF,8,0,169,0,4,88,8,0,3.3,7.1,4,1,8,0,2,1,18,1,1
289,Paul Reed,26,DET,C,14,2,168,0,0,0,4,96,10.3,4.4,2,5,11,5,6,1,38,2,1
290,Ochai Agbaji,25,TOR,SG,12,1,166,0,79,21,0,0,5.1,-1.8,2,1,10,0,4,2,18,0,4
291,Rob Dillingham,21,MIN,PG,15,0,163,76,24,0,0,0,-6.2,-15.6,14,4,10,0,5,1,74,1,9
292,RayJ Dennis,24,IND,PG,12,0,162,100,0,0,0,0,-16.2,-6.0,9,4,10,0,1,1,56,0,2
293,Nae'Qwan Tomlin,25,CLE,PF,10,1,161,0,0,39,54,7,8.3,4.8,0,1,11,1,4,1,11,0,4
294,Justin Champagnie,24,WAS,SF,15,3,160,0,21,71,8,0,-24.9,-14.0,2,1,8,0,10,0,27,2,3
295,Guerschon Yabusele,30,NYK,C,15,0,158,0,0,0,51,49,9.1,4.3,2,0,15,1,2,0,17,0,3
296,Moussa Cisse,23,DAL,C,15,1,157,0,0,0,0,100,-1.9,5.3,1,6,17,3,10,0,7,3,1
297,Taylor Hendricks,22,UTA,PF,11,3,157,0,0,59,37,5,-10.3,-3.2,3,1,2,1,2,0,14,0,5
298,Caleb Martin,30,DAL,SF,16,0,154,0,27,50,23,0,-17.1,-13.0,3,2,16,1,5,0,41,2,2
299,Ousmane Dieng,22,OKC,C,14,0,154,0,0,2,68,30,1.0,-18.8,2,3,7,1,2,0,28,0,1
300,Jett Howard,22,ORL,SF,14,0,154,0,32,43,13,12,5.7,-0.1,0,0,10,0,3,0,28,1,3
301,Mitchell Robinson,27,NYK,C,9,9,154,0,0,0,43,57,11.8,7.6,0,3,17,3,3,0,21,1,1
302,Walker Kessler,24,UTA,C,5,5,154,0,0,0,0,100,4.9,15.2,8,3,7,5,11,0,36,2,5
303,Hugo González,19,BOS,SF,13,1,151,3,26,64,7,0,14.1,11.3,1,2,11,1,2,3,25,0,3
304,Spencer Jones,24,DEN,SF,13,2,149,0,2,64,34,0,2.7,-9.1,4,1,15,3,2,2,14,0,0
305,Isaiah Livers,27,PHO,PF,12,0,149,0,0,11,88,1,21.6,20.7,3,1,10,0,2,0,15,0,1
306,Anthony Davis,32,DAL,PF,5,5,149,0,0,0,19,81,-7.6,-1.5,5,4,8,1,13,1,28,1,3
307,Trayce Jackson-Davis,25,GSW,C,12,1,148,0,0,0,0,100,-15.8,-19.8,3,2,13,1,12,0,31,4,5
308,Liam McNeeley,20,CHO,SF,11,0,146,0,0,82,17,0,-8.5,-4.9,3,2,9,1,5,0,29,1,3
309,Pat Spencer,29,GSW,PG,11,0,145,96,4,0,0,0,1.0,0.4,6,1,7,1,7,1,74,0,7
310,Robert Williams,28,POR,C,11,0,144,0,0,0,0,100,-8.0,-7.1,2,1,6,1,2,0,20,1,3
311,Cam Christie,20,LAC,SG,13,0,142,29,66,6,0,0,3.9,12.5,1,1,5,0,11,0,22,0,2
312,Cody Williams,21,UTA,SG,11,0,141,2,61,38,0,0,-12.0,-5.3,0,4,7,0,2,1,15,1,6
313,Joel Embiid,31,PHI,C,6,6,140,0,0,0,0,100,0.5,2.2,8,4,5,4,18,0,54,4,5
314,Dylan Harper,19,SAS,SG,6,0,140,8,57,36,0,0,19.4,16.6,7,1,9,0,10,0,58,4,4
315,Clint Capela,31,HOU,C,14,0,139,0,0,0,55,45,-2.6,-16.7,2,0,9,1,4,0,12,0,1
316,Kevin Love,37,UTA,PF,10,0,139,0,0,17,77,6,-14.7,-8.5,8,1,9,1,3,2,45,0,0
317,Trae Young,27,ATL,PG,5,5,139,100,0,0,0,0,-9.0,-13.0,9,1,5,0,14,5,91,4,1
318,Karlo Matković,24,NOP,PF,12,0,137,0,0,0,65,36,-1.4,12.2,1,1,9,1,3,1,26,0,1
319,Maxime Raynaud,22,SAC,C,10,0,136,0,0,0,0,100,-12.7,-1.5,1,5,11,0,5,0,14,1,4
320,Amir Coffey,28,MIL,SG,15,0,134,0,60,36,4,0,-5.6,-3.7,1,0,3,0,1,1,19,0,1
321,Baylor Scheierman,25,BOS,SG,13,0,134,9,34,57,0,0,6.0,1.4,2,0,5,0,0,4,16,0,0
322,Julian Phillips,22,CHI,SF,16,0,132,0,0,43,57,0,8.3,13.4,0,2,9,0,0,1,10,0,3
323,Chaz Lanier,24,DET,SG,12,0,130,26,67,7,0,0,-2.1,-10.7,1,0,0,0,1,0,23,0,0
324,Darius Garland,26,CLE,PG,5,5,129,97,3,0,0,0,14.6,12.1,10,3,3,0,8,1,71,1,3
325,Dwight Powell,34,DAL,C,14,0,128,0,0,0,0,100,0.1,7.4,1,3,18,1,5,1,20,2,2
326,Tristan Vukcevic,22,WAS,C,14,1,127,0,0,0,0,100,-19.8,-7.4,7,5,7,2,4,1,18,2,3
327,Gabe Vincent,29,LAL,PG,6,3,126,100,0,0,0,0,12.2,10.0,1,1,7,1,1,1,17,0,3
328,Gary Harris,31,MIL,SG,11,0,125,1,72,27,0,0,-10.4,-9.3,2,1,9,0,1,0,32,1,2
329,Coby White,25,CHI,SG,4,2,124,17,57,26,0,0,9.6,14.8,8,5,3,2,13,2,69,2,1
330,Jericho Sims,27,MIL,C,13,1,123,0,0,0,25,75,-26.7,-28.2,2,1,6,3,0,0,18,0,0
331,Terrence Shannon Jr.,25,MIN,SG,8,0,123,0,36,53,11,0,-14.0,-23.7,4,1,8,0,3,3,20,0,6
332,Bradley Beal,32,LAC,SG,6,6,121,0,81,19,0,0,-9.9,-3.9,6,2,7,1,4,2,23,0,1
333,Aaron Holiday,29,HOU,PG,10,0,119,100,0,0,0,0,15.3,5.1,3,2,7,1,6,2,24,2,0
334,Bones Hyland,25,MIN,PG,13,0,118,94,6,0,0,0,4.3,-2.3,4,1,5,2,1,0,41,0,2
335,Kevon Looney,29,NOP,C,9,6,118,0,0,0,5,95,-30.2,-21.3,2,1,8,1,2,0,33,0,4
336,Pat Connaughton,33,CHO,SG,12,0,116,2,66,23,9,0,-0.9,4.1,2,0,3,1,4,2,17,1,1
337,Dereck Lively II,21,DAL,C,7,4,115,0,0,0,0,100,5.2,13.1,3,0,12,5,4,0,29,0,2
338,Jevon Carter,30,CHI,PG,8,0,114,75,25,0,0,0,-1.5,1.7,3,1,5,0,1,1,25,0,1
339,Keegan Murray,25,SAC,PF,3,2,114,0,0,15,85,0,-1.2,11.7,0,1,1,0,3,1,9,1,2
340,Jared McCain,21,PHI,SG,8,0,113,16,79,5,0,0,-12.3,-12.8,0,1,6,3,2,0,21,0,6
341,Brooks Barnhizer,23,OKC,SG,15,0,112,0,7,58,36,0,-17.5,-39.0,0,2,8,0,2,0,14,0,4
342,Bronny James,21,LAL,SG,11,1,112,36,64,0,0,0,-2.6,-7.3,5,2,6,0,0,0,45,0,2
343,T.J. McConnell,33,IND,PG,7,0,112,100,0,0,0,0,-18.2,-7.9,2,2,6,0,1,5,63,1,4
344,Olivier-Maxence Prosper,23,MEM,PF,11,0,111,0,0,46,50,3,-11.2,-7.4,2,2,2,0,8,0,14,0,2
345,Branden Carlson,26,OKC,C,13,0,109,0,0,0,3,97,1.1,-17.7,2,0,9,1,2,0,21,1,2
346,Duop Reath,29,POR,C,14,0,108,0,0,0,44,56,-9.1,-8.0,0,2,8,0,0,0,11,0,0
347,Kobe Brown,26,LAC,PF,11,0,108,0,0,19,79,2,-9.4,-3.2,5,1,3,0,1,0,27,0,3
348,Zach Edey,23,MEM,C,5,5,107,0,0,0,0,100,17.0,24.8,1,2,3,5,9,0,12,2,1
349,KJ Simpson,23,CHO,PG,8,0,105,100,0,0,0,0,-14.5,-11.5,7,2,4,1,1,1,52,0,3
350,Gui Santos,23,GSW,PF,14,1,104,0,1,9,87,3,-13.4,-15.9,6,1,11,1,3,0,10,0,0
351,Quenton Jackson,27,IND,PG,5,3,101,77,23,0,0,0,12.2,26.9,1,4,3,0,6,4,43,1,4
352,Nigel Hayes-Davis,31,PHO,SF,13,0,100,0,18,31,48,3,-24.3,-32.5,3,1,5,1,1,1,14,0,0
353,Tyler Kolek,24,NYK,PG,12,0,100,92,8,0,0,0,-4.0,-10.9,5,1,4,0,1,2,45,0,1
354,Javon Small,23,MEM,PG,8,0,99,100,0,0,0,0,1.3,6.9,6,2,2,0,5,0,56,1,3
355,Blake Wesley,22,POR,SG,6,0,98,86,14,0,0,0,-2.1,0.0,3,3,6,1,4,4,48,2,3
356,Ben Saraf,19,BRK,SG,7,5,97,20,76,4,0,0,-11.7,-0.6,4,3,10,1,3,2,42,0,4
357,Asa Newell,20,ATL,PF,12,0,96,0,0,0,90,10,3.6,1.9,2,0,9,2,3,0,7,1,4
358,LeBron James,41,LAL,SF,3,3,96,0,0,80,21,0,1.9,-2.0,4,1,0,1,7,0,58,2,0
359,Noah Penda,21,ORL,SF,10,0,94,0,33,40,24,3,16.5,12.0,1,2,6,0,5,1,30,1,1
360,Kyle Anderson,32,UTA,SF,5,0,93,0,0,26,64,10,-4.7,3.3,2,0,8,2,5,1,46,1,2
361,Taelon Peter,23,IND,SG,11,0,91,44,42,14,0,0,-17.6,-7.0,7,0,5,0,1,1,35,0,0
362,Chris Boucher,33,BOS,PF,8,0,91,0,0,15,46,40,5.3,0.5,0,0,13,1,1,1,8,0,1
363,Keshad Johnson,24,MIA,SF,8,0,91,0,0,72,26,3,-0.6,-7.0,1,1,4,1,4,1,3,1,4
364,Dalen Terry,23,CHI,SG,10,0,90,0,30,61,10,0,9.8,14.3,2,2,8,0,3,0,40,1,1
365,Nick Smith Jr.,21,LAL,SG,6,0,90,92,8,0,0,0,9.7,6.8,7,2,1,0,2,1,30,1,1
366,Rayan Rupert,21,POR,SG,11,0,87,9,66,21,3,0,5.4,8.3,3,2,4,0,1,1,11,0,3
367,Kelly Olynyk,34,SAS,C,7,0,83,0,0,0,11,89,-10.2,-17.7,6,1,5,0,4,0,41,0,2
368,Tidjane Salaün,20,CHO,PF,7,0,83,0,0,0,100,0,15.1,21.8,1,1,3,0,2,0,14,0,1
369,Jamison Battle,24,TOR,SF,13,0,82,0,0,24,69,6,33.0,29.3,4,1,3,0,1,0,5,0,0
370,Obi Toppin,27,IND,PF,3,0,82,0,0,8,90,2,-8.1,3.7,4,0,5,1,5,0,11,1,2
371,Thomas Bryant,28,CLE,C,13,0,81,0,0,0,0,100,1.2,-3.4,2,0,7,0,3,1,4,3,2
372,Chris Youngblood,23,OKC,SG,16,0,80,3,57,19,21,0,-2.8,-21.3,0,0,8,0,0,0,11,0,0
373,Bryce McGowens,23,NOP,SG,8,0,80,0,49,51,0,0,-7.2,5.0,0,0,1,2,9,1,11,0,3
374,Will Riley,19,WAS,SF,12,0,79,0,0,14,86,0,-22.2,-9.5,2,1,0,0,3,0,22,0,1
375,Maxi Kleber,34,LAL,PF,6,0,78,0,0,0,32,68,10.6,7.6,0,0,8,1,1,0,11,0,1
376,Jordan McLaughlin,29,SAS,PG,8,0,74,100,0,0,0,0,-0.3,-6.6,2,0,5,0,1,1,23,1,0
377,Luke Travers,24,CLE,SG,8,0,73,0,49,51,0,0,-6.9,-12.2,0,0,1,1,5,0,15,1,2
378,Carter Bryant,20,SAS,PF,11,0,72,0,0,57,36,6,1.0,-5.1,3,0,0,0,2,0,0,1,2
379,Ariel Hukporti,23,NYK,C,10,2,72,0,0,0,28,72,-11.7,-19.1,0,2,2,3,2,0,12,0,2
380,Julian Strawther,23,DEN,SG,9,0,71,5,48,47,0,0,-2.7,-14.2,2,1,4,0,3,0,9,1,2
381,Yang Hansen,20,POR,C,9,0,70,0,0,0,0,100,-23.1,-22.9,2,5,5,0,5,1,19,2,4
382,Jase Richardson,20,ORL,SG,11,0,68,50,47,3,0,0,9.5,4.1,3,1,1,0,3,1,26,1,1
383,Mason Plumlee,35,CHO,C,8,1,66,0,0,0,0,100,8.2,13.8,4,0,2,0,3,1,24,1,0
384,Elijah Harkless,25,UTA,SG,7,0,66,2,94,4,0,0,12.9,22.3,1,1,4,1,2,4,13,1,0
385,Paul George,35,PHI,PF,3,3,66,0,0,32,68,0,-2.2,-1.0,4,1,1,1,5,0,27,0,1
386,Devin Carter,23,SAC,PG,8,0,65,77,23,0,0,0,0.6,13.1,3,1,3,1,3,2,22,1,1
387,Xavier Tillman Sr.,27,BOS,C,8,0,65,0,0,0,1,99,-13.5,-19.8,1,0,7,0,0,1,13,0,1
388,Monte Morris,30,IND,PG,6,0,65,79,22,0,0,0,-18.7,-7.9,1,1,1,0,1,0,21,0,1
389,Brandon Miller,23,CHO,SF,3,3,65,0,0,93,7,0,-4.7,-0.2,1,1,5,1,6,0,29,1,0
390,Zeke Nnaji,25,DEN,PF,8,1,62,0,0,0,65,35,-12.4,-24.6,1,2,8,1,3,0,6,1,0
391,Ryan Nembhard,22,DAL,PG,6,0,62,100,0,0,0,0,-11.0,-5.1,3,2,2,1,1,1,37,1,1
392,Andre Jackson Jr.,24,MIL,SG,8,0,58,0,8,64,28,0,-1.3,1.2,3,0,5,0,1,1,35,0,0
393,Cody Martin,30,IND,SF,4,0,55,0,32,64,4,0,-19.3,-8.4,2,1,4,0,2,1,5,0,1
394,GG Jackson II,21,MEM,PF,8,0,54,0,0,29,60,12,-21.7,-18.1,1,0,3,0,5,0,4,1,4
395,Rasheer Fleming,21,PHO,PF,9,0,53,0,0,8,92,0,-19.7,-25.8,2,1,4,0,2,0,6,0,0
396,Jalen Pickett,26,DEN,SG,7,1,53,90,10,0,0,0,-5.2,-16.5,1,1,2,0,1,0,15,1,2
397,Bobi Klintman,22,DET,SF,6,0,53,0,0,0,98,2,-6.3,-14.0,4,1,5,0,1,1,8,1,2
398,Drew Peterson,26,CHO,PF,4,0,53,0,0,0,100,0,-11.3,-7.3,0,0,3,0,1,1,5,0,0
399,David Jones García,24,SAS,SF,6,0,49,8,92,0,0,0,28.5,24.5,2,1,1,0,3,1,31,1,3
400,Matisse Thybulle,28,POR,SG,4,0,49,6,79,15,0,0,23.4,27.1,1,0,2,0,1,1,7,0,1
401,Jordan Miller,26,LAC,SF,3,0,49,0,8,88,4,0,-13.0,-6.8,0,1,1,1,4,0,9,0,3
402,Malaki Branham,22,WAS,SG,7,0,48,17,68,15,0,0,-16.4,-3.0,1,2,1,0,5,0,13,0,3
403,Bismack Biyombo,33,SAS,C,6,0,46,0,0,0,0,100,-23.3,-30.7,0,0,5,2,0,0,6,0,0
404,Lindy Waters III,28,SAS,SG,6,0,46,10,67,23,0,0,-7.4,-13.8,0,0,3,0,0,0,6,0,0
405,Eric Gordon,37,PHI,SG,4,0,44,5,66,30,0,0,-9.7,-9.0,1,0,1,1,0,0,6,0,0
406,Wendell Moore Jr.,24,DET,SG,3,0,43,2,34,53,12,0,36.4,31.2,1,0,0,0,0,1,8,0,1
407,Yanic Konan Niederhauser,22,LAC,C,9,0,42,0,0,0,0,100,-16.7,-10.6,1,0,2,0,2,0,7,0,0
408,Jae'Sean Tate,30,HOU,SF,8,0,41,1,36,40,22,0,-15.6,-28.1,0,0,3,1,0,0,3,0,0
409,JD Davison,23,HOU,PG,6,0,41,6,94,0,0,0,-4.2,-16.1,0,0,3,0,1,0,15,0,0
410,AJ Johnson,21,WAS,SG,8,0,38,63,37,0,0,0,-23.9,-10.8,1,0,3,0,2,0,10,0,4
411,Khaman Maluach,19,PHO,C,8,0,38,0,0,0,0,100,-15.2,-20.6,1,2,3,2,4,0,3,0,1
412,Caleb Houstan,23,ATL,SF,7,0,38,0,16,84,0,0,-19.1,-21.8,0,1,3,1,1,0,4,0,1
413,Joan Beringer,19,MIN,PF,9,0,37,0,0,0,2,98,0.1,-6.5,1,0,5,1,2,0,0,1,0
414,Leonard Miller,22,MIN,SF,8,0,37,0,0,0,100,0,-1.2,-7.8,1,2,3,1,2,1,9,1,0
415,Johnny Furphy,21,IND,SG,3,0,37,0,65,35,0,0,1.1,13.1,3,0,1,0,0,1,0,0,0
416,Jonathan Mogbo,24,TOR,PF,7,0,35,0,0,0,15,85,2.5,-4.3,1,0,1,0,0,0,10,0,1
417,Nolan Traoré,19,BRK,PG,4,0,35,89,11,0,0,0,-33.8,-23.7,1,1,2,0,1,0,14,0,0
418,Mac McClung,27,IND,SG,3,0,34,20,71,9,0,0,-19.2,-8.1,2,0,3,0,3,0,2,2,1
419,Mohamed Diawara,20,NYK,SF,10,0,33,0,0,47,51,2,-6.5,-12.7,3,0,5,0,1,0,8,0,0
420,Jamir Watkins,24,WAS,SG,5,0,33,0,62,38,0,0,-15.9,-2.4,0,1,3,0,1,1,0,0,1
421,Dylan Cardwell,24,SAC,C,3,1,33,0,0,0,0,100,-17.6,-6.3,1,0,5,0,0,0,0,0,2
422,Jamal Cain,26,ORL,SF,5,0,31,0,47,39,15,0,26.2,21.2,2,0,2,0,1,0,5,0,0
423,Charles Bassey,25,MEM,C,2,0,31,0,0,0,63,37,-11.9,-7.4,0,0,4,1,2,0,5,1,1
424,Jalen Green,23,PHO,SG,2,2,30,3,66,31,0,0,56.6,54.0,1,1,2,0,3,0,11,1,0
425,Jahmyl Telfort,24,LAC,PF,7,0,29,0,0,100,0,0,-15.5,-9.2,0,0,2,1,2,0,3,0,0
426,Tyler Herro,26,MIA,SG,1,1,29,0,100,0,0,0,24.8,19.7,0,0,1,0,0,0,0,1,1
427,Tyson Etienne,26,BRK,PG,6,0,28,100,0,0,0,0,28.6,41.1,0,0,1,0,0,2,0,0,0
428,Dario Šarić,31,SAC,C,3,0,28,0,0,0,93,7,12.4,24.6,0,1,0,0,1,0,5,0,1
429,PJ Hall,23,MEM,C,7,0,27,0,0,0,0,100,-0.3,4.7,1,0,2,0,2,0,4,1,1
430,E.J. Liddell,25,BRK,PF,6,0,27,0,0,13,49,38,23.4,35.8,0,0,2,0,1,1,0,1,1
431,Jaden Ivey,23,DET,SG,2,0,27,31,69,0,0,0,12.5,5.9,0,0,1,1,1,0,9,0,1
432,Mark Sears,23,MIL,PG,7,0,26,100,0,0,0,0,23.5,26.6,4,0,0,0,1,0,5,0,0
433,Hunter Tyson,25,DEN,PF,6,0,25,0,0,6,94,1,-24.4,-35.8,0,0,1,0,0,0,5,0,3
434,Johni Broome,23,PHI,PF,4,0,24,0,0,0,0,100,0.3,1.6,1,1,0,0,0,0,6,0,0
435,Javonte Cooke,26,POR,SG,3,0,24,48,53,0,0,0,-13.8,-12.1,2,1,0,0,0,0,6,0,2
436,Jeff Green,39,HOU,PF,6,0,23,0,0,2,72,25,-33.8,-46.1,0,0,2,0,0,0,0,0,0
437,Joe Ingles,38,MIN,SF,6,0,23,0,0,100,0,0,1.3,-5.1,0,0,2,0,0,0,14,0,0
438,DeAndre Jordan,37,NOP,C,2,1,23,0,0,0,0,100,-58.8,-48.2,0,1,0,0,2,0,0,2,1
439,Orlando Robinson,25,ORL,C,3,1,22,0,0,0,0,100,-32.2,-38.8,0,0,2,0,0,0,4,0,0
