Rank,Team,2026,Last 3,Last 1,Home,Away
1,Sacramento,54.1%,58.6%,56.0%,50.4%,57.4%
2,Detroit,53.9%,50.4%,45.6%,52.4%,55.1%
3,Toronto,53.4%,54.0%,61.9%,51.0%,55.4%
4,LA Lakers,52.8%,54.3%,54.8%,54.4%,51.6%
5,New Orleans,51.7%,53.1%,48.4%,52.9%,50.2%
6,Houston,51.6%,52.0%,53.8%,51.0%,52.1%
7,Denver,51.6%,46.7%,38.4%,53.4%,49.9%
8,Miami,51.4%,60.8%,54.7%,53.0%,49.6%
9,Dallas,50.4%,46.2%,51.0%,48.9%,53.8%
10,Atlanta,50.2%,51.0%,49.6%,48.4%,51.3%
11,Orlando,50.1%,52.2%,56.9%,49.7%,50.5%
12,San Antonio,49.6%,47.2%,52.2%,47.1%,53.4%
13,Washington,49.3%,46.4%,43.9%,50.3%,48.6%
14,Okla City,49.1%,47.0%,54.9%,48.8%,49.3%
15,Indiana,48.3%,47.4%,50.5%,47.7%,48.7%
16,Milwaukee,47.9%,46.0%,50.5%,47.8%,48.1%
17,Minnesota,47.7%,42.4%,30.5%,49.8%,46.0%
18,Philadelphia,47.6%,47.8%,54.4%,48.5%,46.4%
19,Memphis,47.4%,52.0%,52.6%,44.4%,50.9%
20,Portland,47.2%,43.6%,54.9%,48.5%,46.2%
21,Boston,47.0%,48.3%,30.8%,47.8%,46.0%
22,LA Clippers,47.0%,48.0%,49.2%,46.7%,47.1%
23,Chicago,46.9%,43.6%,35.4%,48.2%,45.8%
24,Utah,46.5%,50.7%,61.5%,42.9%,51.5%
25,New York,46.4%,55.1%,57.4%,42.4%,51.3%
26,Phoenix,46.1%,48.9%,50.0%,46.9%,45.2%
27,Charlotte,45.6%,47.1%,43.6%,45.0%,46.1%
28,Cleveland,44.5%,47.2%,44.4%,46.3%,42.1%
29,Brooklyn,43.5%,44.7%,38.0%,43.5%,43.5%
30,Golden State,40.7%,43.7%,46.0%,42.9%,39.1%
