Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,42.2%,41.8%,41.3%,42.5%,41.9%
2,Miami,43.1%,42.1%,42.1%,41.3%,45.1%
3,Boston,43.9%,46.2%,39.8%,45.1%,42.2%
4,Detroit,44.5%,47.4%,43.7%,44.8%,44.2%
5,San Antonio,44.9%,47.6%,42.5%,45.0%,44.7%
6,Dallas,45.2%,43.7%,44.7%,44.9%,45.9%
7,Houston,45.3%,45.4%,42.7%,46.5%,44.4%
8,Denver,45.5%,47.7%,46.2%,44.4%,46.4%
9,Minnesota,45.5%,45.9%,46.9%,45.7%,45.4%
10,Toronto,45.9%,44.2%,44.9%,46.4%,45.5%
11,Cleveland,46.1%,45.7%,48.9%,46.4%,45.7%
12,Phoenix,46.5%,45.8%,46.5%,44.9%,48.6%
13,Atlanta,46.6%,48.0%,57.1%,47.5%,46.0%
14,New York,46.6%,44.7%,41.2%,46.6%,46.6%
15,Golden State,46.7%,44.8%,39.4%,43.6%,48.9%
16,Chicago,47.1%,48.0%,51.0%,47.7%,46.5%
17,Philadelphia,47.3%,50.5%,53.5%,47.5%,47.2%
18,Orlando,47.4%,53.4%,45.1%,46.6%,48.2%
19,Milwaukee,47.6%,51.2%,45.9%,48.4%,46.5%
20,LA Lakers,47.7%,48.7%,51.9%,49.2%,46.7%
21,Indiana,47.8%,45.6%,38.9%,47.1%,48.4%
22,Washington,47.9%,47.8%,45.3%,48.1%,47.7%
23,LA Clippers,47.9%,52.5%,57.5%,47.2%,48.5%
24,Memphis,47.9%,46.3%,49.5%,47.8%,48.0%
25,Portland,48.2%,45.6%,40.6%,47.1%,49.1%
26,Utah,48.7%,51.3%,49.0%,47.6%,50.0%
27,Sacramento,49.9%,45.4%,46.2%,49.0%,50.6%
28,Brooklyn,50.3%,48.1%,51.1%,52.0%,48.8%
29,New Orleans,50.5%,50.9%,53.6%,50.4%,50.6%
30,Charlotte,50.5%,52.4%,56.8%,49.4%,51.5%
