Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,52.1,51.0,39.0,48.6,55.2
2,Houston,54.2,51.7,59.0,56.1,52.7
3,San Antonio,54.8,54.3,54.0,52.6,58.0
4,Minnesota,55.2,52.3,49.0,53.8,56.4
5,Toronto,55.5,53.7,49.0,53.7,57.1
6,Phoenix,55.6,53.3,45.0,52.5,60.0
7,Boston,56.2,59.0,58.0,55.1,57.5
8,Golden State,56.3,55.7,47.0,54.6,57.3
9,Detroit,56.6,54.7,57.0,56.6,56.6
10,New York,56.7,53.0,47.0,56.9,56.5
11,Denver,56.9,54.7,54.0,55.5,58.2
12,Atlanta,57.4,59.3,77.0,56.0,58.2
13,Dallas,57.5,52.7,52.0,56.6,59.5
14,Orlando,58.2,68.7,60.0,56.2,60.3
15,LA Clippers,58.6,61.7,69.0,59.0,58.2
16,Indiana,58.9,61.0,50.0,59.0,58.8
17,Memphis,59.1,59.0,68.0,58.9,59.2
18,Cleveland,59.2,54.7,57.0,58.5,60.0
19,LA Lakers,59.9,64.0,66.0,62.0,58.4
20,New Orleans,60.1,55.7,53.0,60.2,59.9
21,Miami,60.1,52.7,47.0,55.4,65.3
22,Milwaukee,60.5,62.3,53.0,61.5,59.1
23,Philadelphia,60.8,71.3,86.0,61.0,60.6
24,Portland,60.8,58.7,56.0,58.6,62.5
25,Charlotte,61.4,62.3,72.0,59.2,63.7
26,Chicago,61.9,71.3,74.0,62.8,61.2
27,Utah,62.5,65.3,67.0,64.0,60.8
28,Brooklyn,63.2,56.3,51.0,62.0,64.2
29,Sacramento,63.2,62.0,67.0,62.0,64.3
30,Washington,64.4,58.7,55.0,63.6,65.0
