Rank,Team,2026,Last 3,Last 1,Home,Away
1,Memphis,0.229,0.141,0.099,0.252,0.204
2,Charlotte,0.233,0.216,0.205,0.233,0.233
3,Miami,0.248,0.169,0.147,0.226,0.274
4,San Antonio,0.255,0.218,0.345,0.218,0.307
5,Philadelphia,0.258,0.244,0.277,0.289,0.216
6,Golden State,0.259,0.259,0.242,0.216,0.289
7,LA Lakers,0.263,0.225,0.296,0.305,0.234
8,Denver,0.264,0.209,0.161,0.263,0.265
9,LA Clippers,0.267,0.278,0.299,0.292,0.248
10,Houston,0.267,0.282,0.256,0.274,0.262
11,New Orleans,0.271,0.242,0.144,0.255,0.294
12,Sacramento,0.272,0.232,0.22,0.281,0.265
13,Utah,0.273,0.256,0.173,0.286,0.256
14,Atlanta,0.278,0.276,0.31,0.278,0.278
15,Okla City,0.28,0.327,0.463,0.317,0.248
16,New York,0.281,0.319,0.282,0.253,0.312
17,Chicago,0.281,0.33,0.337,0.282,0.279
18,Orlando,0.286,0.289,0.268,0.28,0.292
19,Dallas,0.287,0.285,0.255,0.281,0.301
20,Phoenix,0.287,0.243,0.116,0.299,0.271
21,Brooklyn,0.289,0.218,0.159,0.297,0.283
22,Cleveland,0.295,0.271,0.2,0.324,0.256
23,Washington,0.299,0.306,0.168,0.313,0.289
24,Portland,0.303,0.243,0.248,0.282,0.319
25,Toronto,0.312,0.279,0.295,0.29,0.332
26,Minnesota,0.313,0.367,0.469,0.294,0.328
27,Milwaukee,0.321,0.318,0.235,0.299,0.351
28,Boston,0.33,0.295,0.387,0.322,0.34
29,Detroit,0.335,0.277,0.276,0.344,0.327
30,Indiana,0.348,0.346,0.3,0.343,0.353
