Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
23.0,Immanuel Quickley,26.0,TOR,PG,18.0,18.0,571.0,0.461,0.554,0.379,0.562,0.778,0.589,0.207,0.535,98.0,101.0,106.0,103.0,99.0,101.0,73.0,128.0,7.9,2.8
24.0,Kon Knueppel,20.0,CHO,SF,17.0,16.0,571.0,0.491,0.578,0.438,0.626,0.9,0.654,0.171,0.615,105.0,105.0,122.0,115.0,114.0,112.0,60.0,147.0,38.4,35.5
25.0,Ryan Rollins,23.0,MIL,PG,18.0,17.0,569.0,0.492,0.538,0.42,0.574,0.805,0.597,0.16,0.391,105.0,98.0,117.0,106.0,102.0,102.0,57.0,93.0,15.4,7.4
26.0,Julius Randle,31.0,MIN,PF,17.0,17.0,569.0,0.515,0.585,0.357,0.57,0.829,0.632,0.452,0.309,110.0,107.0,100.0,105.0,105.0,108.0,160.0,74.0,14.0,31.6
27.0,Max Christie,22.0,DAL,SG,19.0,16.0,568.0,0.491,0.516,0.476,0.639,0.794,0.66,0.201,0.621,105.0,94.0,133.0,117.0,101.0,113.0,71.0,149.0,32.1,28.4
28.0,P.J. Washington,27.0,DAL,PF,18.0,18.0,567.0,0.436,0.497,0.329,0.496,0.676,0.529,0.316,0.363,93.0,91.0,92.0,91.0,86.0,91.0,112.0,87.0,-22.6,-28.9
29.0,Mikal Bridges,29.0,NYK,SF,16.0,16.0,563.0,0.513,0.598,0.418,0.611,0.774,0.629,0.161,0.472,109.0,109.0,116.0,112.0,98.0,108.0,57.0,113.0,26.0,19.0
30.0,Derrick White,31.0,BOS,SG,17.0,17.0,562.0,0.353,0.416,0.303,0.437,0.826,0.474,0.18,0.557,75.0,76.0,84.0,80.0,105.0,81.0,64.0,133.0,-54.5,-60.0
31.0,Jamal Murray,28.0,DEN,PG,16.0,16.0,562.0,0.477,0.538,0.386,0.555,0.891,0.596,0.226,0.403,102.0,98.0,108.0,102.0,113.0,102.0,80.0,96.0,6.1,8.1
32.0,Pascal Siakam,31.0,IND,PF,16.0,16.0,562.0,0.471,0.519,0.353,0.522,0.692,0.565,0.444,0.29,100.0,95.0,98.0,96.0,88.0,97.0,157.0,69.0,-12.8,-12.5
33.0,VJ Edgecombe,20.0,PHI,SG,15.0,15.0,560.0,0.407,0.433,0.366,0.477,0.737,0.503,0.176,0.38,87.0,79.0,102.0,88.0,93.0,86.0,62.0,91.0,-29.0,-37.4
34.0,Jaylen Brown,29.0,BOS,SF,17.0,17.0,551.0,0.506,0.566,0.344,0.552,0.769,0.59,0.305,0.271,108.0,103.0,96.0,102.0,97.0,101.0,108.0,65.0,5.8,5.7
35.0,Payton Pritchard,28.0,BOS,PG,17.0,17.0,551.0,0.446,0.608,0.328,0.541,0.825,0.569,0.173,0.58,95.0,111.0,91.0,99.0,105.0,98.0,61.0,139.0,-1.4,-7.0
36.0,Alperen Şengün,23.0,HOU,C,15.0,15.0,551.0,0.49,0.5,0.442,0.528,0.743,0.576,0.409,0.174,104.0,91.0,123.0,97.0,94.0,99.0,144.0,42.0,-7.8,-3.9
37.0,Rudy Gobert,33.0,MIN,C,17.0,17.0,550.0,0.733,0.733,,0.733,0.509,0.704,0.524,0.0,156.0,134.0,,135.0,64.0,121.0,185.0,0.0,39.7,31.3
38.0,Jaime Jaquez Jr.,24.0,MIA,SF,18.0,0.0,548.0,0.527,0.577,0.2,0.54,0.779,0.58,0.301,0.133,112.0,105.0,56.0,99.0,99.0,99.0,106.0,32.0,-1.9,-1.5
39.0,Amen Thompson,23.0,HOU,SF,15.0,15.0,547.0,0.486,0.53,0.242,0.505,0.79,0.548,0.284,0.151,104.0,97.0,68.0,93.0,100.0,94.0,100.0,36.0,-17.2,-17.1
40.0,Duncan Robinson,31.0,DET,SF,17.0,17.0,544.0,0.446,0.545,0.419,0.611,0.786,0.632,0.178,0.79,95.0,100.0,117.0,112.0,100.0,108.0,63.0,189.0,21.2,16.5
41.0,Davion Mitchell,27.0,MIA,PG,18.0,18.0,542.0,0.51,0.579,0.38,0.576,0.6,0.585,0.207,0.345,109.0,106.0,106.0,106.0,76.0,100.0,73.0,82.0,9.2,0.5
42.0,Royce O'Neale,32.0,PHO,SF,18.0,14.0,542.0,0.438,0.433,0.439,0.617,0.7,0.622,0.062,0.815,93.0,79.0,122.0,113.0,89.0,107.0,22.0,195.0,23.7,12.9
43.0,Nickeil Alexander-Walker,27.0,ATL,SG,17.0,14.0,542.0,0.46,0.548,0.358,0.543,0.838,0.592,0.315,0.464,98.0,100.0,100.0,100.0,106.0,102.0,111.0,111.0,-0.7,4.9
44.0,Myles Turner,29.0,MIL,C,18.0,18.0,540.0,0.432,0.457,0.415,0.557,0.711,0.579,0.216,0.602,92.0,83.0,116.0,102.0,90.0,99.0,76.0,144.0,4.5,-1.8
45.0,Quentin Grimes,25.0,PHI,SG,17.0,2.0,539.0,0.446,0.529,0.38,0.551,0.847,0.609,0.369,0.554,95.0,96.0,106.0,101.0,107.0,104.0,130.0,132.0,2.8,11.6
46.0,Zach LaVine,30.0,SAC,SG,16.0,16.0,536.0,0.498,0.603,0.386,0.591,0.893,0.632,0.238,0.485,106.0,110.0,108.0,109.0,113.0,108.0,84.0,116.0,22.3,25.2
47.0,Rui Hachimura,27.0,LAL,PF,16.0,16.0,535.0,0.568,0.618,0.483,0.657,0.735,0.672,0.21,0.37,121.0,113.0,135.0,121.0,93.0,115.0,74.0,89.0,36.7,31.6
48.0,Karl-Anthony Towns,30.0,NYK,C,16.0,16.0,535.0,0.45,0.512,0.337,0.51,0.884,0.589,0.434,0.357,96.0,93.0,94.0,94.0,112.0,101.0,153.0,85.0,-17.7,3.6
49.0,Brandin Podziemski,22.0,GSW,SG,19.0,8.0,534.0,0.434,0.484,0.382,0.527,0.776,0.565,0.269,0.489,93.0,88.0,106.0,97.0,98.0,97.0,95.0,117.0,-6.0,-7.4
50.0,Jimmy Butler,36.0,GSW,SF,17.0,17.0,532.0,0.53,0.545,0.455,0.568,0.864,0.662,0.667,0.167,113.0,100.0,127.0,104.0,109.0,113.0,235.0,40.0,9.5,40.3
51.0,Devin Vassell,25.0,SAS,SG,16.0,16.0,531.0,0.405,0.459,0.364,0.508,0.828,0.534,0.149,0.564,86.0,84.0,101.0,93.0,105.0,92.0,52.0,135.0,-14.2,-20.3
52.0,Donte DiVincenzo,29.0,MIN,SG,17.0,17.0,530.0,0.416,0.513,0.388,0.566,0.867,0.609,0.26,0.775,89.0,94.0,108.0,104.0,110.0,104.0,92.0,185.0,7.8,10.1
53.0,Wendell Carter Jr.,26.0,ORL,C,18.0,18.0,529.0,0.54,0.591,0.449,0.62,0.81,0.671,0.46,0.358,115.0,108.0,125.0,114.0,103.0,115.0,162.0,86.0,20.9,28.9
54.0,RJ Barrett,25.0,TOR,SF,17.0,17.0,526.0,0.506,0.593,0.356,0.572,0.725,0.604,0.338,0.367,108.0,108.0,99.0,105.0,92.0,104.0,119.0,88.0,13.1,11.5
55.0,Dennis Schröder,32.0,SAC,PG,18.0,12.0,525.0,0.396,0.437,0.333,0.461,0.78,0.495,0.198,0.391,84.0,80.0,93.0,85.0,99.0,85.0,70.0,94.0,-34.2,-39.5
56.0,Onyeka Okongwu,25.0,ATL,C,18.0,7.0,524.0,0.522,0.6,0.414,0.609,0.772,0.638,0.275,0.42,111.0,109.0,115.0,112.0,98.0,109.0,97.0,101.0,26.8,25.3
57.0,Michael Porter Jr.,27.0,BRK,SF,16.0,16.0,521.0,0.483,0.593,0.362,0.569,0.833,0.607,0.25,0.479,103.0,108.0,101.0,105.0,106.0,104.0,88.0,115.0,14.6,15.1
58.0,Anthony Black,22.0,ORL,PG,19.0,4.0,516.0,0.489,0.569,0.348,0.552,0.694,0.583,0.341,0.363,104.0,104.0,97.0,101.0,88.0,100.0,120.0,87.0,3.0,-0.1
59.0,Jaden McDaniels,25.0,MIN,PF,16.0,16.0,513.0,0.531,0.566,0.446,0.596,0.854,0.628,0.214,0.292,113.0,103.0,124.0,110.0,108.0,108.0,75.0,70.0,20.1,19.0
60.0,A.J. Green,26.0,MIL,SG,18.0,18.0,511.0,0.473,0.5,0.47,0.686,0.762,0.698,0.163,0.907,101.0,91.0,131.0,126.0,97.0,120.0,57.0,217.0,36.6,31.8
61.0,Josh Giddey,23.0,CHI,PG,15.0,15.0,511.0,0.463,0.494,0.388,0.52,0.758,0.571,0.397,0.293,99.0,90.0,108.0,96.0,96.0,98.0,140.0,70.0,-11.2,-6.8
62.0,Cade Cunningham,24.0,DET,PG,14.0,14.0,509.0,0.444,0.509,0.284,0.485,0.821,0.545,0.351,0.291,95.0,93.0,79.0,89.0,104.0,93.0,124.0,70.0,-35.6,-26.7
63.0,Russell Westbrook,37.0,SAC,SF,18.0,12.0,508.0,0.435,0.482,0.379,0.522,0.633,0.54,0.237,0.459,93.0,88.0,106.0,96.0,80.0,93.0,84.0,110.0,-9.2,-19.6
64.0,Austin Reaves,27.0,LAL,SG,14.0,14.0,508.0,0.498,0.642,0.318,0.568,0.879,0.652,0.548,0.444,106.0,117.0,89.0,104.0,111.0,112.0,193.0,106.0,11.8,41.1
65.0,Kevin Durant,37.0,HOU,SF,14.0,14.0,505.0,0.485,0.532,0.364,0.536,0.88,0.608,0.418,0.276,103.0,97.0,101.0,98.0,111.0,104.0,148.0,66.0,-4.1,13.9
66.0,Gary Trent Jr.,27.0,MIL,SG,18.0,12.0,504.0,0.406,0.449,0.387,0.539,0.739,0.557,0.148,0.684,87.0,82.0,108.0,99.0,94.0,96.0,52.0,164.0,-1.7,-8.6
67.0,Nic Claxton,26.0,BRK,C,17.0,17.0,504.0,0.56,0.582,0.0,0.56,0.697,0.606,0.56,0.038,119.0,106.0,0.0,103.0,88.0,104.0,198.0,9.0,5.0,8.9
68.0,CJ McCollum,34.0,WAS,SG,17.0,17.0,504.0,0.436,0.45,0.421,0.538,0.788,0.568,0.208,0.484,93.0,82.0,117.0,99.0,100.0,97.0,73.0,116.0,-3.0,-8.3
69.0,Naji Marshall,28.0,DAL,SF,19.0,1.0,502.0,0.473,0.582,0.298,0.53,0.788,0.6,0.541,0.385,101.0,106.0,83.0,97.0,100.0,103.0,191.0,92.0,-4.0,6.3
70.0,Isaiah Hartenstein,27.0,OKC,C,18.0,18.0,500.0,0.676,0.696,0.0,0.676,0.659,0.685,0.317,0.029,144.0,127.0,0.0,124.0,83.0,117.0,112.0,7.0,36.7,32.3
71.0,Ajay Mitchell,23.0,OKC,SG,18.0,5.0,499.0,0.461,0.509,0.338,0.509,0.892,0.565,0.285,0.285,98.0,93.0,94.0,94.0,113.0,97.0,101.0,68.0,-16.1,-9.3
72.0,Andrew Wiggins,30.0,MIA,SF,15.0,15.0,496.0,0.481,0.545,0.365,0.546,0.649,0.56,0.178,0.356,103.0,99.0,102.0,100.0,82.0,96.0,63.0,85.0,0.7,-10.6
73.0,Nikola Vučević,35.0,CHI,C,16.0,16.0,490.0,0.495,0.549,0.407,0.572,0.786,0.59,0.131,0.379,106.0,100.0,114.0,105.0,100.0,101.0,46.0,91.0,12.1,3.0
74.0,Harrison Barnes,33.0,SAS,PF,16.0,16.0,487.0,0.53,0.66,0.452,0.672,0.9,0.703,0.224,0.627,113.0,120.0,126.0,123.0,114.0,121.0,79.0,150.0,34.2,35.3
75.0,Cason Wallace,22.0,OKC,SG,17.0,17.0,486.0,0.423,0.491,0.37,0.527,0.909,0.545,0.085,0.562,90.0,90.0,103.0,97.0,115.0,93.0,30.0,134.0,-4.5,-10.3
76.0,Jerami Grant,31.0,POR,PF,17.0,5.0,485.0,0.463,0.5,0.418,0.557,0.848,0.643,0.616,0.448,99.0,91.0,116.0,102.0,107.0,110.0,217.0,107.0,5.1,31.1
77.0,Herbert Jones,27.0,NOP,SF,16.0,16.0,484.0,0.39,0.417,0.362,0.479,0.739,0.503,0.163,0.489,83.0,76.0,101.0,88.0,94.0,86.0,58.0,117.0,-18.4,-24.3
78.0,Luka Dončić,26.0,LAL,PG,13.0,13.0,484.0,0.47,0.596,0.333,0.55,0.789,0.616,0.537,0.48,100.0,109.0,93.0,101.0,100.0,106.0,189.0,115.0,3.6,24.4
79.0,Jeremiah Fears,19.0,NOP,PG,18.0,16.0,482.0,0.457,0.488,0.367,0.504,0.782,0.541,0.237,0.259,97.0,89.0,102.0,93.0,99.0,93.0,84.0,62.0,-18.4,-21.8
80.0,Santi Aldama,25.0,MEM,PF,18.0,2.0,479.0,0.467,0.577,0.31,0.531,0.625,0.545,0.19,0.414,99.0,105.0,86.0,98.0,79.0,93.0,67.0,99.0,-5.5,-17.5
81.0,Jalen Brunson,29.0,NYK,PG,14.0,14.0,478.0,0.479,0.546,0.367,0.548,0.864,0.599,0.301,0.373,102.0,100.0,102.0,101.0,109.0,103.0,106.0,89.0,2.3,10.2
82.0,Jarace Walker,22.0,IND,PF,17.0,9.0,477.0,0.335,0.348,0.321,0.413,0.805,0.461,0.237,0.486,71.0,64.0,90.0,76.0,102.0,79.0,84.0,116.0,-45.2,-46.8
83.0,Cedric Coward,22.0,MEM,SG,18.0,5.0,476.0,0.464,0.538,0.384,0.556,0.875,0.609,0.313,0.48,99.0,98.0,107.0,102.0,111.0,104.0,110.0,115.0,4.2,10.5
84.0,Kyshawn George,22.0,WAS,SF,15.0,15.0,474.0,0.484,0.52,0.44,0.584,0.733,0.608,0.245,0.457,103.0,95.0,123.0,107.0,93.0,104.0,86.0,109.0,14.8,10.3
85.0,John Collins,28.0,LAC,PF,18.0,9.0,469.0,0.497,0.558,0.354,0.55,0.8,0.585,0.248,0.298,106.0,102.0,99.0,101.0,101.0,100.0,88.0,71.0,1.8,0.7
86.0,Kris Dunn,31.0,LAC,PG,18.0,12.0,466.0,0.5,0.567,0.39,0.574,0.75,0.595,0.185,0.38,107.0,103.0,109.0,106.0,95.0,102.0,65.0,91.0,6.5,2.8
87.0,Matas Buzelis,21.0,CHI,PF,17.0,17.0,465.0,0.464,0.533,0.368,0.541,0.86,0.582,0.235,0.415,99.0,97.0,103.0,99.0,109.0,100.0,83.0,99.0,-1.1,-0.5
88.0,Jaylen Wells,22.0,MEM,SG,18.0,18.0,464.0,0.389,0.488,0.301,0.469,0.667,0.491,0.189,0.531,83.0,89.0,84.0,86.0,84.0,84.0,67.0,127.0,-26.4,-35.1
89.0,Stephen Curry,37.0,GSW,PG,15.0,15.0,464.0,0.478,0.605,0.399,0.601,0.915,0.648,0.276,0.616,102.0,110.0,111.0,110.0,116.0,111.0,97.0,147.0,33.8,43.5
90.0,Jaren Jackson Jr.,26.0,MEM,C,16.0,16.0,463.0,0.468,0.535,0.342,0.528,0.806,0.574,0.307,0.349,100.0,98.0,95.0,97.0,102.0,98.0,108.0,83.0,-7.2,-4.7
91.0,Jabari Smith Jr.,22.0,HOU,PF,14.0,14.0,463.0,0.448,0.5,0.39,0.541,0.806,0.568,0.18,0.477,95.0,91.0,109.0,99.0,102.0,97.0,64.0,114.0,-1.2,-5.5
92.0,Noah Clowney,21.0,BRK,PF,17.0,11.0,462.0,0.399,0.568,0.33,0.516,0.794,0.575,0.412,0.712,85.0,104.0,92.0,95.0,101.0,99.0,145.0,170.0,-8.5,-2.8
93.0,Collin Gillespie,26.0,PHO,PG,18.0,0.0,459.0,0.424,0.448,0.411,0.559,0.826,0.58,0.135,0.659,90.0,82.0,114.0,103.0,105.0,99.0,48.0,158.0,5.0,-1.1
94.0,Draymond Green,35.0,GSW,PF,16.0,16.0,459.0,0.388,0.431,0.357,0.492,0.579,0.502,0.157,0.579,83.0,79.0,100.0,90.0,73.0,86.0,55.0,138.0,-12.7,-20.9
95.0,Jake LaRavia,24.0,LAL,PF,17.0,6.0,458.0,0.488,0.587,0.346,0.559,0.667,0.583,0.307,0.409,104.0,107.0,96.0,103.0,84.0,100.0,108.0,98.0,3.8,-0.2
96.0,Donovan Clingan,21.0,POR,C,18.0,18.0,457.0,0.5,0.652,0.255,0.549,0.818,0.584,0.229,0.382,107.0,119.0,71.0,101.0,104.0,100.0,81.0,91.0,1.3,0.1
97.0,Saddiq Bey,26.0,NOP,SF,17.0,9.0,457.0,0.422,0.494,0.356,0.514,0.659,0.537,0.237,0.52,90.0,90.0,99.0,95.0,83.0,92.0,84.0,124.0,-10.2,-17.8
98.0,Tristan Da Silva,24.0,ORL,SF,19.0,7.0,453.0,0.476,0.55,0.411,0.585,0.792,0.604,0.141,0.529,102.0,100.0,115.0,108.0,100.0,104.0,50.0,127.0,14.0,7.4
99.0,Sion James,23.0,CHO,SG,17.0,11.0,451.0,0.438,0.459,0.423,0.562,0.81,0.595,0.236,0.584,93.0,84.0,118.0,103.0,103.0,102.0,83.0,140.0,3.2,2.4
100.0,Terance Mann,29.0,BRK,SG,17.0,17.0,451.0,0.45,0.5,0.375,0.525,0.808,0.559,0.217,0.4,96.0,91.0,104.0,96.0,102.0,96.0,76.0,96.0,-4.6,-6.3
101.0,Kel'el Ware,21.0,MIA,C,18.0,14.0,449.0,0.524,0.571,0.404,0.581,0.795,0.611,0.235,0.283,112.0,104.0,113.0,107.0,101.0,105.0,83.0,68.0,12.4,10.4
102.0,Svi Mykhailiuk,28.0,UTA,SF,17.0,17.0,448.0,0.472,0.73,0.367,0.602,0.833,0.609,0.047,0.709,101.0,133.0,102.0,111.0,106.0,104.0,17.0,169.0,14.8,6.8
103.0,Cameron Johnson,29.0,DEN,SF,16.0,16.0,445.0,0.448,0.531,0.361,0.536,0.833,0.575,0.24,0.488,96.0,97.0,100.0,99.0,106.0,99.0,85.0,117.0,-2.0,-2.2
104.0,Kyle Kuzma,30.0,MIL,PF,17.0,8.0,443.0,0.494,0.582,0.288,0.537,0.772,0.58,0.328,0.299,105.0,106.0,80.0,99.0,98.0,99.0,116.0,71.0,-2.3,-1.2
105.0,Julian Champagnie,24.0,SAS,SF,16.0,11.0,442.0,0.409,0.516,0.375,0.551,0.765,0.585,0.268,0.756,87.0,94.0,104.0,101.0,97.0,100.0,94.0,181.0,1.8,0.4
106.0,Alex Sarr,20.0,WAS,C,15.0,15.0,442.0,0.523,0.569,0.354,0.561,0.653,0.577,0.221,0.216,111.0,104.0,99.0,103.0,83.0,99.0,78.0,52.0,7.4,-3.1
107.0,Moses Moody,23.0,GSW,SG,17.0,9.0,438.0,0.416,0.438,0.407,0.559,0.838,0.595,0.23,0.702,89.0,80.0,113.0,103.0,106.0,102.0,81.0,168.0,4.8,4.2
108.0,Deandre Ayton,27.0,LAL,C,15.0,15.0,438.0,0.696,0.696,,0.696,0.565,0.693,0.146,0.0,148.0,127.0,,128.0,72.0,119.0,51.0,0.0,48.1,36.9
109.0,Ben Sheppard,24.0,IND,SG,17.0,8.0,435.0,0.315,0.472,0.197,0.371,0.824,0.403,0.137,0.573,67.0,86.0,55.0,68.0,104.0,69.0,48.0,137.0,-42.9,-47.4
110.0,Peyton Watson,23.0,DEN,SF,17.0,7.0,435.0,0.508,0.57,0.4,0.581,0.733,0.605,0.242,0.363,108.0,104.0,111.0,107.0,93.0,104.0,85.0,87.0,9.1,6.0
111.0,Jalen Duren,22.0,DET,C,15.0,15.0,434.0,0.671,0.671,,0.671,0.757,0.714,0.677,0.0,143.0,122.0,,123.0,96.0,122.0,239.0,0.0,41.5,55.7
112.0,De'Andre Hunter,28.0,CLE,SF,15.0,15.0,434.0,0.453,0.58,0.33,0.537,0.855,0.588,0.305,0.507,97.0,106.0,92.0,99.0,108.0,101.0,108.0,121.0,-2.9,2.4
113.0,Derik Queen,21.0,NOP,C,18.0,6.0,428.0,0.486,0.522,0.125,0.491,0.779,0.549,0.393,0.092,104.0,95.0,35.0,90.0,99.0,94.0,139.0,22.0,-18.2,-13.7
114.0,Bub Carrington,20.0,WAS,PG,17.0,5.0,428.0,0.361,0.276,0.46,0.468,0.714,0.486,0.13,0.463,77.0,50.0,128.0,86.0,90.0,83.0,46.0,111.0,-16.5,-22.2
115.0,Norman Powell,32.0,MIA,SG,14.0,14.0,427.0,0.5,0.526,0.464,0.598,0.88,0.658,0.4,0.422,107.0,96.0,129.0,110.0,112.0,113.0,141.0,101.0,24.7,40.5
116.0,Collin Sexton,27.0,CHO,SG,16.0,10.0,426.0,0.469,0.517,0.373,0.531,0.863,0.599,0.408,0.33,100.0,94.0,104.0,98.0,109.0,103.0,144.0,79.0,-4.8,6.7
117.0,Anfernee Simons,26.0,BOS,SG,17.0,0.0,424.0,0.448,0.5,0.411,0.567,0.862,0.592,0.149,0.577,96.0,91.0,114.0,104.0,109.0,102.0,53.0,138.0,8.9,3.8
118.0,Pelle Larsson,24.0,MIA,SG,18.0,15.0,420.0,0.477,0.583,0.35,0.557,0.766,0.599,0.356,0.455,102.0,106.0,98.0,102.0,97.0,103.0,126.0,109.0,3.4,4.9
119.0,Jusuf Nurkić,31.0,UTA,C,17.0,12.0,420.0,0.424,0.495,0.185,0.445,0.575,0.472,0.339,0.229,90.0,90.0,52.0,82.0,73.0,81.0,120.0,55.0,-23.4,-30.2
120.0,Anthony Edwards,24.0,MIN,SG,13.0,13.0,420.0,0.475,0.544,0.382,0.556,0.833,0.609,0.35,0.428,101.0,99.0,106.0,102.0,106.0,104.0,124.0,102.0,6.3,15.0
121.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,418.0,0.497,0.622,0.343,0.574,0.789,0.606,0.255,0.45,106.0,113.0,96.0,105.0,100.0,104.0,90.0,108.0,8.9,7.7
122.0,Grayson Allen,30.0,PHO,SG,13.0,13.0,417.0,0.468,0.508,0.447,0.616,0.794,0.638,0.197,0.659,100.0,93.0,125.0,113.0,101.0,109.0,69.0,158.0,24.8,20.8
123.0,Naz Reid,26.0,MIN,C,17.0,0.0,416.0,0.458,0.552,0.362,0.547,0.696,0.56,0.121,0.495,98.0,101.0,101.0,101.0,88.0,96.0,43.0,118.0,1.3,-9.4
124.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,416.0,0.497,0.619,0.24,0.535,0.694,0.585,0.548,0.323,106.0,113.0,67.0,98.0,88.0,100.0,194.0,77.0,-2.7,0.6
125.0,Victor Wembanyama,22.0,SAS,C,12.0,12.0,416.0,0.502,0.558,0.345,0.548,0.857,0.609,0.38,0.262,107.0,102.0,96.0,101.0,109.0,104.0,134.0,63.0,1.5,13.1
126.0,Giannis Antetokounmpo,31.0,MIL,PF,13.0,13.0,414.0,0.629,0.639,0.5,0.647,0.636,0.662,0.532,0.073,134.0,117.0,139.0,119.0,81.0,113.0,188.0,17.0,51.1,48.0
127.0,Chet Holmgren,23.0,OKC,PF,14.0,14.0,412.0,0.562,0.682,0.339,0.621,0.836,0.663,0.325,0.349,120.0,124.0,94.0,114.0,106.0,114.0,115.0,83.0,26.1,30.6
