Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,4.2%,4.8%,6.2%,3.7%,4.7%
2,Cleveland,4.3%,3.4%,1.1%,4.5%,4.1%
3,LA Lakers,4.3%,2.3%,2.3%,4.1%,4.5%
4,Golden State,4.5%,5.2%,3.7%,4.8%,4.3%
5,New York,4.6%,2.4%,3.4%,4.9%,4.3%
6,Atlanta,4.7%,5.8%,8.4%,4.1%,5.1%
7,San Antonio,4.8%,7.8%,8.9%,4.2%,5.5%
8,Minnesota,4.8%,3.0%,3.8%,5.3%,4.4%
9,LA Clippers,4.9%,4.0%,4.9%,4.9%,4.9%
10,Indiana,5.0%,6.5%,5.1%,4.1%,5.7%
11,Denver,5.0%,3.5%,4.4%,4.1%,5.9%
12,Charlotte,5.0%,4.3%,4.7%,4.5%,5.4%
13,Phoenix,5.0%,4.9%,5.5%,4.8%,5.4%
14,Milwaukee,5.1%,7.9%,7.4%,4.6%,5.8%
15,Brooklyn,5.2%,4.5%,6.9%,5.6%,4.8%
16,Philadelphia,5.4%,2.9%,4.9%,5.0%,5.8%
17,Boston,5.4%,6.4%,8.0%,5.7%,5.0%
18,Detroit,5.5%,7.1%,7.5%,5.3%,5.5%
19,Houston,5.5%,5.7%,5.1%,6.1%,5.0%
20,Sacramento,5.5%,4.4%,5.8%,5.4%,5.6%
21,Memphis,5.8%,7.4%,9.3%,5.0%,6.8%
22,Miami,5.9%,5.4%,1.2%,5.4%,6.4%
23,Dallas,5.9%,5.9%,7.2%,6.0%,5.8%
24,Orlando,5.9%,5.6%,4.0%,4.9%,7.1%
25,Utah,6.2%,4.8%,5.1%,6.4%,5.9%
26,Chicago,6.2%,5.9%,6.1%,6.5%,5.9%
27,Portland,6.5%,7.4%,6.9%,6.6%,6.4%
28,Toronto,6.6%,6.8%,7.8%,6.1%,7.0%
29,Washington,6.7%,5.6%,7.1%,8.2%,5.6%
30,New Orleans,7.1%,6.2%,7.9%,6.5%,7.9%
