Rank,Team,2026,Last 3,Last 1,Home,Away
1,New York,2.211,2.05,1.733,2.224,2.196
2,Boston,2.194,2.484,1.846,2.716,1.726
3,Denver,2.142,2.095,2.286,2.471,1.885
4,Toronto,2.141,2.0,1.385,2.116,2.162
5,Miami,2.125,2.098,2.286,2.142,2.108
6,Memphis,2.075,2.425,2.375,2.148,2.0
7,Atlanta,2.064,2.657,1.737,1.807,2.227
8,Okla City,2.062,2.378,2.111,2.195,1.945
9,Chicago,2.0,1.8,1.706,2.089,1.929
10,Cleveland,1.9,2.075,2.25,1.831,2.0
11,Milwaukee,1.872,1.864,2.214,1.955,1.765
12,Sacramento,1.799,2.079,1.053,1.624,1.985
13,Detroit,1.794,1.705,1.538,1.609,1.978
14,Orlando,1.781,2.912,3.167,1.5,2.16
15,Utah,1.729,1.589,2.286,1.823,1.617
16,Philadelphia,1.718,1.6,1.048,1.743,1.682
17,San Antonio,1.705,1.744,1.889,1.901,1.431
18,Houston,1.705,1.69,2.4,1.92,1.577
19,Minnesota,1.674,1.185,1.563,1.635,1.707
20,Brooklyn,1.672,1.698,1.9,1.582,1.758
21,Golden State,1.671,2.2,1.563,2.314,1.381
22,LA Lakers,1.625,1.976,2.636,1.757,1.539
23,Indiana,1.622,1.523,1.111,1.759,1.517
24,Charlotte,1.603,1.477,0.882,1.551,1.657
25,Phoenix,1.587,1.432,1.471,1.508,1.698
26,Washington,1.567,1.935,2.308,1.609,1.541
27,New Orleans,1.552,1.766,2.267,1.585,1.504
28,LA Clippers,1.527,1.833,1.5,1.615,1.451
29,Portland,1.506,1.235,1.167,1.471,1.533
30,Dallas,1.411,1.543,1.375,1.402,1.433
