CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
1629638,Nickeil Alexander-Walker,1610612737,ATL,G,27.0,17,17,1.0,104,205,0.507,0.456,0.051
1631105,Jalen Duren,1610612765,DET,C,22.0,16,16,1.0,95,205,0.463,0.482,-0.018
1630552,Jalen Johnson,1610612737,ATL,F,23.0,17,17,1.0,92,202,0.455,0.464,-0.009
1630595,Cade Cunningham,1610612765,DET,G,24.0,15,15,1.0,86,201,0.428,0.458,-0.03
203994,Jusuf Nurkić,1610612762,UTA,C,31.0,17,17,1.0,99,200,0.495,0.514,-0.019
203471,Dennis Schröder,1610612758,SAC,G,32.0,18,18,1.0,96,199,0.482,0.474,0.008
1628404,Josh Hart,1610612752,NYK,G,30.0,16,16,1.0,95,197,0.482,0.465,0.017
1627751,Jakob Poeltl,1610612761,TOR,C,30.0,14,14,1.0,92,197,0.467,0.475,-0.008
1642366,Quinten Post,1610612744,GSW,C,25.0,20,20,1.0,89,197,0.452,0.477,-0.025
1631096,Chet Holmgren,1610612760,OKC,C-F,23.0,15,15,1.0,76,197,0.386,0.472,-0.087
1631221,Collin Gillespie,1610612756,PHX,G,26.0,19,19,1.0,91,197,0.462,0.45,0.012
1630541,Moses Moody,1610612744,GSW,G,23.0,18,18,1.0,87,196,0.444,0.458,-0.014
1629656,Quentin Grimes,1610612755,PHI,G,25.0,17,17,1.0,77,194,0.397,0.463,-0.066
1631222,Jake LaRavia,1610612747,LAL,F,24.0,17,17,1.0,90,192,0.469,0.468,0.001
201566,Russell Westbrook,1610612758,SAC,G,37.0,19,19,1.0,96,192,0.5,0.483,0.017
1642883,Sion James,1610612766,CHA,G,22.0,18,18,1.0,91,191,0.476,0.47,0.006
1628978,Donte DiVincenzo,1610612750,MIN,G,28.0,18,18,1.0,94,189,0.497,0.463,0.034
1628381,John Collins,1610612746,LAC,F-C,28.0,18,18,1.0,81,187,0.433,0.464,-0.031
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,15,15,1.0,95,186,0.511,0.48,0.031
203084,Harrison Barnes,1610612759,SAS,F,33.0,17,17,1.0,84,186,0.452,0.475,-0.024
1629060,Rui Hachimura,1610612747,LAL,F,27.0,16,16,1.0,99,185,0.535,0.464,0.071
201942,DeMar DeRozan,1610612758,SAC,G-F,36.0,19,19,1.0,102,185,0.551,0.491,0.06
1629675,Naz Reid,1610612750,MIN,C-F,26.0,18,18,1.0,79,184,0.429,0.463,-0.034
1631212,Peyton Watson,1610612743,DEN,G,23.0,17,17,1.0,86,184,0.467,0.456,0.011
1642377,Jaylen Wells,1610612763,MEM,F,22.0,19,19,1.0,88,183,0.481,0.465,0.016
1630572,Sandro Mamukelashvili,1610612761,TOR,F-C,26.0,18,18,1.0,78,183,0.426,0.458,-0.032
1629674,Neemias Queta,1610612738,BOS,C,26.0,16,16,1.0,79,182,0.434,0.488,-0.054
1641764,Brandin Podziemski,1610612744,GSW,G,22.0,20,20,1.0,86,182,0.473,0.466,0.007
1630559,Austin Reaves,1610612747,LAL,G,27.0,14,14,1.0,88,181,0.486,0.469,0.017
1642258,Zaccharie Risacher,1610612737,ATL,F,20.0,16,16,1.0,86,181,0.475,0.465,0.01
1630543,Isaiah Jackson,1610612754,IND,F,23.0,18,18,1.0,100,180,0.556,0.503,0.052
1629004,Svi Mykhailiuk,1610612762,UTA,G-F,28.0,17,17,1.0,75,180,0.417,0.469,-0.052
1630577,Julian Champagnie,1610612759,SAS,F,24.0,17,17,1.0,85,180,0.472,0.457,0.015
1642281,Jaylon Tyson,1610612739,CLE,G-F,22.0,14,14,1.0,83,179,0.464,0.468,-0.004
1626171,Bobby Portis,1610612749,MIL,F,30.0,18,18,1.0,96,179,0.536,0.485,0.051
1642263,Reed Sheppard,1610612745,HOU,G,21.0,16,16,1.0,81,179,0.453,0.453,0.0
1641708,Amen Thompson,1610612745,HOU,G-F,22.0,16,16,1.0,75,178,0.421,0.467,-0.046
1627734,Domantas Sabonis,1610612758,SAC,F-C,29.0,11,11,1.0,105,178,0.59,0.539,0.05
202710,Jimmy Butler III,1610612744,GSW,F,36.0,18,18,1.0,91,177,0.514,0.468,0.046
204001,Kristaps Porziņģis,1610612737,ATL,F-C,30.0,12,12,1.0,74,176,0.42,0.493,-0.072
1628989,Kevin Huerter,1610612741,CHI,G-F,27.0,16,16,1.0,84,174,0.483,0.466,0.017
1628973,Jalen Brunson,1610612752,NYK,G,29.0,15,15,1.0,82,173,0.474,0.459,0.015
1630202,Payton Pritchard,1610612738,BOS,G,27.0,18,18,1.0,75,173,0.434,0.466,-0.032
1630191,Isaiah Stewart,1610612765,DET,F-C,24.0,15,15,1.0,75,173,0.434,0.471,-0.037
1629111,Jock Landale,1610612763,MEM,C,30.0,19,19,1.0,87,173,0.503,0.488,0.015
1629611,Terance Mann,1610612751,BKN,G-F,29.0,17,17,1.0,76,172,0.442,0.462,-0.02
1629048,Goga Bitadze,1610612753,ORL,C-F,26.0,18,18,1.0,84,170,0.494,0.49,0.005
1629631,De'Andre Hunter,1610612739,CLE,F-G,27.0,15,15,1.0,91,168,0.542,0.491,0.051
1628398,Kyle Kuzma,1610612749,MIL,F,30.0,17,17,1.0,70,166,0.422,0.474,-0.053
1641767,Ben Sheppard,1610612754,IND,G,24.0,18,18,1.0,74,166,0.446,0.457,-0.011
1627739,Kris Dunn,1610612746,LAC,G,31.0,18,18,1.0,85,165,0.515,0.465,0.05
1628386,Jarrett Allen,1610612739,CLE,C,27.0,14,14,1.0,73,165,0.442,0.505,-0.063
1630643,Jay Huff,1610612754,IND,C,28.0,18,18,1.0,59,164,0.36,0.485,-0.126
1629234,Drew Eubanks,1610612758,SAC,F-C,28.0,19,19,1.0,84,163,0.515,0.502,0.013
1630170,Devin Vassell,1610612759,SAS,G-F,25.0,17,17,1.0,71,162,0.438,0.464,-0.025
1630230,Naji Marshall,1610612742,DAL,F,27.0,19,19,1.0,70,162,0.432,0.478,-0.046
1629655,Daniel Gafford,1610612742,DAL,F-C,27.0,13,13,1.0,76,161,0.472,0.491,-0.019
201939,Stephen Curry,1610612744,GSW,G,37.0,16,16,1.0,77,161,0.478,0.461,0.017
1631119,Jaylin Williams,1610612760,OKC,F,23.0,18,18,1.0,63,161,0.391,0.452,-0.061
1627741,Buddy Hield,1610612744,GSW,G,32.0,20,20,1.0,78,160,0.488,0.468,0.02
1629731,Dean Wade,1610612739,CLE,F-C,29.0,16,16,1.0,65,160,0.406,0.479,-0.073
201142,Kevin Durant,1610612745,HOU,F,37.0,14,14,1.0,62,159,0.39,0.462,-0.072
1628436,Luke Kornet,1610612759,SAS,C-F,30.0,10,10,1.0,60,158,0.38,0.48,-0.1
203924,Jerami Grant,1610612757,POR,F,31.0,18,18,1.0,78,158,0.494,0.477,0.017
1626156,D'Angelo Russell,1610612742,DAL,G,29.0,17,17,1.0,68,158,0.43,0.458,-0.028
1642271,Kyle Filipowski,1610612762,UTA,C,22.0,16,16,1.0,75,158,0.475,0.471,0.004
201950,Jrue Holiday,1610612757,POR,G,35.0,12,12,1.0,73,157,0.465,0.474,-0.009
1629661,Cameron Johnson,1610612743,DEN,F,29.0,16,16,1.0,70,156,0.449,0.466,-0.017
1641716,Jarace Walker,1610612754,IND,F,22.0,18,18,1.0,73,156,0.468,0.462,0.006
1629014,Anfernee Simons,1610612738,BOS,G,26.0,18,18,1.0,69,156,0.442,0.448,-0.006
1629008,Michael Porter Jr.,1610612751,BKN,F,27.0,16,16,1.0,82,156,0.526,0.478,0.048
1631094,Paolo Banchero,1610612753,ORL,F,23.0,12,12,1.0,72,155,0.465,0.469,-0.004
1630249,Vít Krejčí,1610612737,ATL,G,25.0,15,15,1.0,74,155,0.477,0.449,0.028
203500,Steven Adams,1610612745,HOU,C,32.0,14,14,1.0,67,155,0.432,0.493,-0.061
1628960,Grayson Allen,1610612756,PHX,G,30.0,13,13,1.0,72,155,0.465,0.447,0.018
1642264,Stephon Castle,1610612759,SAS,G,21.0,13,13,1.0,69,154,0.448,0.461,-0.013
1631101,Shaedon Sharpe,1610612757,POR,G,22.0,15,15,1.0,81,154,0.526,0.47,0.056
1631323,Simone Fontecchio,1610612748,MIA,F,29.0,18,18,1.0,62,154,0.403,0.452,-0.049
1630200,Tre Jones,1610612741,CHI,G,25.0,14,14,1.0,81,154,0.526,0.476,0.05
1629750,Javonte Green,1610612765,DET,G,32.0,18,18,1.0,73,153,0.477,0.473,0.004
1630529,Herbert Jones,1610612740,NOP,F,27.0,16,16,1.0,79,152,0.52,0.467,0.053
1641783,Tristan da Silva,1610612753,ORL,F,24.0,19,19,1.0,61,152,0.401,0.452,-0.051
1628389,Bam Adebayo,1610612748,MIA,C-F,28.0,12,12,1.0,62,151,0.411,0.467,-0.057
203501,Tim Hardaway Jr.,1610612743,DEN,G-F,33.0,17,17,1.0,65,151,0.43,0.452,-0.022
1630171,Isaac Okoro,1610612741,CHI,F-G,24.0,15,15,1.0,78,151,0.517,0.488,0.028
1628415,Dillon Brooks,1610612756,PHX,G-F,29.0,13,13,1.0,70,151,0.464,0.469,-0.005
1631165,Keon Ellis,1610612758,SAC,G,25.0,18,18,1.0,73,150,0.487,0.466,0.021
1642349,Ajay Mitchell,1610612760,OKC,G,23.0,19,19,1.0,53,150,0.353,0.439,-0.086
1630314,Brandon Williams,1610612742,DAL,G,26.0,17,17,1.0,68,150,0.453,0.45,0.004
1631107,Nikola Jović,1610612748,MIA,F,22.0,14,14,1.0,61,149,0.409,0.46,-0.051
1641796,Pelle Larsson,1610612748,MIA,G,24.0,17,17,1.0,61,149,0.409,0.446,-0.036
203507,Giannis Antetokounmpo,1610612749,MIL,F,30.0,13,13,1.0,58,149,0.389,0.493,-0.104
1641842,Ronald Holland II,1610612765,DET,F,20.0,18,18,1.0,68,148,0.459,0.458,0.001
1628366,Lonzo Ball,1610612739,CLE,G,28.0,15,15,1.0,62,148,0.419,0.47,-0.051
1631169,Josh Minott,1610612738,BOS,F,23.0,17,17,1.0,64,147,0.435,0.465,-0.029
1642345,Oso Ighodaro,1610612756,PHX,F,23.0,19,19,1.0,64,146,0.438,0.475,-0.036
1629018,Gary Trent Jr.,1610612749,MIL,G,26.0,18,18,1.0,69,146,0.473,0.459,0.014
1628378,Donovan Mitchell,1610612739,CLE,G,29.0,17,17,1.0,75,146,0.514,0.466,0.047
1630533,Ziaire Williams,1610612751,BKN,F,24.0,14,14,1.0,75,145,0.517,0.464,0.054
203932,Aaron Gordon,1610612743,DEN,F,30.0,13,13,1.0,55,145,0.379,0.475,-0.096
1630544,Tre Mann,1610612766,CHA,G,24.0,16,16,1.0,82,145,0.566,0.473,0.093
201144,Mike Conley,1610612750,MIN,G,38.0,18,18,1.0,65,145,0.448,0.451,-0.003
1630180,Saddiq Bey,1610612740,NOP,G-F,26.0,18,18,1.0,73,144,0.507,0.486,0.021
201143,Al Horford,1610612744,GSW,C-F,39.0,12,12,1.0,73,143,0.51,0.505,0.005
203935,Marcus Smart,1610612747,LAL,G,31.0,14,14,1.0,66,143,0.462,0.454,0.008
1626162,Kelly Oubre Jr.,1610612755,PHI,F-G,29.0,12,12,1.0,66,142,0.465,0.469,-0.005
1630172,Patrick Williams,1610612741,CHI,F,24.0,16,16,1.0,79,142,0.556,0.487,0.069
1629630,Ja Morant,1610612763,MEM,G,26.0,12,12,1.0,69,141,0.489,0.459,0.03
1628971,Bruce Brown,1610612743,DEN,G-F,29.0,17,17,1.0,66,140,0.471,0.451,0.02
1630696,Dru Smith,1610612748,MIA,G,27.0,18,18,1.0,60,140,0.429,0.45,-0.022
1630228,Jonathan Kuminga,1610612744,GSW,F,23.0,13,13,1.0,70,140,0.5,0.474,0.026
1631213,Tyrese Martin,1610612751,BKN,F,26.0,17,17,1.0,59,139,0.424,0.457,-0.032
1642346,Ryan Dunn,1610612756,PHX,F,22.0,16,16,1.0,55,139,0.396,0.465,-0.069
1642267,Bub Carrington,1610612764,WAS,G,20.0,17,17,1.0,71,137,0.518,0.471,0.047
1630591,Jalen Suggs,1610612753,ORL,G,24.0,14,14,1.0,65,136,0.478,0.456,0.022
1629640,Keldon Johnson,1610612759,SAS,F-G,26.0,17,17,1.0,54,135,0.4,0.467,-0.067
1630188,Jalen Smith,1610612741,CHI,F-C,25.0,17,17,1.0,63,134,0.47,0.484,-0.014
201572,Brook Lopez,1610612746,LAC,C,37.0,17,17,1.0,63,134,0.47,0.49,-0.02
1629652,Luguentz Dort,1610612760,OKC,G,26.0,13,13,1.0,63,134,0.47,0.46,0.01
1642848,Tre Johnson,1610612764,WAS,G,19.0,15,15,1.0,63,133,0.474,0.453,0.021
1631243,Mouhamed Gueye,1610612737,ATL,F,23.0,19,19,1.0,51,133,0.383,0.486,-0.102
1628379,Luke Kennard,1610612737,ATL,G,29.0,16,16,1.0,71,132,0.538,0.444,0.093
1642856,Egor Dëmin,1610612751,BKN,G,19.0,16,16,1.0,73,132,0.553,0.461,0.092
1641709,Ausar Thompson,1610612765,DET,G-F,22.0,14,14,1.0,60,132,0.455,0.463,-0.009
1629013,Landry Shamet,1610612752,NYK,G,28.0,14,14,1.0,64,132,0.485,0.455,0.03
1630175,Cole Anthony,1610612749,MIL,G,25.0,17,17,1.0,68,132,0.515,0.46,0.055
1642274,Yves Missi,1610612740,NOP,C,21.0,14,14,1.0,62,132,0.47,0.493,-0.024
1630162,Anthony Edwards,1610612750,MIN,G,24.0,14,14,1.0,61,132,0.462,0.471,-0.009
1629012,Collin Sexton,1610612766,CHA,G,26.0,17,17,1.0,64,131,0.489,0.468,0.02
1628384,OG Anunoby,1610612752,NYK,F-G,28.0,12,12,1.0,64,131,0.489,0.48,0.009
1629614,Andrew Nembhard,1610612754,IND,G-F,25.0,11,11,1.0,61,130,0.469,0.464,0.005
201587,Nicolas Batum,1610612746,LAC,G-F,36.0,18,18,1.0,65,130,0.5,0.462,0.038
1631246,Vince Williams Jr.,1610612763,MEM,G,25.0,14,14,1.0,59,129,0.457,0.468,-0.011
1630198,Isaiah Joe,1610612760,OKC,G,26.0,14,14,1.0,59,129,0.457,0.447,0.01
1631128,Christian Braun,1610612743,DEN,G,24.0,11,11,1.0,58,128,0.453,0.466,-0.012
1642846,Ace Bailey,1610612762,UTA,F,19.0,17,17,1.0,66,128,0.516,0.475,0.041
1630573,Sam Hauser,1610612738,BOS,F,27.0,18,18,1.0,59,128,0.461,0.46,0.001
203114,Khris Middleton,1610612764,WAS,F,34.0,13,13,1.0,54,128,0.422,0.477,-0.055
1630570,Trendon Watford,1610612755,PHI,G-F,25.0,14,14,1.0,59,128,0.461,0.463,-0.002
1630557,Corey Kispert,1610612764,WAS,F,26.0,17,17,1.0,52,127,0.409,0.461,-0.051
1642954,Will Richard,1610612744,GSW,G,22.0,16,16,1.0,62,127,0.488,0.469,0.019
1630568,Luka Garza,1610612738,BOS,C,26.0,16,16,1.0,64,127,0.504,0.494,0.01
1630174,Aaron Nesmith,1610612754,IND,G-F,26.0,11,11,1.0,60,125,0.48,0.47,0.01
203484,Kentavious Caldwell-Pope,1610612763,MEM,G,32.0,19,19,1.0,68,125,0.544,0.462,0.082
1627884,Derrick Jones Jr.,1610612746,LAC,F,28.0,13,13,1.0,46,124,0.371,0.479,-0.108
1641854,Craig Porter Jr.,1610612739,CLE,G,25.0,16,16,1.0,59,122,0.484,0.463,0.021
1630540,Miles McBride,1610612752,NYK,G,25.0,14,14,1.0,59,122,0.484,0.454,0.03
1630631,Jose Alvarado,1610612740,NOP,G,27.0,18,18,1.0,61,122,0.5,0.459,0.041
1627747,Caris LeVert,1610612765,DET,G,31.0,13,13,1.0,63,120,0.525,0.455,0.07
1630245,Ayo Dosunmu,1610612741,CHI,G,25.0,15,15,1.0,49,119,0.412,0.457,-0.045
1628370,Malik Monk,1610612758,SAC,G,27.0,16,16,1.0,58,119,0.487,0.449,0.038
1630173,Precious Achiuwa,1610612758,SAC,F,26.0,11,11,1.0,54,119,0.454,0.506,-0.053
1626181,Norman Powell,1610612748,MIA,G,32.0,14,14,1.0,61,118,0.517,0.464,0.053
1631200,Kris Murray,1610612757,POR,F,25.0,18,18,1.0,55,118,0.466,0.466,0.0
1628368,De'Aaron Fox,1610612759,SAS,G,27.0,9,9,1.0,47,117,0.402,0.459,-0.058
202685,Jonas Valančiūnas,1610612743,DEN,C,33.0,17,17,1.0,53,116,0.457,0.475,-0.018
203903,Jordan Clarkson,1610612752,NYK,G,33.0,17,17,1.0,57,115,0.496,0.461,0.035
1630241,Sam Merrill,1610612739,CLE,G,29.0,12,12,1.0,49,115,0.426,0.477,-0.05
1642363,Nique Clifford,1610612758,SAC,G,23.0,15,15,1.0,51,113,0.451,0.468,-0.017
1642347,Jamal Shead,1610612761,TOR,G,23.0,19,19,1.0,53,113,0.469,0.444,0.025
1629627,Zion Williamson,1610612740,NOP,F,25.0,9,9,1.0,55,111,0.495,0.474,0.021
1629006,Josh Okogie,1610612745,HOU,G,27.0,16,16,1.0,59,111,0.532,0.459,0.073
1628963,Marvin Bagley III,1610612764,WAS,F,26.0,14,14,1.0,46,111,0.414,0.501,-0.086
1642266,Ja'Kobe Walter,1610612761,TOR,G,21.0,16,16,1.0,52,111,0.468,0.456,0.012
1629637,Jaxson Hayes,1610612747,LAL,C-F,25.0,14,14,1.0,48,111,0.432,0.481,-0.049
1630208,Nick Richards,1610612756,PHX,C,27.0,19,19,1.0,55,109,0.505,0.476,0.028
1630163,LaMelo Ball,1610612766,CHA,G,24.0,11,11,1.0,65,109,0.596,0.468,0.129
1630549,Day'Ron Sharpe,1610612751,BKN,C,24.0,16,16,1.0,53,109,0.486,0.478,0.008
1630692,Jordan Goodwin,1610612756,PHX,G,27.0,16,16,1.0,56,109,0.514,0.449,0.064
1641711,Gradey Dick,1610612761,TOR,G-F,22.0,18,18,1.0,53,108,0.491,0.442,0.049
1641775,Jordan Walsh,1610612738,BOS,G,21.0,12,12,1.0,42,106,0.396,0.471,-0.074
1642285,Cam Spencer,1610612763,MEM,G,25.0,19,19,1.0,60,106,0.566,0.461,0.105
202691,Klay Thompson,1610612742,DAL,G,35.0,18,18,1.0,38,106,0.358,0.454,-0.096
1642867,Collin Murray-Boyles,1610612761,TOR,F,20.0,14,14,1.0,57,105,0.543,0.469,0.074
1630811,Keaton Wallace,1610612737,ATL,G,26.0,17,17,1.0,52,104,0.5,0.451,0.049
1641737,Adem Bona,1610612755,PHI,F,22.0,12,12,1.0,42,103,0.408,0.484,-0.076
1630526,Jeremiah Robinson-Earl,1610612754,IND,F,25.0,13,13,1.0,61,102,0.598,0.458,0.14
1631230,Dominick Barlow,1610612755,PHI,F,22.0,8,8,1.0,44,102,0.431,0.477,-0.046
1641722,Jordan Hawkins,1610612740,NOP,G,23.0,16,16,1.0,54,99,0.545,0.44,0.106
1642261,Dalton Knecht,1610612747,LAL,F,24.0,14,14,1.0,47,98,0.48,0.456,0.023
202699,Tobias Harris,1610612765,DET,F,33.0,9,9,1.0,32,97,0.33,0.463,-0.133
1641740,Jaylen Clark,1610612750,MIN,G,24.0,15,15,1.0,38,96,0.396,0.445,-0.05
1627780,Gary Payton II,1610612744,GSW,G,32.0,18,18,1.0,44,96,0.458,0.48,-0.022
1642348,Justin Edwards,1610612755,PHI,F,21.0,14,14,1.0,56,95,0.589,0.475,0.115
203992,Bogdan Bogdanović,1610612746,LAC,G,33.0,9,9,1.0,41,94,0.436,0.464,-0.028
1642383,Walter Clayton Jr.,1610612762,UTA,G,22.0,13,13,1.0,38,93,0.409,0.458,-0.05
1627936,Alex Caruso,1610612760,OKC,G,31.0,14,14,1.0,44,91,0.484,0.468,0.016
1631218,Trayce Jackson-Davis,1610612744,GSW,F,25.0,11,11,1.0,41,90,0.456,0.461,-0.005
