Rank,Team,2026,Last 3,Last 1,Home,Away
1,Charlotte,13.6%,12.9%,12.4%,13.8%,13.5%
2,Memphis,13.7%,9.7%,7.0%,14.7%,12.6%
3,New Orleans,15.5%,13.2%,9.0%,14.4%,17.0%
4,Philadelphia,15.5%,13.8%,16.0%,16.7%,13.9%
5,Houston,15.6%,17.1%,18.0%,15.1%,15.9%
6,LA Lakers,15.9%,14.6%,17.8%,17.9%,14.5%
7,San Antonio,16.0%,11.2%,18.6%,14.2%,18.4%
8,LA Clippers,16.0%,15.6%,16.3%,17.8%,14.6%
9,Sacramento,16.0%,15.0%,12.5%,17.2%,14.9%
10,Brooklyn,16.1%,13.9%,9.7%,15.4%,16.7%
11,Utah,16.1%,14.0%,9.7%,17.5%,14.4%
12,Golden State,16.4%,15.5%,14.4%,14.9%,17.3%
13,Miami,16.5%,11.8%,8.7%,15.6%,17.4%
14,Denver,16.6%,13.6%,11.3%,17.1%,16.2%
15,New York,16.7%,19.2%,17.8%,14.8%,18.8%
16,Chicago,16.9%,18.5%,16.8%,16.9%,16.9%
17,Atlanta,17.0%,16.2%,12.9%,18.2%,16.3%
18,Orlando,17.1%,16.3%,19.4%,16.5%,17.8%
19,Dallas,17.3%,18.9%,16.0%,17.1%,17.8%
20,Okla City,17.4%,18.3%,21.0%,18.8%,16.3%
21,Washington,17.5%,17.9%,10.6%,18.4%,16.9%
22,Phoenix,17.7%,16.1%,8.0%,18.5%,16.7%
23,Cleveland,18.2%,18.2%,10.9%,19.7%,16.2%
24,Portland,18.3%,15.6%,19.1%,17.8%,18.7%
25,Minnesota,18.6%,22.7%,26.5%,16.7%,20.1%
26,Milwaukee,18.7%,16.6%,17.0%,17.5%,20.3%
27,Toronto,19.2%,17.8%,14.7%,17.2%,20.9%
28,Indiana,20.0%,21.2%,22.7%,19.8%,20.2%
29,Detroit,20.2%,16.3%,17.9%,20.0%,20.3%
30,Boston,20.5%,17.4%,25.4%,19.2%,22.2%
