TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1611661330,Atlanta Dream,44,30,14,0.682,1765.0,1323,2984,0.443,421,1248,0.337,645,821,0.786,390,1219,1609,942,552.0,299,198,158,696,750,3712,334.0,1,2,20,5,3,6,6,28,3,2,28,7,4,17,3,1,1,3,32,11,4,33,31,8,5,3
1610612737,Atlanta Hawks,24,15,9,0.625,1114.0,993,2056,0.483,309,841,0.367,416,537,0.775,243,749,992,676,360.0,214,130,107,504,490,2711,45.0,23,17,7,11,30,18,25,3,23,27,7,38,37,22,38,25,31,17,11,25,18,9,10,34,22,23
1610612738,Boston Celtics,23,14,9,0.609,1064.0,926,2049,0.452,332,957,0.347,352,457,0.77,298,706,1004,548,287.0,199,121,114,538,460,2536,135.0,33,19,7,15,37,32,27,24,14,15,22,41,43,26,21,35,29,36,1,33,26,14,16,42,36,9
1610612751,Brooklyn Nets,22,4,18,0.182,1016.0,789,1816,0.434,277,851,0.325,449,587,0.765,247,617,864,505,344.0,163,82,99,497,513,2304,-197.0,38,41,32,41,41,43,43,36,31,26,38,31,32,29,35,43,43,42,5,43,43,4,8,33,43,37
1610612766,Charlotte Hornets,24,10,14,0.417,1109.0,932,2043,0.456,327,931,0.351,477,595,0.802,287,773,1060,593,382.0,165,108,107,457,547,2668,-15.0,23,31,20,29,32,30,29,21,18,18,18,25,30,10,26,21,21,25,17,42,35,9,3,25,29,25
1610612741,Chicago Bulls,22,12,10,0.545,1026.0,900,1916,0.47,300,815,0.368,447,564,0.793,225,744,969,609,359.0,177,119,120,481,485,2547,-83.0,38,26,11,19,38,36,38,12,24,32,6,32,35,14,40,27,39,24,10,37,29,20,5,37,35,29
1611661329,Chicago Sky,44,10,34,0.227,1760.0,1234,2903,0.425,293,889,0.33,574,752,0.763,430,1131,1561,850,745.0,266,184,243,782,734,3335,-442.0,1,31,42,38,10,10,10,40,26,22,35,11,11,30,2,5,2,10,43,15,6,43,38,10,13,42
1610612739,Cleveland Cavaliers,24,14,10,0.583,1117.0,960,2128,0.451,336,1014,0.331,458,606,0.756,323,719,1042,612,361.0,223,133,106,544,552,2714,86.0,23,19,11,17,26,24,20,25,13,11,34,30,28,36,15,33,25,23,12,20,16,8,18,22,21,16
1611661323,Connecticut Sun,44,11,33,0.25,1765.0,1215,2951,0.412,271,896,0.302,636,802,0.793,376,1026,1402,765,615.0,345,161,168,863,772,3337,-445.0,1,28,41,37,3,12,9,42,34,21,43,8,8,13,7,13,12,13,38,3,9,35,43,6,12,43
1610612742,Dallas Mavericks,24,7,17,0.292,1127.0,886,2042,0.434,261,820,0.318,447,604,0.74,259,809,1068,536,394.0,188,154,118,498,534,2480,-121.0,23,39,28,36,23,38,30,37,39,31,40,32,29,39,33,19,20,37,21,36,11,18,9,28,39,33
1611661321,Dallas Wings,44,10,34,0.227,1765.0,1328,3143,0.423,289,950,0.304,649,809,0.802,442,1115,1557,888,610.0,323,175,207,833,775,3594,-277.0,1,31,42,38,3,5,1,41,28,16,42,6,6,9,1,8,3,8,37,8,7,41,42,5,9,41
1610612743,Denver Nuggets,22,15,7,0.682,1021.0,924,1874,0.493,269,736,0.365,444,550,0.807,257,740,997,587,316.0,171,93,94,448,471,2561,181.0,38,17,4,5,40,34,40,1,36,41,8,34,36,7,34,28,30,28,3,40,40,1,1,41,34,4
1610612765,Detroit Pistons,23,18,5,0.783,1069.0,941,1980,0.475,259,728,0.356,474,644,0.736,296,727,1023,581,352.0,221,145,121,549,549,2615,141.0,33,11,2,2,35,28,35,5,40,42,12,26,20,42,24,30,27,31,7,21,12,22,21,23,31,8
1611661331,Golden State Valkyries,44,23,21,0.523,1765.0,1167,2867,0.407,427,1314,0.325,659,809,0.815,384,1170,1554,815,623.0,301,126,182,772,781,3420,61.0,1,7,36,22,3,13,12,43,1,1,39,5,6,5,5,3,4,12,40,10,21,39,37,4,10,20
1610612744,Golden State Warriors,28,14,14,0.5,1285.0,1013,2295,0.441,397,1147,0.346,555,694,0.8,313,840,1153,689,493.0,278,125,115,597,600,2978,-11.0,14,19,20,25,14,17,16,30,7,5,23,12,15,11,19,17,16,16,30,14,23,15,30,15,16,24
1610612745,Houston Rockets,21,13,8,0.619,985.0,871,1867,0.467,241,642,0.375,425,575,0.739,339,649,988,498,333.0,217,113,121,448,488,2408,134.0,43,24,5,12,43,39,41,14,43,43,3,37,34,40,11,42,33,43,4,24,32,22,1,35,41,11
1611661325,Indiana Fever,44,24,20,0.545,1765.0,1380,3025,0.456,365,1056,0.346,609,791,0.77,389,1081,1470,906,615.0,339,121,173,820,838,3734,148.0,1,6,35,19,3,2,3,20,9,9,24,10,9,27,4,11,9,7,38,5,26,37,41,2,3,7
1610612754,Indiana Pacers,23,5,18,0.217,1074.0,863,2011,0.429,264,841,0.314,493,639,0.772,278,692,970,534,349.0,171,121,102,545,546,2483,-227.0,33,40,32,40,33,40,32,39,38,27,41,23,23,24,28,39,38,38,6,40,26,7,19,26,38,38
1610612746,LA Clippers,23,8,15,0.348,1073.998333,863,1866,0.462,287,824,0.348,432,527,0.82,224,691,915,522,384.0,204,110,100,467,476,2445,-110.0,33,38,24,35,34,40,42,16,29,30,20,36,38,3,41,40,41,40,18,30,33,5,4,39,40,31
1611661319,Las Vegas Aces,44,30,14,0.682,1760.0,1305,2975,0.439,400,1138,0.351,670,813,0.824,356,1118,1474,861,572.0,329,216,113,730,758,3680,128.0,1,2,20,5,10,8,7,34,6,6,17,4,5,2,9,7,8,9,34,7,2,12,34,7,6,12
1610612747,Los Angeles Lakers,25,16,9,0.64,1136.0,957,1983,0.483,269,806,0.334,503,659,0.763,246,746,992,584,407.0,229,109,95,523,573,2686,46.0,18,15,7,9,22,26,34,4,36,33,31,20,17,31,36,26,31,30,23,19,34,2,12,20,24,22
1611661320,Los Angeles Sparks,44,21,23,0.477,1775.0,1349,2952,0.457,380,1127,0.337,691,898,0.769,351,1113,1464,911,660.0,319,136,207,742,805,3769,-113.0,1,10,39,26,1,4,8,19,8,7,29,1,2,28,10,10,10,6,41,9,14,41,35,3,2,32
1610612763,Memphis Grizzlies,27,10,17,0.37,1237.0,1017,2333,0.436,343,1019,0.337,521,646,0.807,314,848,1162,711,411.0,210,122,143,596,575,2898,-66.0,15,31,28,32,16,16,14,35,11,10,30,18,19,8,18,16,15,15,27,27,25,28,29,18,17,28
1610612748,Miami Heat,27,17,10,0.63,1237.0,1087,2309,0.471,317,885,0.358,554,708,0.782,264,902,1166,713,424.0,234,129,146,571,602,3045,75.0,15,13,11,10,16,15,15,11,20,23,11,13,12,19,30,14,14,14,28,18,19,31,26,14,14,18
