TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612749,Milwaukee Bucks,24,9,15,0.375,1122.0,973,2055,0.473,354,913,0.388,352,491,0.717,200,725,925,617,354.0,195,117,116,547,476,2652,-85.0,23,36,24,31,24,21,26,8,10,20,1,41,41,43,43,32,40,22,8,34,31,16,20,39,30,30
1611661324,Minnesota Lynx,44,34,10,0.773,1765.0,1414,2997,0.472,422,1116,0.378,537,707,0.76,376,1128,1504,1026,571.0,361,211,124,704,720,3787,414.0,1,1,11,3,3,1,5,9,2,8,2,16,13,33,7,6,6,1,33,2,3,24,32,13,1,1
1610612750,Minnesota Timberwolves,23,14,9,0.609,1069.0,927,1951,0.475,293,795,0.369,463,616,0.752,260,727,987,571,366.0,218,133,100,537,533,2610,119.0,33,19,7,15,35,31,36,6,26,34,5,29,26,38,32,30,34,33,14,22,16,5,15,29,32,13
1610612740,New Orleans Pelicans,24,3,21,0.125,1122.0,922,2092,0.441,254,766,0.332,464,613,0.757,324,703,1027,518,396.0,218,91,167,527,537,2562,-258.0,23,43,36,43,24,35,23,32,41,39,33,28,27,35,14,37,26,41,22,22,42,34,13,27,33,39
1610612752,New York Knicks,22,12,10,0.545,1016.0,894,1945,0.46,310,885,0.35,393,509,0.772,289,683,972,565,315.0,176,100,96,486,479,2491,72.0,38,26,11,19,41,37,37,18,22,23,19,40,40,23,25,41,37,34,2,38,38,3,6,38,37,19
1611661313,New York Liberty,44,27,17,0.614,1760.0,1303,2875,0.453,419,1180,0.355,688,822,0.837,297,1184,1481,960,608.0,336,192,144,714,740,3713,179.0,1,4,28,13,10,9,11,23,4,4,13,2,3,1,22,2,7,2,36,6,5,30,33,9,4,6
1610612760,Oklahoma City Thunder,27,23,4,0.852,1252.0,1089,2293,0.475,329,945,0.348,525,642,0.818,263,879,1142,651,384.0,297,135,113,594,595,3032,338.0,15,7,1,1,15,14,17,7,17,17,21,17,22,4,31,15,17,20,18,12,15,12,28,17,15,2
1610612753,Orlando Magic,24,11,13,0.458,1117.0,926,2006,0.462,271,790,0.343,551,682,0.808,282,763,1045,575,381.0,205,126,120,538,548,2674,51.0,23,28,18,27,26,32,33,17,34,35,25,14,16,6,27,22,24,32,16,29,21,20,16,24,26,21
1610612755,Philadelphia 76ers,25,13,12,0.52,1145.998333,939,2098,0.448,297,837,0.355,494,633,0.78,297,751,1048,560,393.0,195,157,127,531,573,2669,-46.0,18,24,17,24,20,29,22,27,25,29,14,22,24,20,22,24,23,35,20,34,10,26,14,20,28,27
1611661317,Phoenix Mercury,44,27,17,0.614,1760.0,1308,3018,0.433,414,1217,0.34,613,782,0.784,382,1143,1525,921,594.0,344,164,169,782,722,3643,118.0,1,4,28,13,10,7,4,38,5,3,27,9,10,18,6,4,5,5,35,4,8,36,38,12,7,14
1610612756,Phoenix Suns,24,14,10,0.583,1117.0,968,2082,0.465,341,915,0.373,397,511,0.777,316,706,1022,591,409.0,261,107,116,559,486,2674,82.0,23,19,11,17,26,22,24,15,12,19,4,39,39,21,16,35,28,26,25,16,36,16,24,36,26,17
1610612757,Portland Trail Blazers,24,11,13,0.458,1117.0,950,2153,0.441,325,989,0.329,499,631,0.791,332,718,1050,590,408.0,208,128,148,552,574,2724,-26.0,23,28,18,27,26,27,19,31,19,13,37,21,25,16,13,34,22,27,24,28,20,32,22,19,20,26
1610612758,Sacramento Kings,25,10,15,0.4,1157.0,984,2102,0.468,272,769,0.354,438,577,0.759,228,753,981,626,368.0,211,93,110,521,523,2678,-166.0,18,31,24,30,18,20,21,13,33,38,16,35,33,34,39,23,36,21,15,26,40,11,11,31,25,35
1610612759,San Antonio Spurs,25,17,8,0.68,1143.0,963,2044,0.471,316,877,0.36,469,590,0.795,268,819,1087,586,410.0,202,125,119,554,527,2711,135.0,18,13,5,8,21,23,28,10,21,25,10,27,31,12,29,18,19,29,26,32,23,19,23,30,22,9
1611661328,Seattle Storm,44,23,21,0.523,1770.0,1370,3044,0.45,332,971,0.342,542,703,0.771,303,1058,1361,938,539.0,373,223,186,751,731,3614,90.0,1,7,36,22,2,3,2,26,14,14,26,15,14,25,20,12,13,4,31,1,1,40,36,11,8,15
1610612761,Toronto Raptors,24,18,6,0.75,1111.983333,988,2041,0.484,273,771,0.354,490,643,0.762,246,738,984,664,355.0,242,103,136,565,522,2739,180.0,23,11,3,4,31,19,31,2,32,37,15,24,21,32,36,29,35,18,9,17,37,27,25,32,19,5
1610612762,Utah Jazz,25,9,16,0.36,1153.0,958,2168,0.442,330,990,0.333,519,655,0.792,316,780,1096,655,431.0,204,95,143,573,598,2765,-139.0,18,36,27,34,19,25,18,29,16,12,32,19,18,15,16,20,18,19,29,30,39,28,27,16,18,34
1611661322,Washington Mystics,44,16,28,0.364,1765.0,1230,2801,0.439,248,754,0.329,686,910,0.754,338,1115,1453,846,672.0,286,140,173,800,863,3394,-195.0,1,15,40,33,3,11,13,33,42,40,36,3,1,37,12,8,11,11,42,13,13,37,40,1,11,36
1610612764,Washington Wizards,22,4,18,0.182,1025.983333,862,1890,0.456,279,772,0.361,350,474,0.738,216,696,912,523,363.0,175,119,124,496,412,2353,-270.0,38,41,32,41,39,42,39,22,30,36,9,43,42,41,42,38,42,39,13,39,29,24,7,43,42,40
