Rank,Team,2026,Last 3,Last 1,Home,Away
1,LA Lakers,3.6,2.0,2.0,3.4,3.7
2,Okla City,3.8,4.0,5.0,3.3,4.2
3,Golden State,3.9,4.7,3.0,4.3,3.7
4,Cleveland,3.9,3.0,1.0,4.0,3.9
5,LA Clippers,4.1,3.3,4.0,4.0,4.2
6,San Antonio,4.1,7.0,9.0,3.6,4.9
7,Atlanta,4.2,5.3,8.0,3.6,4.5
8,Minnesota,4.2,2.7,3.0,4.6,3.8
9,New York,4.2,2.0,3.0,4.6,3.9
10,Denver,4.4,3.0,4.0,3.8,5.0
10,Brooklyn,4.4,3.7,6.0,4.9,4.0
12,Charlotte,4.4,3.7,4.0,3.9,5.0
13,Milwaukee,4.5,7.0,7.0,4.0,5.1
14,Phoenix,4.5,4.3,5.0,4.2,5.0
15,Indiana,4.6,5.3,4.0,3.8,5.2
16,Philadelphia,4.8,2.7,4.0,4.4,5.4
17,Detroit,4.9,6.0,7.0,5.0,4.8
18,Sacramento,4.9,4.0,5.0,4.9,4.9
19,Boston,5.0,5.7,7.0,5.4,4.5
20,Houston,5.1,5.3,5.0,5.7,4.6
21,Orlando,5.2,5.3,4.0,4.1,6.3
22,Dallas,5.2,5.3,7.0,5.2,5.2
23,Memphis,5.3,7.0,9.0,4.5,6.2
24,Miami,5.5,5.0,1.0,5.1,5.9
25,Chicago,5.6,5.3,5.0,5.9,5.4
25,Utah,5.6,4.3,5.0,6.0,5.3
27,Toronto,5.8,6.0,7.0,5.3,6.2
28,Portland,6.1,6.3,6.0,6.1,6.0
29,Washington,6.1,5.0,6.0,7.6,5.0
30,New Orleans,6.4,6.0,8.0,5.9,7.0
