Rank,Team,2026,Last 3,Last 1,Home,Away
1,Denver,1.203,1.208,1.264,1.204,1.201
2,Houston,1.19,1.126,1.093,1.211,1.174
3,New York,1.173,1.207,1.241,1.212,1.129
4,Okla City,1.167,1.229,1.11,1.165,1.168
5,Boston,1.152,1.212,1.161,1.194,1.099
6,Orlando,1.149,1.316,1.329,1.121,1.181
7,LA Lakers,1.148,1.209,1.352,1.191,1.118
8,Toronto,1.146,1.064,0.934,1.145,1.147
9,San Antonio,1.145,1.142,1.1,1.164,1.118
10,Detroit,1.141,1.186,1.132,1.127,1.152
11,Minnesota,1.136,1.03,1.031,1.136,1.136
12,Phoenix,1.131,1.059,1.119,1.14,1.119
13,Cleveland,1.126,1.112,0.962,1.123,1.129
14,Chicago,1.126,1.072,1.151,1.135,1.117
15,Atlanta,1.124,1.123,1.071,1.089,1.144
16,Miami,1.123,1.077,1.038,1.102,1.146
17,Philadelphia,1.119,1.051,0.95,1.116,1.124
18,Charlotte,1.116,1.08,0.971,1.115,1.117
19,Milwaukee,1.112,1.064,1.009,1.155,1.054
20,LA Clippers,1.111,1.187,1.181,1.148,1.082
21,Portland,1.11,1.026,0.975,1.081,1.131
22,Golden State,1.106,1.171,1.051,1.171,1.064
23,Utah,1.101,1.046,1.093,1.166,1.023
24,Memphis,1.085,1.151,1.212,1.113,1.055
25,Brooklyn,1.083,1.101,1.047,1.068,1.096
26,New Orleans,1.078,1.15,1.167,1.089,1.064
27,Washington,1.069,1.139,1.251,1.053,1.08
28,Sacramento,1.063,1.104,0.999,1.037,1.086
29,Indiana,1.028,1.029,0.915,1.069,0.994
30,Dallas,1.019,1.023,0.967,1.033,0.989
