Rank,Team,2026,Last 3,Last 1,Home,Away
1,Memphis,0.725,0.735,0.731,0.721,0.73
2,Utah,0.72,0.712,0.681,0.731,0.705
3,Atlanta,0.71,0.715,0.767,0.701,0.715
4,Golden State,0.695,0.698,0.714,0.698,0.692
5,Chicago,0.685,0.664,0.674,0.682,0.687
6,Toronto,0.679,0.644,0.514,0.667,0.69
7,Miami,0.678,0.667,0.821,0.677,0.68
8,New York,0.668,0.594,0.52,0.655,0.683
9,Brooklyn,0.656,0.658,0.576,0.652,0.66
10,Denver,0.654,0.672,0.696,0.689,0.622
11,Cleveland,0.646,0.669,0.75,0.641,0.653
12,Charlotte,0.633,0.565,0.429,0.642,0.624
13,Orlando,0.628,0.669,0.704,0.602,0.656
14,Sacramento,0.627,0.608,0.5,0.631,0.624
15,Milwaukee,0.626,0.678,0.775,0.615,0.644
16,Philadelphia,0.62,0.65,0.595,0.632,0.602
17,Washington,0.619,0.679,0.625,0.602,0.631
18,San Antonio,0.619,0.562,0.415,0.678,0.532
19,Phoenix,0.616,0.534,0.595,0.586,0.658
20,LA Lakers,0.616,0.601,0.58,0.603,0.626
21,Dallas,0.615,0.628,0.579,0.619,0.604
22,Indiana,0.613,0.604,0.571,0.61,0.616
23,Detroit,0.613,0.586,0.541,0.613,0.612
24,Minnesota,0.609,0.571,0.758,0.608,0.61
25,LA Clippers,0.606,0.616,0.571,0.636,0.58
26,Portland,0.603,0.589,0.568,0.615,0.595
27,Okla City,0.6,0.657,0.5,0.638,0.566
28,New Orleans,0.585,0.601,0.68,0.593,0.574
29,Boston,0.579,0.579,0.632,0.585,0.57
30,Houston,0.575,0.577,0.615,0.547,0.598
