Rank,Team,2026,Last 3,Last 1,Home,Away
1,LA Lakers,62.2%,65.8%,63.8%,65.4%,59.8%
2,Denver,58.6%,56.0%,50.0%,59.3%,57.9%
3,Okla City,58.2%,59.3%,56.4%,61.1%,55.9%
4,San Antonio,58.0%,51.2%,44.1%,58.9%,56.8%
5,Cleveland,56.9%,59.3%,56.4%,59.0%,54.1%
6,Atlanta,56.8%,55.8%,53.8%,53.4%,58.8%
7,Toronto,56.8%,51.2%,46.9%,54.2%,59.0%
8,LA Clippers,55.6%,57.8%,63.0%,58.6%,53.4%
9,Detroit,55.6%,56.1%,45.6%,53.7%,57.2%
10,Minnesota,55.6%,47.6%,37.2%,56.7%,54.7%
11,Orlando,55.5%,58.6%,61.2%,54.9%,56.1%
12,New York,55.5%,63.3%,58.7%,52.8%,58.4%
13,Milwaukee,55.0%,51.7%,49.1%,57.4%,51.7%
14,Boston,54.9%,56.1%,40.9%,56.5%,52.6%
15,Miami,54.8%,56.6%,59.2%,54.5%,55.3%
16,Chicago,54.7%,57.8%,71.9%,54.6%,54.8%
17,Portland,54.5%,51.5%,54.9%,53.7%,55.2%
18,Utah,54.4%,53.8%,57.1%,55.2%,53.5%
19,Golden State,54.4%,59.5%,59.0%,58.7%,51.5%
20,Charlotte,54.3%,57.9%,52.4%,54.2%,54.4%
21,Phoenix,54.2%,51.0%,57.1%,55.6%,52.2%
22,Brooklyn,53.7%,55.8%,48.7%,52.2%,55.0%
23,Sacramento,52.7%,54.9%,53.8%,48.8%,56.0%
24,Dallas,52.3%,47.7%,45.6%,52.0%,53.2%
25,Philadelphia,52.3%,51.9%,49.1%,52.3%,52.1%
26,Memphis,52.2%,54.5%,58.3%,53.6%,50.8%
27,Washington,52.1%,55.6%,63.0%,51.3%,52.8%
28,Houston,51.4%,48.9%,46.7%,50.6%,52.1%
29,New Orleans,51.3%,53.8%,55.4%,52.2%,49.9%
30,Indiana,48.6%,51.7%,53.3%,51.4%,46.4%
