Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,42.4%,38.5%,30.5%,44.2%,40.7%
2,Detroit,43.2%,38.3%,30.8%,47.1%,40.0%
3,New York,43.7%,44.9%,43.6%,43.1%,44.5%
4,Boston,44.2%,48.9%,45.6%,45.3%,42.7%
5,San Antonio,46.1%,50.7%,54.9%,44.5%,48.3%
6,Utah,46.1%,45.6%,47.8%,43.4%,49.3%
7,LA Clippers,46.5%,51.2%,54.8%,44.4%,48.2%
8,New Orleans,46.8%,43.9%,52.6%,47.1%,46.5%
9,Houston,47.1%,47.4%,46.0%,49.8%,44.9%
10,Miami,47.3%,50.9%,50.5%,47.7%,46.8%
11,Milwaukee,48.2%,45.7%,54.7%,47.4%,49.2%
12,LA Lakers,48.3%,52.0%,49.2%,48.9%,47.8%
13,Memphis,48.5%,44.7%,48.4%,51.3%,45.5%
14,Washington,48.6%,49.2%,49.6%,47.8%,49.3%
15,Cleveland,48.8%,54.9%,61.8%,50.4%,46.6%
16,Minnesota,48.9%,52.9%,54.9%,50.9%,47.3%
17,Toronto,48.9%,45.5%,50.5%,49.9%,48.1%
18,Atlanta,49.2%,47.6%,43.9%,52.5%,47.3%
19,Brooklyn,49.4%,52.2%,58.4%,51.9%,47.2%
20,Portland,49.7%,50.0%,52.2%,48.4%,50.7%
21,Phoenix,49.9%,50.6%,56.0%,50.9%,48.7%
22,Sacramento,50.9%,49.6%,50.0%,48.5%,53.1%
23,Charlotte,50.9%,52.5%,57.4%,51.2%,50.7%
24,Philadelphia,51.1%,56.6%,56.9%,51.1%,51.0%
25,Golden State,51.1%,51.7%,53.8%,52.2%,50.5%
26,Denver,51.2%,52.3%,47.0%,50.8%,51.4%
27,Chicago,51.9%,49.8%,55.9%,54.0%,50.1%
28,Indiana,52.0%,54.9%,61.9%,51.0%,52.8%
29,Orlando,52.2%,53.0%,54.4%,51.3%,53.2%
30,Dallas,54.4%,62.5%,69.8%,53.8%,55.8%
