Rank,Team,2026,Last 3,Last 1,Home,Away
1,Miami,33.2,28.7,29.0,30.7,35.9
2,Charlotte,32.1,28.7,31.0,33.9,30.2
3,Denver,31.7,29.0,27.0,33.6,30.0
4,Utah,31.5,36.3,35.0,37.0,25.4
5,Orlando,31.2,31.0,35.0,31.3,31.0
6,Philadelphia,31.0,31.7,35.0,29.7,32.9
7,Houston,30.8,21.3,22.0,30.7,30.9
8,Washington,30.7,35.3,45.0,32.6,29.4
9,Okla City,30.6,31.0,24.0,30.2,30.9
10,Cleveland,30.5,30.7,32.0,28.9,32.8
11,LA Lakers,30.5,32.0,37.0,30.7,30.3
12,Minnesota,30.3,22.7,17.0,33.6,27.7
13,Toronto,30.3,28.0,21.0,28.6,31.8
14,LA Clippers,30.1,33.3,38.0,31.3,29.2
15,Boston,29.9,28.0,24.0,29.8,30.1
16,Chicago,29.9,34.0,30.0,32.3,27.9
17,Detroit,29.7,31.7,30.0,28.8,30.4
18,Atlanta,29.6,24.0,23.0,30.4,29.1
19,Milwaukee,29.4,26.7,27.0,29.6,29.0
20,San Antonio,29.1,29.0,29.0,29.1,29.1
21,Phoenix,29.1,29.7,41.0,27.7,31.0
22,Portland,28.8,26.7,30.0,28.3,29.3
23,New York,28.8,30.0,37.0,30.7,26.8
24,Sacramento,28.2,23.0,16.0,27.4,28.8
25,New Orleans,27.9,33.7,39.0,29.0,26.5
26,Brooklyn,27.7,25.3,26.0,28.6,26.9
27,Golden State,27.5,26.3,25.0,28.9,26.6
28,Memphis,27.3,23.0,25.0,27.4,27.2
29,Dallas,26.9,22.0,19.0,27.3,26.2
30,Indiana,26.3,29.3,25.0,27.6,25.2
