Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,107.7%,107.6%,107.6%,107.3%,108.0%
2,Miami,107.9%,102.8%,101.3%,103.5%,112.9%
3,Dallas,108.5%,102.7%,100.6%,108.2%,109.3%
4,Denver,111.2%,115.6%,114.9%,109.2%,113.0%
5,Houston,111.8%,112.7%,108.7%,112.4%,111.2%
6,Boston,112.0%,113.6%,103.5%,113.5%,109.9%
7,San Antonio,112.3%,113.4%,100.7%,113.4%,110.8%
8,Minnesota,112.4%,113.1%,114.1%,110.5%,113.8%
9,Detroit,113.5%,122.3%,118.9%,111.6%,115.2%
10,Toronto,114.0%,111.5%,106.8%,113.6%,114.3%
11,Chicago,114.2%,117.0%,118.5%,114.6%,113.8%
12,Cleveland,114.3%,111.2%,111.6%,114.4%,114.2%
13,Golden State,114.4%,108.4%,94.2%,106.7%,119.6%
14,Phoenix,114.4%,112.9%,110.2%,110.3%,120.1%
15,Atlanta,114.7%,118.4%,137.0%,116.6%,113.5%
16,Orlando,114.9%,127.8%,111.4%,113.2%,116.6%
17,Philadelphia,115.0%,118.6%,126.0%,115.0%,115.0%
18,Indiana,116.0%,110.7%,94.3%,114.8%,117.0%
19,Memphis,117.2%,115.6%,121.0%,115.5%,119.2%
20,New York,117.3%,112.9%,104.8%,117.0%,117.7%
21,LA Lakers,117.6%,118.4%,127.7%,121.0%,115.2%
22,Milwaukee,117.6%,125.6%,112.2%,119.8%,114.7%
23,Washington,117.7%,117.5%,110.1%,119.1%,116.8%
24,Portland,118.7%,112.1%,101.9%,117.0%,119.9%
25,LA Clippers,118.9%,126.5%,135.9%,119.0%,118.8%
26,Utah,120.9%,126.0%,119.1%,120.5%,121.3%
27,Sacramento,121.0%,111.6%,111.4%,121.2%,120.8%
28,Charlotte,121.9%,125.8%,133.6%,119.5%,124.3%
29,Brooklyn,122.1%,116.6%,119.4%,123.8%,120.6%
30,New Orleans,124.3%,126.1%,128.3%,123.5%,125.3%
