Rank,Team,2026,Last 3,Last 1,Home,Away
1,Orlando,24.7,22.7,23.0,25.5,23.8
2,LA Lakers,22.8,24.3,22.0,24.0,22.0
3,Utah,22.2,15.0,12.0,24.7,19.4
4,Indiana,21.9,21.3,14.0,22.9,21.1
5,Portland,21.8,19.7,19.0,22.8,21.1
6,Denver,21.6,17.0,11.0,21.6,21.7
7,Detroit,21.2,24.3,29.0,21.4,21.0
8,Okla City,21.2,22.0,30.0,21.1,21.2
9,Houston,20.8,14.3,15.0,21.6,20.1
10,Dallas,20.7,16.7,14.0,22.4,17.2
11,Minnesota,20.7,21.3,22.0,22.1,19.5
12,Brooklyn,20.6,20.3,20.0,20.6,20.6
12,Philadelphia,20.6,18.7,20.0,20.6,20.6
14,Miami,20.5,18.3,18.0,19.8,21.2
15,San Antonio,20.5,24.0,22.0,19.2,22.3
16,Charlotte,20.4,19.7,18.0,19.0,21.9
17,Golden State,20.1,19.0,18.0,18.3,21.3
18,Toronto,20.1,20.0,22.0,19.6,20.5
18,Memphis,20.1,15.0,12.0,22.0,17.9
20,Chicago,19.9,23.3,24.0,20.6,19.2
21,LA Clippers,19.7,21.3,21.0,17.5,21.4
22,Cleveland,19.4,15.7,13.0,18.5,20.5
23,New Orleans,18.9,17.7,9.0,18.5,19.5
24,New York,18.6,16.3,16.0,19.8,17.4
25,Sacramento,17.7,18.7,8.0,16.6,18.8
26,Phoenix,17.6,12.7,14.0,17.5,17.6
27,Atlanta,17.5,12.7,12.0,19.6,16.3
28,Washington,16.2,17.7,17.0,16.9,15.7
29,Boston,14.8,16.0,21.0,15.5,13.9
30,Milwaukee,14.2,11.0,9.0,14.5,13.8
