Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,44.7,40.0,32.0,45.8,43.8
2,Boston,48.7,58.0,52.0,51.2,45.5
3,Detroit,48.8,44.7,36.0,53.8,44.8
4,New York,50.0,50.0,44.0,48.4,51.8
5,San Antonio,51.4,57.3,56.0,49.4,54.3
6,Houston,52.0,48.0,46.0,55.4,49.3
7,LA Clippers,55.0,63.3,74.0,51.5,57.8
8,Toronto,55.1,46.0,48.0,54.7,55.4
9,Miami,55.4,54.7,52.0,54.6,56.2
10,LA Lakers,55.4,60.7,58.0,58.0,53.6
11,Minnesota,55.8,60.7,62.0,56.5,55.2
12,Cleveland,56.0,59.3,68.0,56.7,55.0
13,Phoenix,56.2,53.3,56.0,55.3,57.5
14,Atlanta,56.7,54.0,58.0,60.6,54.5
15,Memphis,57.1,52.0,62.0,59.8,54.0
16,Milwaukee,57.2,53.3,58.0,57.3,57.0
17,New Orleans,57.4,55.3,70.0,57.8,56.8
18,Utah,57.9,58.7,64.0,55.8,60.3
19,Denver,58.2,61.3,54.0,57.0,59.3
20,Golden State,58.5,60.0,56.0,56.5,59.8
21,Brooklyn,59.2,58.7,66.0,63.0,55.8
22,Orlando,59.7,64.0,56.0,56.8,62.9
23,Portland,60.2,56.7,60.0,57.5,62.2
24,Philadelphia,60.5,72.7,82.0,60.6,60.3
25,Charlotte,61.6,65.3,74.0,60.0,63.1
26,Washington,62.4,61.3,56.0,61.7,62.8
27,Sacramento,62.6,57.3,56.0,59.3,65.6
28,Dallas,62.8,67.3,74.0,62.6,63.3
29,Indiana,63.1,62.0,60.0,62.3,63.8
30,Chicago,64.5,67.3,80.0,65.3,63.8
