Rank,Team,2026,Last 3,Last 1,Home,Away
1,Cleveland,44.6,42.7,48.0,42.5,47.5
2,Golden State,44.1,46.0,43.0,44.9,43.5
3,Boston,42.9,36.7,43.0,43.6,42.1
4,Portland,42.0,42.0,36.0,39.6,43.7
5,New York,41.5,32.3,25.0,43.4,39.3
6,Brooklyn,40.8,38.3,48.0,41.6,40.1
7,Utah,40.8,38.0,36.0,43.7,37.5
8,Charlotte,40.4,41.0,43.0,39.0,41.8
9,Phoenix,39.9,39.0,42.0,38.0,42.5
9,Memphis,39.9,38.3,37.0,42.6,36.9
11,Chicago,39.1,45.7,50.0,37.6,40.4
12,Okla City,38.2,33.0,26.0,40.9,35.8
13,Milwaukee,37.6,40.7,42.0,37.5,37.8
14,Indiana,37.1,33.7,33.0,38.0,36.3
15,Minnesota,36.6,38.7,37.0,35.5,37.4
16,Atlanta,36.5,40.0,43.0,36.6,36.4
17,Philadelphia,36.5,39.7,25.0,34.4,39.4
18,LA Clippers,36.4,34.7,35.0,36.4,36.5
19,Washington,36.3,38.3,38.0,36.0,36.5
20,San Antonio,36.1,35.7,33.0,37.7,33.9
21,Miami,35.6,31.7,36.0,35.1,36.2
22,Dallas,35.3,39.7,40.0,35.1,35.7
23,New Orleans,33.8,35.7,45.0,34.3,33.3
24,Denver,33.8,36.3,43.0,35.5,32.2
25,Orlando,32.9,35.0,34.0,31.9,34.0
26,LA Lakers,32.5,33.0,29.0,32.3,32.6
27,Toronto,32.0,30.7,26.0,31.9,32.1
28,Detroit,31.8,30.3,36.0,34.6,29.6
29,Sacramento,31.2,30.0,34.0,33.2,29.3
30,Houston,30.9,35.3,39.0,31.3,30.6
