Rank,Team,2026,Last 3,Last 1,Home,Away
1,Philadelphia,6.4,6.3,4.0,6.5,6.3
2,Dallas,6.3,7.7,5.0,6.9,5.0
3,Detroit,6.1,5.7,7.0,6.1,6.1
4,Washington,5.7,5.3,8.0,6.3,5.3
5,Cleveland,5.7,5.3,4.0,6.1,5.1
6,Chicago,5.6,7.0,3.0,6.4,4.9
7,Okla City,5.5,5.0,3.0,6.2,4.8
7,Atlanta,5.5,6.0,6.0,5.7,5.3
9,Boston,5.3,5.3,7.0,4.6,6.3
10,Minnesota,5.3,4.3,5.0,5.9,4.8
11,San Antonio,5.2,4.7,6.0,4.7,5.9
12,Orlando,5.2,3.3,4.0,4.7,5.7
13,Indiana,5.0,5.7,7.0,4.3,5.6
14,Portland,4.9,7.0,9.0,5.3,4.7
15,LA Clippers,4.8,2.0,2.0,5.8,4.0
16,Houston,4.8,3.0,3.0,4.4,5.0
17,Charlotte,4.6,2.3,3.0,4.7,4.6
18,Phoenix,4.5,5.0,5.0,4.6,4.4
19,Golden State,4.5,4.7,5.0,4.4,4.6
20,Milwaukee,4.5,4.3,1.0,4.6,4.3
21,New York,4.5,4.7,4.0,3.9,5.1
22,Memphis,4.4,5.7,8.0,4.8,3.9
22,Miami,4.4,5.3,7.0,4.9,3.8
24,Toronto,4.2,3.0,4.0,4.3,4.0
25,Denver,3.8,4.3,3.0,3.5,4.1
26,Utah,3.7,3.7,6.0,4.6,2.8
27,New Orleans,3.7,6.7,9.0,4.0,3.3
28,Brooklyn,3.6,4.7,1.0,2.6,4.6
29,LA Lakers,3.4,3.0,4.0,3.1,3.6
30,Sacramento,3.3,3.7,5.0,3.4,3.2
