Rank,Team,2026,Last 3,Last 1,Home,Away
1,Golden State,41.9%,40.3%,36.0%,41.8%,41.9%
2,Boston,40.1%,38.3%,51.3%,39.2%,41.2%
3,Milwaukee,39.8%,43.8%,40.8%,40.1%,39.3%
4,Cleveland,39.2%,38.9%,42.4%,37.8%,41.1%
5,Phoenix,38.8%,39.0%,37.5%,38.2%,39.7%
6,New York,38.1%,31.4%,30.2%,41.7%,33.8%
7,Brooklyn,37.6%,36.3%,42.0%,37.5%,37.8%
8,Charlotte,36.7%,34.9%,38.6%,38.1%,35.4%
9,Chicago,36.7%,36.9%,46.2%,34.6%,38.5%
10,Washington,36.5%,39.0%,43.2%,34.9%,37.6%
11,LA Clippers,35.5%,33.9%,33.1%,38.0%,33.5%
12,Memphis,35.0%,35.1%,38.3%,36.8%,32.8%
13,Minnesota,34.9%,38.2%,48.6%,31.7%,37.5%
14,Philadelphia,34.9%,35.9%,26.2%,33.6%,36.6%
15,Atlanta,34.8%,37.8%,39.8%,34.2%,35.1%
16,Utah,34.7%,35.8%,28.2%,37.9%,30.3%
17,Portland,34.4%,37.5%,26.5%,31.9%,36.2%
18,Okla City,33.6%,35.6%,18.6%,33.8%,33.4%
19,San Antonio,33.0%,32.4%,28.7%,36.8%,27.5%
20,Miami,32.0%,23.0%,28.3%,30.6%,33.4%
21,Indiana,31.8%,32.7%,34.7%,32.6%,31.1%
22,New Orleans,31.3%,32.5%,44.5%,30.8%,32.0%
23,Houston,31.3%,34.9%,31.7%,31.4%,31.1%
24,Denver,30.9%,39.2%,52.8%,29.3%,32.4%
25,Dallas,30.7%,38.0%,35.3%,31.1%,29.8%
26,Sacramento,30.0%,25.2%,36.0%,34.6%,26.0%
27,Toronto,29.8%,27.6%,15.5%,32.3%,27.6%
28,Orlando,29.3%,31.0%,27.1%,28.4%,30.3%
29,Detroit,28.4%,29.6%,28.9%,29.8%,27.1%
30,LA Lakers,27.9%,26.6%,28.9%,26.3%,29.1%
