Rank,Team,2026,Last 3,Last 1,Home,Away
1,LA Lakers,47.1,45.0,39.0,45.3,48.3
2,Charlotte,47.2,50.3,53.0,47.4,46.9
3,Denver,49.2,47.3,47.0,50.4,48.2
4,Orlando,49.7,43.3,44.0,48.7,50.8
5,San Antonio,49.7,53.7,62.0,47.4,53.0
6,New York,50.2,49.0,45.0,49.3,51.1
7,LA Clippers,50.8,47.0,47.0,47.5,53.5
8,Houston,51.0,52.3,54.0,56.7,46.6
9,Toronto,51.2,48.0,54.0,51.1,51.2
10,Phoenix,51.4,52.0,48.0,51.2,51.8
11,Detroit,51.7,45.0,50.0,54.6,49.4
12,Utah,52.5,51.0,60.0,52.0,53.1
13,Portland,53.1,56.0,64.0,52.6,53.5
14,Philadelphia,53.4,57.7,57.0,53.6,53.0
15,Memphis,53.5,49.7,46.0,54.1,52.8
16,Minnesota,53.7,56.0,54.0,53.1,54.1
17,Atlanta,53.8,53.7,48.0,53.4,54.1
18,Golden State,54.1,62.0,66.0,56.8,52.3
19,Okla City,54.9,53.3,60.0,54.8,55.0
19,Sacramento,54.9,56.7,56.0,55.9,54.0
21,New Orleans,55.2,47.7,53.0,57.5,52.0
22,Chicago,56.0,64.7,70.0,51.1,60.3
23,Brooklyn,56.2,47.0,51.0,55.0,57.3
24,Cleveland,56.3,51.7,63.0,55.1,58.0
25,Boston,56.6,57.3,65.0,56.4,56.9
26,Milwaukee,56.7,50.0,53.0,53.5,61.1
27,Miami,58.7,56.7,55.0,60.8,56.4
28,Washington,58.9,57.3,54.0,60.3,57.9
29,Indiana,59.1,58.7,59.0,58.4,59.7
30,Dallas,61.8,60.7,61.0,63.0,59.2
