Rank,Team,2026,Last 3,Last 1,Home,Away
1,Houston,182.8,165.0,170.0,185.4,180.7
2,Miami,178.6,172.7,159.0,177.2,180.1
3,Denver,178.3,173.0,179.0,181.9,175.1
4,Okla City,177.4,176.0,167.0,172.8,181.6
5,Chicago,175.8,172.3,171.0,177.0,174.7
6,Detroit,175.7,176.0,179.0,179.4,172.7
7,New York,175.0,170.0,182.0,180.2,169.1
8,Portland,174.8,161.7,164.0,174.5,175.0
9,Cleveland,174.3,163.0,139.0,171.2,178.6
10,Orlando,174.1,187.3,201.0,171.0,177.6
11,Utah,173.8,165.3,175.0,185.8,160.4
12,Minnesota,172.7,167.3,165.0,175.9,170.1
13,San Antonio,172.5,174.0,179.0,171.6,173.7
14,Philadelphia,171.9,167.0,147.0,168.6,176.6
15,Toronto,170.5,163.3,156.0,168.7,172.2
16,Charlotte,170.3,156.3,146.0,164.3,176.2
17,Boston,170.1,167.0,167.0,170.6,169.5
18,Phoenix,170.1,158.3,168.0,170.5,169.4
19,LA Lakers,168.9,179.3,182.0,175.0,164.7
20,Memphis,168.2,172.7,186.0,171.6,164.3
21,Atlanta,166.8,163.0,167.0,160.6,170.5
21,Dallas,166.8,159.7,163.0,170.2,159.5
23,Milwaukee,165.7,155.3,158.0,166.8,164.3
24,Golden State,165.7,169.7,154.0,170.4,162.5
25,Indiana,165.3,155.3,149.0,172.5,159.5
26,Washington,165.1,169.0,180.0,164.4,165.5
27,New Orleans,164.2,181.3,174.0,166.8,160.6
28,LA Clippers,160.7,163.3,157.0,161.4,160.2
29,Sacramento,160.0,164.7,148.0,158.3,161.5
30,Brooklyn,159.5,160.7,159.0,157.8,161.1
