Rank,Team,2026,Last 3,Last 1,Home,Away
1,Miami,109.5,104.9,102.1,110.2,108.8
2,Chicago,107.8,111.3,112.9,105.9,109.4
3,Dallas,107.5,103.0,105.5,108.4,105.4
4,Utah,107.2,106.8,107.1,110.1,104.0
5,Washington,106.7,105.9,105.5,108.4,105.6
6,Portland,106.7,101.4,104.6,107.7,106.0
7,Indiana,106.6,103.9,103.9,108.8,104.9
8,Cleveland,105.5,101.6,102.9,103.5,108.3
9,Sacramento,105.0,104.1,100.1,105.9,104.2
10,Philadelphia,104.9,108.8,108.4,103.2,107.4
11,Okla City,104.7,102.8,101.8,104.0,105.3
12,Detroit,104.6,102.6,100.8,107.1,102.7
13,Minnesota,104.6,106.8,101.8,105.2,104.2
14,Memphis,104.4,101.4,109.7,104.9,104.0
15,Atlanta,104.2,101.2,105.5,103.5,104.6
16,Milwaukee,104.1,100.9,102.1,104.1,104.1
17,Orlando,104.1,102.9,108.4,103.8,104.4
18,Golden State,104.1,101.7,95.2,102.0,105.5
19,Toronto,104.0,102.2,103.9,102.7,105.2
20,New Orleans,103.4,106.9,109.7,104.0,102.6
21,Charlotte,103.4,101.0,104.0,100.6,106.2
22,Phoenix,103.3,99.2,100.1,102.8,103.9
23,San Antonio,103.1,102.7,104.6,102.3,104.4
24,LA Lakers,103.0,105.6,99.9,104.1,102.3
25,New York,103.0,100.2,104.0,102.9,103.2
26,Denver,103.0,99.3,98.9,104.1,101.9
27,Houston,101.8,96.8,95.2,101.4,102.1
28,LA Clippers,101.0,99.4,99.9,99.7,102.0
29,Brooklyn,100.8,97.5,95.5,101.2,100.5
30,Boston,99.6,99.0,100.8,99.9,99.3
