Rank,Team,2025,Last 3,Last 1,Home,Away
1,Denver,0.288,0.217,0.195,0.296,0.28
2,Golden State,0.279,0.198,0.207,0.278,0.28
3,San Antonio,0.279,0.243,0.212,0.285,0.272
4,Atlanta,0.277,0.274,0.281,0.274,0.28
5,Indiana,0.276,0.21,0.178,0.277,0.276
6,Phoenix,0.275,0.291,0.306,0.279,0.271
7,Toronto,0.275,0.292,0.308,0.273,0.277
8,Chicago,0.272,0.241,0.149,0.276,0.267
9,Cleveland,0.267,0.171,0.097,0.27,0.265
10,Miami,0.263,0.215,0.168,0.273,0.253
11,Memphis,0.262,0.206,0.225,0.272,0.252
12,New York,0.259,0.2,0.225,0.263,0.254
13,Sacramento,0.258,0.274,0.237,0.259,0.257
14,Boston,0.256,0.209,0.192,0.264,0.248
15,Minnesota,0.256,0.245,0.151,0.269,0.243
16,LA Lakers,0.255,0.231,0.244,0.26,0.25
17,New Orleans,0.251,0.24,0.208,0.254,0.248
18,Brooklyn,0.251,0.251,0.211,0.251,0.251
19,LA Clippers,0.25,0.282,0.295,0.257,0.244
20,Detroit,0.25,0.209,0.238,0.252,0.248
21,Okla City,0.25,0.193,0.209,0.258,0.241
22,Milwaukee,0.248,0.253,0.23,0.249,0.246
23,Dallas,0.246,0.242,0.242,0.255,0.238
24,Utah,0.245,0.225,0.239,0.25,0.24
25,Washington,0.24,0.257,0.321,0.234,0.246
26,Charlotte,0.24,0.238,0.246,0.238,0.242
27,Portland,0.231,0.236,0.285,0.241,0.221
28,Orlando,0.23,0.201,0.199,0.232,0.227
29,Philadelphia,0.229,0.216,0.182,0.232,0.225
30,Houston,0.225,0.203,0.154,0.223,0.227
