Rank,Team,2025,Last 3,Last 1,Home,Away
1,Cleveland,29.7,30.0,29.0,28.8,30.6
2,Indiana,28.9,23.7,23.0,28.2,29.6
3,Chicago,28.7,25.0,16.0,27.6,29.8
4,Atlanta,28.5,25.3,29.0,29.5,27.5
5,Utah,28.4,29.0,28.0,27.0,29.8
6,Minnesota,28.4,36.3,32.0,29.3,27.5
7,Golden State,28.3,31.7,38.0,26.9,29.8
8,San Antonio,28.3,34.7,32.0,27.7,28.9
9,Dallas,28.2,23.7,28.0,29.1,27.5
10,Memphis,28.0,21.0,30.0,28.0,28.1
11,New Orleans,27.9,28.7,28.0,27.6,28.1
12,Okla City,27.8,28.7,22.0,29.0,26.6
13,Sacramento,27.7,26.0,25.0,27.8,27.5
14,Phoenix,27.7,22.3,23.0,28.0,27.3
15,Toronto,27.5,32.0,23.0,28.2,26.8
16,LA Clippers,27.4,29.3,35.0,27.0,27.8
17,Portland,27.2,26.0,20.0,27.5,26.9
18,New York,27.2,27.3,31.0,27.7,26.7
19,Denver,26.9,23.0,21.0,26.9,26.9
20,Detroit,26.9,26.3,28.0,26.7,27.1
21,Milwaukee,26.8,26.0,28.0,28.7,25.1
22,Houston,26.8,26.7,27.0,27.1,26.5
23,Charlotte,26.7,21.7,18.0,27.3,26.0
24,Washington,26.6,23.3,25.0,27.2,26.1
25,LA Lakers,26.6,18.3,16.0,27.1,26.1
26,Philadelphia,26.6,28.3,27.0,26.3,26.9
27,Boston,26.6,29.3,24.0,26.9,26.2
28,Orlando,26.1,24.0,27.0,26.9,25.4
29,Miami,25.6,25.0,20.0,25.8,25.3
30,Brooklyn,25.4,25.0,22.0,25.7,25.1
