Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,11.6,2.0,12.0,16.3,6.7
2,Cleveland,9.7,-2.3,-9.0,10.5,9.0
3,Boston,8.7,-7.0,-38.0,9.3,8.0
4,Minnesota,4.6,3.3,-30.0,7.7,1.6
5,LA Clippers,4.3,-9.7,-19.0,9.4,-0.6
6,Houston,4.2,3.0,-14.0,6.3,2.0
7,Memphis,3.7,-9.0,-2.0,7.2,0.3
8,New York,3.4,-3.0,-17.0,6.2,0.5
9,Denver,2.6,-9.0,-32.0,5.9,-0.7
10,Golden State,2.5,-7.7,-11.0,1.9,3.1
11,Indiana,2.2,-2.0,-12.0,4.6,-0.2
12,Milwaukee,2.1,-3.7,-1.0,5.1,-0.9
13,Detroit,1.7,-0.3,-3.0,1.2,2.2
14,LA Lakers,0.7,-7.3,-7.0,4.0,-2.6
15,Sacramento,0.3,-1.3,-14.0,1.0,-0.4
16,Miami,-0.5,-33.7,-55.0,-0.8,-0.3
17,Orlando,-0.6,-12.7,-31.0,2.4,-3.5
18,Dallas,-1.2,-11.7,-14.0,2.9,-4.9
19,Atlanta,-1.5,-7.3,-9.0,-1.4,-1.6
20,Chicago,-1.8,10.3,-19.0,-2.7,-0.8
21,San Antonio,-2.8,-3.0,7.0,-1.4,-4.1
22,Portland,-3.0,1.3,28.0,-0.5,-5.4
23,Phoenix,-3.0,-1.7,-11.0,-0.2,-5.8
24,Toronto,-4.3,0.3,-7.0,-2.8,-5.8
25,Philadelphia,-6.2,-5.0,-20.0,-6.5,-6.0
26,Brooklyn,-7.1,-19.3,-8.0,-8.8,-5.5
27,Charlotte,-9.1,-24.3,-7.0,-5.5,-12.7
28,Utah,-9.3,-12.7,-11.0,-8.9,-9.8
29,New Orleans,-9.4,-29.7,-15.0,-5.4,-13.5
30,Washington,-12.4,-16.0,1.0,-12.7,-12.2
