Rank,Team,2025,Last 3,Last 1,Home,Away
1,Golden State,0.705,0.541,0.538,0.706,0.703
2,Toronto,0.685,0.674,0.696,0.679,0.692
3,San Antonio,0.685,0.603,0.512,0.69,0.681
4,Atlanta,0.682,0.683,0.682,0.676,0.688
5,Phoenix,0.673,0.683,0.7,0.677,0.67
6,Chicago,0.671,0.618,0.455,0.684,0.657
7,Denver,0.67,0.593,0.606,0.689,0.652
8,Brooklyn,0.669,0.71,0.553,0.669,0.668
9,Indiana,0.666,0.606,0.586,0.664,0.668
10,Miami,0.651,0.585,0.531,0.662,0.641
11,Washington,0.637,0.704,0.717,0.625,0.647
12,New Orleans,0.636,0.675,0.629,0.644,0.628
13,Charlotte,0.635,0.683,0.719,0.618,0.652
14,LA Lakers,0.634,0.642,0.727,0.645,0.623
15,Utah,0.633,0.574,0.6,0.644,0.623
16,Minnesota,0.633,0.571,0.457,0.647,0.619
17,Memphis,0.631,0.571,0.649,0.645,0.617
18,Cleveland,0.624,0.505,0.286,0.628,0.621
19,Boston,0.619,0.54,0.613,0.629,0.609
20,Sacramento,0.614,0.621,0.561,0.617,0.611
21,Detroit,0.613,0.582,0.658,0.622,0.605
22,New York,0.613,0.504,0.561,0.61,0.615
23,LA Clippers,0.608,0.656,0.769,0.612,0.603
24,Milwaukee,0.607,0.65,0.61,0.604,0.611
25,Dallas,0.603,0.617,0.61,0.623,0.584
26,Orlando,0.599,0.552,0.576,0.608,0.591
27,Okla City,0.592,0.547,0.571,0.596,0.588
28,Portland,0.587,0.615,0.643,0.613,0.561
29,Philadelphia,0.584,0.585,0.556,0.586,0.582
30,Houston,0.548,0.536,0.412,0.543,0.554
