Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,5.9,3.3,2.0,6.0,5.7
2,Okla City,5.7,8.0,8.0,6.3,5.0
3,Memphis,5.6,7.3,10.0,6.0,5.3
4,San Antonio,5.5,3.0,2.0,5.7,5.4
5,Indiana,5.5,4.3,4.0,5.6,5.5
6,Boston,5.5,5.7,3.0,5.8,5.2
7,Dallas,5.5,6.3,8.0,5.6,5.4
8,Detroit,5.3,7.0,3.0,5.3,5.4
9,Portland,5.3,5.3,6.0,5.5,5.1
10,New Orleans,5.2,2.0,4.0,5.5,5.0
11,Washington,5.1,3.3,3.0,5.3,5.0
12,Atlanta,5.1,3.3,3.0,5.0,5.1
13,Houston,5.0,5.7,5.0,4.9,5.1
14,Minnesota,4.9,4.0,6.0,5.1,4.8
15,Denver,4.8,3.7,2.0,5.1,4.5
16,Phoenix,4.8,4.7,1.0,5.2,4.3
17,LA Clippers,4.7,8.7,9.0,5.0,4.5
18,Chicago,4.7,5.0,4.0,4.7,4.7
19,Golden State,4.6,3.0,1.0,5.1,4.2
20,Milwaukee,4.6,3.0,4.0,4.7,4.5
21,LA Lakers,4.5,5.0,1.0,4.6,4.4
22,Charlotte,4.5,3.7,4.0,4.6,4.4
23,Philadelphia,4.5,6.7,6.0,4.3,4.6
24,Utah,4.4,4.0,5.0,4.0,4.8
25,Sacramento,4.3,3.0,4.0,4.6,4.1
26,Brooklyn,4.3,1.7,2.0,4.6,4.0
27,Toronto,4.2,2.3,1.0,4.7,3.8
28,Cleveland,4.2,4.7,3.0,4.0,4.4
29,New York,4.1,4.3,6.0,4.3,3.8
30,Miami,3.9,2.7,2.0,3.8,4.0
