Rank,Team,2025,Last 3,Last 1,Home,Away
1,Cleveland,61.1,53.7,56.0,62.7,59.5
2,Memphis,60.7,62.7,59.0,63.0,58.5
3,Okla City,60.7,49.3,47.0,62.2,59.2
4,Denver,59.8,53.3,46.0,59.9,59.6
5,Atlanta,59.5,52.7,53.0,58.7,60.2
6,LA Lakers,58.9,55.0,49.0,59.4,58.4
7,Boston,58.7,52.7,37.0,57.9,59.5
8,Detroit,58.6,51.0,61.0,58.7,58.5
9,Milwaukee,58.6,48.7,47.0,59.5,57.7
10,Sacramento,57.9,51.3,48.0,57.5,58.2
11,New York,57.6,58.0,54.0,58.0,57.1
12,Dallas,57.5,58.0,49.0,56.6,58.3
13,Chicago,57.3,51.3,47.0,57.2,57.4
14,Indiana,56.9,52.3,48.0,59.3,54.6
15,Houston,56.7,56.0,39.0,57.4,55.9
16,Phoenix,56.3,58.0,54.0,57.3,55.4
17,Miami,55.7,42.0,33.0,54.7,56.7
18,LA Clippers,55.3,54.7,47.0,57.3,53.3
19,Philadelphia,55.2,58.3,56.0,54.8,55.6
20,San Antonio,55.1,52.0,54.0,57.8,52.4
21,Minnesota,54.9,53.7,32.0,56.5,53.4
22,Toronto,54.6,55.0,74.0,55.1,54.0
23,Utah,54.5,54.0,49.0,55.4,53.6
24,Washington,54.3,53.0,66.0,54.2,54.4
25,Golden State,54.1,49.7,47.0,54.8,53.5
26,New Orleans,53.9,52.3,49.0,54.6,53.1
27,Portland,53.8,49.0,58.0,54.2,53.4
28,Brooklyn,53.5,54.3,66.0,51.6,55.3
29,Orlando,53.0,48.7,49.0,52.4,53.6
30,Charlotte,51.4,47.0,43.0,51.3,51.4
