Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,6.7,-3.0,-1.0,9.5,3.8
2,Cleveland,6.6,-5.3,4.0,9.0,4.2
3,Boston,5.7,-5.3,-27.0,5.9,5.5
4,LA Lakers,3.1,-3.0,-10.0,6.1,0.1
5,Houston,2.7,6.7,-12.0,3.4,2.1
6,New York,2.4,0.7,-4.0,4.3,0.5
7,Memphis,1.6,2.3,-1.0,4.5,-1.2
8,Detroit,1.3,-2.0,2.0,1.1,1.6
9,LA Clippers,1.2,-6.0,-11.0,4.9,-2.4
10,Miami,1.2,-25.3,-39.0,-0.3,2.6
11,Minnesota,1.1,-3.3,-33.0,1.5,0.7
12,Milwaukee,1.0,-5.0,6.0,2.8,-0.7
13,Indiana,0.3,3.0,1.0,3.6,-2.8
14,Dallas,0.2,-2.3,-17.0,2.3,-1.7
15,Golden State,0.1,-3.7,-15.0,-0.1,0.3
16,Denver,0.0,-5.0,-14.0,0.7,-0.7
17,Sacramento,-0.4,-7.0,-23.0,0.3,-1.2
18,Phoenix,-0.7,2.7,-3.0,-0.5,-0.9
19,Orlando,-0.8,-4.3,2.0,0.0,-1.7
20,Atlanta,-1.5,-3.7,-9.0,-1.8,-1.1
21,Portland,-1.6,-0.3,15.0,-0.9,-2.4
22,Toronto,-2.2,0.0,20.0,-2.6,-1.8
23,San Antonio,-2.5,-7.3,-20.0,-2.2,-2.8
24,Philadelphia,-2.5,5.3,7.0,-1.6,-3.5
25,Brooklyn,-2.6,-10.7,4.0,-4.3,-0.9
26,Chicago,-2.9,-5.3,-24.0,-3.3,-2.6
27,Utah,-4.2,-4.3,-1.0,-3.8,-4.6
28,New Orleans,-5.6,-13.3,-15.0,-4.3,-6.9
29,Washington,-6.3,-4.0,6.0,-5.8,-6.7
30,Charlotte,-6.7,-6.7,-11.0,-5.8,-7.6
