Rank,Team,2025,Last 3,Last 1,Home,Away
1,Houston,31.7%,27.3%,28.6%,32.1%,31.2%
2,Portland,29.2%,33.5%,48.2%,29.7%,28.8%
3,Memphis,28.6%,23.5%,32.3%,27.8%,29.5%
4,Toronto,27.3%,26.7%,22.6%,28.0%,26.7%
5,Golden State,27.3%,31.4%,35.3%,26.2%,28.4%
6,Denver,26.9%,30.2%,34.1%,26.0%,27.9%
7,Utah,26.9%,28.9%,19.6%,25.3%,28.4%
8,Charlotte,26.5%,23.3%,34.6%,26.7%,26.3%
9,New Orleans,26.3%,24.5%,22.9%,27.0%,25.7%
10,Detroit,26.3%,26.2%,16.7%,26.5%,26.1%
11,Minnesota,26.3%,31.7%,17.0%,28.2%,24.4%
12,New York,26.2%,29.1%,30.2%,26.8%,25.7%
13,Cleveland,26.1%,29.3%,26.3%,25.5%,26.7%
14,Atlanta,26.1%,20.3%,21.2%,24.8%,27.3%
15,Boston,25.7%,22.2%,18.4%,26.7%,24.6%
16,Sacramento,25.4%,28.8%,32.6%,25.5%,25.4%
17,Orlando,25.3%,26.8%,30.0%,26.0%,24.7%
18,Brooklyn,24.5%,21.2%,16.7%,25.3%,23.7%
19,Okla City,24.4%,26.5%,28.3%,24.8%,24.0%
20,LA Clippers,24.4%,20.3%,12.5%,24.1%,24.6%
21,San Antonio,24.3%,19.7%,23.1%,24.4%,24.2%
22,Philadelphia,23.4%,27.1%,18.5%,24.7%,22.1%
23,LA Lakers,23.3%,21.3%,18.2%,23.5%,23.2%
24,Dallas,23.3%,21.8%,17.1%,23.9%,22.7%
25,Washington,22.7%,19.0%,14.0%,22.3%,23.2%
26,Phoenix,22.6%,23.0%,21.4%,23.3%,21.9%
27,Miami,22.4%,21.8%,25.9%,20.4%,24.2%
28,Chicago,22.2%,24.6%,16.3%,22.4%,22.1%
29,Indiana,21.1%,31.3%,30.8%,20.4%,21.8%
30,Milwaukee,19.6%,23.4%,26.5%,20.1%,19.1%
