Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,20.8,16.0,22.0,24.3,17.2
2,Cleveland,19.1,15.0,19.0,20.1,18.2
3,Boston,18.6,14.3,1.0,19.6,17.7
4,Memphis,15.6,12.0,7.0,17.5,13.8
5,Houston,15.3,16.7,2.0,16.1,14.4
6,LA Clippers,15.2,7.0,6.0,19.1,11.4
7,New York,15.1,9.7,5.0,17.4,12.7
8,Denver,14.6,13.0,11.0,15.8,13.4
9,Minnesota,14.4,16.7,3.0,15.5,13.3
10,LA Lakers,14.3,6.3,2.0,16.3,12.2
11,Golden State,14.1,4.3,1.0,13.0,15.2
12,Milwaukee,13.7,14.0,20.0,15.9,11.6
13,Miami,13.6,6.3,1.0,13.3,13.9
14,Indiana,13.4,13.0,5.0,15.2,11.6
15,Detroit,13.0,9.3,7.0,12.7,13.3
16,Dallas,12.9,11.0,0.0,14.8,11.1
17,Sacramento,12.7,9.7,3.0,13.5,12.0
18,Orlando,12.7,9.7,9.0,13.5,12.0
19,Portland,11.8,15.7,33.0,13.3,10.4
20,Chicago,11.8,18.7,0.0,11.5,12.2
21,San Antonio,11.8,8.3,7.0,12.2,11.5
22,Atlanta,11.5,10.0,6.0,11.4,11.7
23,Toronto,11.1,18.7,22.0,11.2,11.1
24,Phoenix,10.9,16.3,3.0,12.3,9.6
25,Brooklyn,9.7,5.7,10.0,9.1,10.3
26,Philadelphia,9.6,13.3,9.0,9.4,9.8
27,Utah,9.5,4.7,6.0,9.2,9.8
28,New Orleans,8.1,3.0,0.0,9.3,7.0
29,Washington,7.5,5.3,12.0,8.1,7.0
30,Charlotte,7.1,5.0,3.0,7.7,6.4
