Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,2.186,1.45,2.5,2.398,1.989
2,Indiana,2.129,1.105,0.739,2.155,2.104
3,Boston,2.114,1.649,1.188,2.207,2.023
4,Cleveland,2.107,1.125,0.833,2.108,2.107
5,San Antonio,2.063,1.738,1.833,2.12,2.007
6,Denver,2.057,1.218,0.87,2.2,1.924
7,Golden State,2.018,1.25,1.235,1.997,2.039
8,Phoenix,1.975,2.205,2.154,2.053,1.9
9,Sacramento,1.975,1.833,1.278,1.942,2.009
10,Chicago,1.964,1.727,0.833,1.995,1.932
11,New York,1.954,1.24,1.278,2.02,1.891
12,Atlanta,1.919,2.471,3.0,1.875,1.963
13,Miami,1.916,1.24,0.895,2.068,1.783
14,Milwaukee,1.892,2.0,1.389,1.837,1.948
15,Toronto,1.862,2.758,2.462,1.84,1.883
16,LA Lakers,1.837,1.478,1.6,1.893,1.78
17,Dallas,1.805,1.682,1.563,1.941,1.69
18,Memphis,1.768,1.208,1.091,1.861,1.677
19,New Orleans,1.764,1.75,1.692,1.808,1.722
20,Minnesota,1.763,1.407,0.762,1.88,1.652
21,Detroit,1.734,1.333,1.667,1.795,1.676
22,LA Clippers,1.722,2.563,2.0,1.805,1.644
23,Philadelphia,1.702,1.468,1.333,1.784,1.625
24,Houston,1.662,1.622,1.273,1.635,1.69
25,Brooklyn,1.658,1.583,1.105,1.601,1.72
26,Orlando,1.629,1.611,1.583,1.612,1.648
27,Washington,1.613,1.761,3.0,1.566,1.659
28,Charlotte,1.569,1.34,1.353,1.66,1.489
29,Portland,1.491,1.364,1.688,1.504,1.477
30,Utah,1.482,1.37,1.714,1.524,1.441
