Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,7.2%,4.4%,2.6%,7.5%,6.9%
2,Okla City,6.5%,9.8%,11.4%,7.3%,5.7%
3,Boston,6.2%,6.4%,3.3%,6.4%,5.9%
4,Indiana,6.2%,5.1%,4.6%,6.3%,6.1%
5,Memphis,6.1%,7.7%,10.6%,6.4%,5.8%
6,Detroit,6.1%,7.9%,3.5%,6.0%,6.2%
7,San Antonio,6.0%,3.2%,2.1%,6.2%,5.8%
8,Portland,6.0%,6.1%,7.5%,6.3%,5.7%
9,Dallas,6.0%,6.5%,8.0%,6.1%,5.9%
10,New Orleans,5.8%,2.1%,4.1%,6.1%,5.5%
11,Houston,5.7%,6.2%,6.1%,5.6%,5.8%
12,Minnesota,5.6%,4.5%,6.8%,5.8%,5.5%
13,Atlanta,5.6%,3.6%,3.1%,5.5%,5.8%
14,Washington,5.5%,3.5%,3.1%,5.7%,5.4%
15,LA Clippers,5.5%,10.0%,10.0%,5.8%,5.2%
16,Golden State,5.4%,3.8%,1.3%,5.9%,4.8%
17,Phoenix,5.3%,5.3%,1.1%,5.8%,4.8%
18,Denver,5.2%,4.1%,2.1%,5.5%,4.9%
19,Philadelphia,5.1%,7.0%,5.8%,5.0%,5.3%
20,Brooklyn,5.1%,2.0%,2.3%,5.5%,4.7%
21,Milwaukee,5.1%,3.4%,4.3%,5.1%,5.0%
22,LA Lakers,5.1%,5.6%,1.1%,5.2%,4.9%
23,Charlotte,5.0%,3.8%,4.4%,5.2%,4.9%
24,Sacramento,5.0%,3.7%,4.8%,5.3%,4.6%
25,Chicago,5.0%,5.6%,4.8%,4.9%,5.0%
26,Toronto,4.8%,2.7%,1.2%,5.2%,4.4%
27,Utah,4.7%,4.0%,5.1%,4.2%,5.2%
28,New York,4.7%,5.3%,7.1%,5.0%,4.4%
29,Cleveland,4.6%,5.5%,3.7%,4.5%,4.8%
30,Miami,4.4%,3.1%,2.3%,4.3%,4.4%
