Rank,Team,2025,Last 3,Last 1,Home,Away
1,Memphis,18.2,20.7,29.0,18.5,17.9
2,LA Lakers,18.2,18.0,19.0,18.8,17.6
3,Atlanta,18.0,14.3,10.0,18.2,17.7
4,Denver,17.9,18.7,17.0,19.0,16.9
5,Dallas,17.8,17.3,12.0,17.9,17.7
6,Orlando,17.7,16.0,15.0,18.3,17.1
7,Okla City,17.6,23.0,22.0,17.5,17.8
8,Detroit,17.6,22.7,28.0,18.2,17.0
9,Cleveland,17.5,29.7,26.0,16.8,18.4
10,Philadelphia,17.5,19.3,18.0,16.8,18.3
11,Indiana,17.5,21.0,22.0,18.4,16.7
12,Utah,17.3,14.3,9.0,16.1,18.5
13,Milwaukee,17.2,16.3,17.0,18.1,16.4
14,Minnesota,17.2,15.7,12.0,17.4,17.0
15,New York,17.1,21.7,17.0,17.1,17.1
16,LA Clippers,17.0,15.3,15.0,16.8,17.3
17,Sacramento,17.0,10.0,11.0,17.3,16.7
18,Houston,16.9,26.7,15.0,16.5,17.3
19,Portland,16.9,15.0,10.0,17.8,16.0
20,Golden State,16.8,22.0,21.0,16.4,17.3
21,Phoenix,16.8,8.7,3.0,15.9,17.7
22,New Orleans,16.5,17.0,23.0,17.3,15.8
23,Brooklyn,16.3,15.0,17.0,15.6,16.9
24,San Antonio,16.2,17.7,28.0,17.0,15.5
25,Washington,16.0,15.0,11.0,17.9,14.3
26,Chicago,15.9,16.3,14.0,15.3,16.6
27,Toronto,15.8,10.7,12.0,16.4,15.2
28,Boston,15.6,14.3,7.0,15.3,15.9
29,Miami,15.6,9.3,9.0,14.6,16.5
30,Charlotte,15.5,10.3,11.0,15.6,15.4
