Rank,Team,2025,Last 3,Last 1,Home,Away
1,Chicago,35.7,38.7,31.0,36.3,35.1
2,Milwaukee,35.1,34.0,40.0,35.1,35.1
3,Denver,34.5,35.3,32.0,34.8,34.1
4,Memphis,34.4,35.3,41.0,34.9,33.8
5,Cleveland,34.0,33.3,31.0,34.5,33.6
6,Houston,33.8,34.7,38.0,34.5,33.1
7,Boston,33.7,27.7,27.0,34.3,33.2
8,Okla City,33.7,30.0,27.0,33.2,34.3
9,Miami,33.5,27.7,30.0,33.1,33.9
10,Utah,33.4,36.3,31.0,33.6,33.3
11,Detroit,33.4,34.3,30.0,33.3,33.4
12,LA Clippers,33.2,28.3,31.0,33.8,32.7
13,Sacramento,33.2,31.3,29.0,32.3,34.0
14,Washington,33.1,34.7,37.0,32.6,33.6
15,Charlotte,33.0,35.0,33.0,33.2,32.8
16,Phoenix,32.9,32.0,28.0,33.8,32.1
17,Dallas,32.9,29.3,29.0,33.2,32.6
18,Minnesota,32.8,30.7,31.0,32.9,32.7
19,San Antonio,32.7,36.3,41.0,32.9,32.6
20,Atlanta,32.6,33.7,33.0,33.5,31.8
21,Indiana,32.6,33.3,33.0,32.7,32.5
22,LA Lakers,32.6,30.0,29.0,32.7,32.5
23,Toronto,32.5,32.0,30.0,32.8,32.3
24,Golden State,32.2,23.3,22.0,32.0,32.4
25,New York,31.6,31.0,28.0,31.9,31.3
26,New Orleans,31.5,34.7,36.0,32.2,30.8
27,Portland,31.4,32.3,29.0,31.3,31.5
28,Orlando,30.7,29.0,29.0,31.0,30.4
29,Brooklyn,30.4,31.0,36.0,30.0,30.8
30,Philadelphia,29.4,35.3,38.0,29.8,29.0
